,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
1813,HNEAP_RS09075,1,NC_013422.1,1960622,1961413,791,+,thiazole synthase,0.5682,15,1.22E-14,2.95E-11,0,3.27E-14,7.87E-11,0,essential
1814,HNEAP_RS09080,1,NC_013422.1,1961397,1962161,764,+,tRNA (guanosine(46)-N7)-methyltransferase TrmB,0.5817,11,0.377479506,908.9706497,28,0.443205924,1067.239865,28,nonessential
1815,HNEAP_RS09085,1,NC_013422.1,1962158,1962430,272,+,hypothetical protein,0.4872,7,0.71353093,1718.18248,12,0.748105896,1801.438998,12,nonessential
1816,HNEAP_RS09090,1,NC_013422.1,1962602,1963315,713,-,DNA polymerase III subunit epsilon,0.5784,11,1.34E-10,3.22E-07,2,3.05E-10,7.34E-07,2,essential
1817,HNEAP_RS09095,1,NC_013422.1,1963667,1964158,491,-,ribonuclease HI,0.5935,7,3.73E-06,0.008976013,3,6.27E-06,0.015088907,3,essential
1818,HNEAP_RS09100,1,NC_013422.1,1964160,1965005,845,-,type 11 methyltransferase,0.5934,10,0.761877734,1834.601583,37,0.814707895,1961.81661,37,nonessential
1819,HNEAP_RS09105,1,NC_013422.1,1965088,1966290,1202,-,MFS transporter,0.5586,25,0.324256151,780.8088104,44,0.291307653,701.4688276,42,nonessential
1820,HNEAP_RS09110,1,NC_013422.1,1966343,1966957,614,-,DUF1294 domain-containing protein,0.4813,21,0.045478103,109.511271,16,0.037316608,89.85839282,15,nonessential
1821,HNEAP_RS09115,1,NC_013422.1,1966984,1968081,1097,-,chorismate synthase,0.602,16,5.45E-17,1.31E-13,2,2.00E-16,4.82E-13,2,essential
1822,HNEAP_RS09120,1,NC_013422.1,1968202,1969791,1589,+,AMP-dependent synthetase and ligase,0.5994,24,0.991954232,2388.625791,82,0.989478207,2382.663522,79,nonessential
1823,HNEAP_RS09125,1,NC_013422.1,1969788,1971080,1292,+,Orn/DAP/Arg decarboxylase 2,0.5777,23,0.924360859,2225.860948,61,0.895380446,2156.076114,58,nonessential
1824,HNEAP_RS09130,1,NC_013422.1,1971141,1971743,602,-,methionine biosynthesis protein MetW,0.5755,7,6.68E-10,1.61E-06,1,1.37E-09,3.30E-06,1,essential
1825,HNEAP_RS09135,1,NC_013422.1,1971740,1972951,1211,-,homoserine O-acetyltransferase,0.5743,29,5.02E-22,1.21E-18,0,2.26E-21,5.44E-18,0,essential
1826,HNEAP_RS09140,1,NC_013422.1,1973004,1973555,551,-,YggT family protein,0.5181,7,0.56776507,1367.178287,22,0.624234185,1503.155917,22,nonessential
1827,HNEAP_RS09145,1,NC_013422.1,1973552,1974400,848,-,pyrroline-5-carboxylate reductase,0.5889,17,4.39E-14,1.06E-10,1,2.13E-12,5.13E-09,2,essential
1828,HNEAP_RS09150,1,NC_013422.1,1974685,1975356,671,-,YggS family pyridoxal phosphate-dependent enzyme,0.5387,13,0.999994692,2407.987219,51,0.999979244,2407.95002,48,nonessential
1829,HNEAP_RS09155,1,NC_013422.1,1975671,1976720,1049,+,type IV pili twitching motility protein PilT,0.5362,19,0.999956018,2407.894091,68,0.999544721,2406.903687,62,nonessential
1830,HNEAP_RS09160,1,NC_013422.1,1976774,1977919,1145,+,twitching motility protein PilT,0.5384,10,0.020847245,50.20016595,32,0.009321173,22.44538413,29,nonessential
1831,HNEAP_RS09165,1,NC_013422.1,1978022,1979185,1163,+,twitching motility protein PilT,0.5481,19,0.83030498,1999.374392,52,0.879120127,2116.921266,52,nonessential
1832,HNEAP_RS09170,1,NC_013422.1,1980058,1980408,350,+,cytochrome C class I,0.5641,4,0.839289259,2021.008535,17,0.866930101,2087.567684,17,nonessential
1833,HNEAP_RS09175,1,NC_013422.1,1980426,1981775,1349,+,pyridine nucleotide-disulfide oxidoreductase,0.5274,37,0.291616715,702.213049,49,0.223726263,538.7328412,46,nonessential
1834,GFF1835,7,NC_013422.1,1981905,1983290,1385,+,cytochrome C,0.5368,38,0.273642368,658.9308227,50,0.210355095,506.5350679,47,nonessential
1835,HNEAP_RS09185,1,NC_013422.1,1983391,1984620,1229,+,hypothetical protein,0.561,32,0.999781981,2407.475011,74,0.999911633,2407.787213,74,nonessential
1836,HNEAP_RS09190,1,NC_013422.1,1984686,1985402,716,+,cytochrome c4,0.5579,12,0.999996226,2407.990912,54,0.999999276,2407.998257,55,nonessential
1837,HNEAP_RS09195,1,NC_013422.1,1985867,1986148,281,-,Fe(2+)-trafficking protein,0.5426,6,0.213301623,513.6303092,8,0.356666207,858.8522254,9,nonessential
1838,HNEAP_RS09200,1,NC_013422.1,1986171,1987316,1145,-,A/G-specific adenine glycosylase,0.582,22,0.999879248,2407.70923,71,0.999916914,2407.799928,70,nonessential
1839,HNEAP_RS12335,1,NC_013422.1,1987350,1989743,2393,-,AsmA family protein,0.5405,42,1,2408,162,1,2408,157,nonessential
1840,HNEAP_RS09210,1,NC_013422.1,1989959,1990186,227,+,MoaD/ThiS family protein,0.5219,6,0.806065182,1941.004959,11,0.351171923,845.6219897,7,nonessential
1841,HNEAP_RS09215,1,NC_013422.1,1990197,1990526,329,+,hypothetical protein,0.5364,8,1,2408,40,1,2408,41,nonessential
1842,HNEAP_RS09220,1,NC_013422.1,1990651,1990962,311,+,glycoside hydrolase,0.4936,6,0.743368044,1790.030249,14,0.850729183,2048.555872,15,nonessential
1843,HNEAP_RS09225,1,NC_013422.1,1991023,1991916,893,+,D-hexose-6-phosphate mutarotase,0.5403,17,0.114458603,275.6163158,28,0.081108943,195.3103351,26,nonessential
1844,HNEAP_RS09230,1,NC_013422.1,1991957,1992658,701,-,type IV pilus assembly PilZ,0.5071,14,0.48704903,1172.814064,27,0.474049756,1141.511813,26,nonessential
1845,HNEAP_RS09235,1,NC_013422.1,1992768,1994024,1256,-,6-phosphofructokinase,0.5823,27,0.999999897,2407.999752,89,0.999999947,2407.999873,88,nonessential
1846,HNEAP_RS09240,1,NC_013422.1,1994121,1995125,1004,+,class 1 fructose-bisphosphatase,0.5413,20,2.20E-18,5.29E-15,0,7.64E-18,1.84E-14,0,essential
1847,HNEAP_RS09245,1,NC_013422.1,1995229,1995804,575,-,sterol-binding protein,0.5642,7,0.841611225,2026.599829,27,0.875770423,2108.855179,27,nonessential
1848,HNEAP_RS09250,1,NC_013422.1,1995993,1996439,446,-,hypothetical protein,0.5391,6,0.987408755,2377.680283,27,0.974550709,2346.718108,25,nonessential
1849,HNEAP_RS09255,1,NC_013422.1,1996505,1999207,2702,-,GNAT family N-acetyltransferase,0.5882,43,0.999886077,2407.725673,146,0.999519487,2406.842925,138,nonessential
1850,HNEAP_RS09260,1,NC_013422.1,1999475,2000407,932,+,deacetylase,0.5809,15,0.999957904,2407.898633,62,0.999967833,2407.922541,61,nonessential
1851,HNEAP_RS09265,1,NC_013422.1,2000540,2001340,800,+,undecaprenyl-diphosphate phosphatase,0.5343,21,8.51E-15,2.05E-11,0,2.30E-14,5.53E-11,0,essential
1852,HNEAP_RS09270,1,NC_013422.1,2001408,2001911,503,-,transcription antitermination factor NusB,0.5913,6,1.42E-09,3.43E-06,0,2.66E-09,6.40E-06,0,essential
1853,HNEAP_RS09275,1,NC_013422.1,2001995,2002486,491,-,6 7-dimethyl-8-ribityllumazine synthase,0.5589,11,2.31E-09,5.57E-06,0,4.26E-09,1.03E-05,0,essential
1854,HNEAP_RS09280,1,NC_013422.1,2002511,2003644,1133,-,bifunctional 3 4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,0.5653,17,5.66E-19,1.36E-15,1,2.24E-18,5.39E-15,1,essential
1855,HNEAP_RS09285,1,NC_013422.1,2003738,2004388,650,-,riboflavin synthase,0.5469,12,5.17E-07,0.001245568,5,9.96E-07,0.002398012,5,essential
1856,HNEAP_RS09290,1,NC_013422.1,2004478,2005638,1160,-,riboflavin biosynthesis protein RibD,0.6098,17,4.74E-18,1.14E-14,2,1.88E-17,4.53E-14,2,essential
1857,HNEAP_RS09295,1,NC_013422.1,2005628,2006155,527,-,transcriptional regulator NrdR,0.5549,11,0.162079212,390.2867426,16,0.089885316,216.4438413,14,nonessential
1858,HNEAP_RS09300,1,NC_013422.1,2006177,2007430,1253,-,serine hydroxymethyltransferase,0.5646,26,4.84E-21,1.17E-17,1,2.22E-20,5.35E-17,1,essential
1859,HNEAP_RS09305,1,NC_013422.1,2007470,2007709,239,+,hypothetical protein,0.3958,9,0.522428732,1258.008386,9,0.560520937,1349.734416,9,nonessential
1860,HNEAP_RS09310,1,NC_013422.1,2007744,2008232,488,+,Crp/Fnr family transcriptional regulator,0.501,15,0.259480677,624.8294712,16,0.223994218,539.3780759,15,nonessential
1861,HNEAP_RS09315,1,NC_013422.1,2008264,2010723,2459,-,copper-translocating P-type ATPase,0.55,47,5.79E-42,1.39E-38,1,1.19E-40,2.86E-37,1,essential
1862,HNEAP_RS09320,1,NC_013422.1,2010764,2011567,803,-,nitrogen fixation protein FixH,0.5211,18,0.0001048,0.252358414,13,0.000191489,0.461104958,13,nonessential
1863,HNEAP_RS09325,1,NC_013422.1,2011816,2013237,1421,-,cytochrome c oxidase accessory protein CcoG,0.4873,44,0.21358078,514.3025181,50,0.076315049,183.7666389,44,nonessential
1864,HNEAP_RS09330,1,NC_013422.1,2013559,2014536,977,-,cytochrome c oxidase subunit III,0.5,31,6.56E-18,1.58E-14,0,2.21E-17,5.31E-14,0,essential
1865,HNEAP_RS09335,1,NC_013422.1,2014514,2014723,209,-,cbb3-type cytochrome c oxidase subunit 3,0.4429,12,0.000210926,0.507910122,0,0.000273429,0.658416096,0,ambiguous
1866,HNEAP_RS09340,1,NC_013422.1,2014790,2015521,731,-,cytochrome-c oxidase  cbb3-type subunit II,0.5027,21,1.39E-13,3.35E-10,0,3.45E-13,8.30E-10,0,essential
1867,HNEAP_RS09345,1,NC_013422.1,2015536,2016996,1460,-,cytochrome-c oxidase  cbb3-type subunit I,0.5284,54,1.29E-24,3.10E-21,1,7.64E-24,1.84E-20,1,essential
1868,HNEAP_RS09350,1,NC_013422.1,2017281,2018081,800,-,malonyl-[acyl-carrier protein] O-methyltransferase BioC,0.5493,19,2.90E-13,6.98E-10,1,7.59E-13,1.83E-09,1,essential
1869,HNEAP_RS09355,1,NC_013422.1,2018074,2018826,752,-,hypothetical protein,0.5485,13,5.87E-06,0.014131171,9,1.90E-07,0.000457336,6,essential
1870,HNEAP_RS09360,1,NC_013422.1,2018942,2019577,635,+,acyl-phosphate glycerol 3-phosphate acyltransferase,0.577,20,6.79E-12,1.63E-08,0,1.49E-11,3.60E-08,0,essential
1871,HNEAP_RS09365,1,NC_013422.1,2019590,2020603,1013,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,0.5937,15,1.40E-15,3.37E-12,2,2.23E-16,5.37E-13,1,essential
1872,HNEAP_RS09370,1,NC_013422.1,2020706,2022049,1343,-,TlpA family protein disulfide reductase,0.5491,23,0.999710461,2407.30279,79,0.999814582,2407.553514,78,nonessential
1873,HNEAP_RS09375,1,NC_013422.1,2022269,2023180,911,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.5669,13,6.80E-11,1.64E-07,5,2.41E-11,5.81E-08,4,essential
1874,HNEAP_RS09380,1,NC_013422.1,2023216,2023980,764,+,dethiobiotin synthase,0.5608,20,1.14E-06,0.002755828,8,5.86E-07,0.0014119,7,essential
1875,HNEAP_RS09385,1,NC_013422.1,2024012,2024446,434,-,nuclear transport factor 2 family protein,0.5609,11,0.853072441,2054.198438,21,0.763300197,1838.026873,19,nonessential
1876,HNEAP_RS09390,1,NC_013422.1,2024443,2025213,770,-,oxidoreductase,0.5357,12,0.713146178,1717.255996,33,0.769368804,1852.64008,33,nonessential
1877,HNEAP_RS09395,1,NC_013422.1,2025418,2026719,1301,+,NAD/FAD-binding protein,0.5031,30,0.334501076,805.4785903,48,0.418064175,1006.698534,48,nonessential
1878,HNEAP_RS09400,1,NC_013422.1,2026716,2027510,794,+,DUF1365 domain-containing protein,0.5019,18,0.713163467,1717.297629,34,0.712722542,1716.235881,33,nonessential
1879,HNEAP_RS09405,1,NC_013422.1,2027492,2028766,1274,+,class I SAM-dependent methyltransferase,0.5349,30,0.840468085,2023.847148,57,0.860581188,2072.2795,56,nonessential
1880,HNEAP_RS09410,1,NC_013422.1,2028763,2030085,1322,+,MFS transporter,0.5616,29,0.994856579,2395.614643,71,0.996256374,2398.985348,70,nonessential
1881,HNEAP_RS09415,1,NC_013422.1,2030082,2030618,536,+,DUF3833 domain-containing protein,0.4786,18,0.010037521,24.17035019,11,0.014125617,34.01448561,11,nonessential
1882,HNEAP_RS09420,1,NC_013422.1,2030620,2031216,596,+,hypothetical protein,0.5193,15,0.793513347,1910.780141,27,0.779842433,1877.860579,26,nonessential
1883,HNEAP_RS09425,1,NC_013422.1,2031217,2031456,239,-,DUF2789 domain-containing protein,0.5333,4,0.648426967,1561.412136,10,0.560520937,1349.734416,9,nonessential
1884,HNEAP_RS09430,1,NC_013422.1,2031493,2032536,1043,-,protease SohB,0.5268,19,0.001124973,2.708935835,23,0.000276133,0.664928896,20,nonessential
1885,HNEAP_RS09435,1,NC_013422.1,2032915,2033766,851,+,Tim44 domain-containing protein,0.5845,7,0.001889389,4.549647801,18,0.003159663,7.608467891,18,nonessential
1886,HNEAP_RS09440,1,NC_013422.1,2033835,2034626,791,-,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.5404,17,1.22E-14,2.95E-11,0,3.27E-14,7.87E-11,0,essential
1887,HNEAP_RS09445,1,NC_013422.1,2034806,2035822,1016,-,ketol-acid reductoisomerase,0.5526,21,1.35E-18,3.25E-15,0,4.77E-18,1.15E-14,0,essential
1888,HNEAP_RS09450,1,NC_013422.1,2035873,2036373,500,-,acetolactate synthase small subunit,0.5429,9,3.77E-07,0.000908467,2,6.61E-07,0.001591177,2,essential
1889,HNEAP_RS09455,1,NC_013422.1,2036377,2038077,1700,-,acetolactate synthase 3 large subunit,0.552,39,1.26E-30,3.04E-27,0,1.04E-29,2.51E-26,0,essential
1890,HNEAP_RS09460,1,NC_013422.1,2038388,2039323,935,-,hypothetical protein,0.5128,28,0.998139619,2403.520201,55,0.99843783,2404.238294,54,nonessential
1891,HNEAP_RS12340,1,NC_013422.1,2039394,2039771,377,-,hypothetical protein,0.5503,6,0.98308087,2367.258735,23,0.987836555,2378.710426,23,nonessential
1892,HNEAP_RS09470,1,NC_013422.1,2039762,2039992,230,-,SirA family protein,0.5887,2,0.957609409,2305.923457,14,0.966037076,2326.21728,14,nonessential
1893,HNEAP_RS09475,1,NC_013422.1,2039996,2040313,317,-,rhodanese,0.544,4,0.999802842,2407.525243,26,0.999711289,2407.304784,25,nonessential
1894,HNEAP_RS09480,1,NC_013422.1,2040833,2041075,242,-,hypothetical protein,0.3333,16,0.035039724,84.3756544,4,0.093409352,224.9297188,5,nonessential
1895,HNEAP_RS09485,1,NC_013422.1,2041107,2041493,386,+,sulfur oxidation c-type cytochrome SoxX,0.4935,9,0.329009801,792.2555996,13,0.274652772,661.3638753,12,nonessential
1896,HNEAP_RS09490,1,NC_013422.1,2041537,2042442,905,+,sulfur oxidation c-type cytochrome SoxA,0.4779,32,0.829895746,1998.388956,41,0.836538153,2014.383873,40,nonessential
1897,HNEAP_RS09495,1,NC_013422.1,2042496,2043248,752,-,DedA family protein,0.498,20,0.021279322,51.24060823,19,0.03082216,74.21976188,19,nonessential
1898,HNEAP_RS12345,1,NC_013422.1,2043235,2045103,1868,-,family 2 glycosyl transferase,0.5436,41,0.000143046,0.344454187,45,0.000126659,0.304995228,43,nonessential
1899,HNEAP_RS09505,1,NC_013422.1,2045107,2045625,518,-,molybdenum cofactor biosynthesis protein B,0.5568,11,0.181730249,437.6064387,16,0.102632583,247.1392608,14,nonessential
1900,HNEAP_RS09510,1,NC_013422.1,2045651,2045890,239,-,DUF3565 domain-containing protein,0.55,4,0.389877582,938.8252163,8,0.560520937,1349.734416,9,nonessential
1901,HNEAP_RS09515,1,NC_013422.1,2045919,2047283,1364,-,30S ribosomal protein S12 methylthiotransferase RimO,0.5707,31,0.528637613,1272.959371,54,0.452055451,1088.549527,51,nonessential
1902,HNEAP_RS09520,1,NC_013422.1,2047314,2047640,326,-,DUF3579 domain-containing protein,0.5015,5,1.85E-06,0.004446347,0,2.77E-06,0.006665228,0,essential
1903,HNEAP_RS09525,1,NC_013422.1,2047873,2048406,533,+,asparaginase,0.5131,11,0.998365923,2404.065143,35,0.990093264,2384.144581,31,nonessential
1904,HNEAP_RS09530,1,NC_013422.1,2048489,2050291,1802,-,thiosulfohydrolase SoxB,0.523,45,2.03E-32,4.88E-29,0,1.90E-31,4.57E-28,0,essential
1905,HNEAP_RS12350,1,NC_013422.1,2050602,2051768,1166,-,hypothetical protein,0.5913,20,7.43E-15,1.79E-11,5,2.71E-14,6.52E-11,5,essential
1906,HNEAP_RS09540,1,NC_013422.1,2051680,2052333,653,-,dTMP kinase,0.5963,3,9.16E-11,2.21E-07,1,2.00E-10,4.82E-07,1,essential
1907,HNEAP_RS09545,1,NC_013422.1,2052356,2053483,1127,-,hypothetical protein,0.5691,25,0.999924723,2407.818733,71,0.999948439,2407.87584,70,nonessential
1908,HNEAP_RS09550,1,NC_013422.1,2053422,2054414,992,-,hypothetical protein,0.5932,17,0.999995914,2407.99016,69,0.999966727,2407.919879,64,nonessential
1909,HNEAP_RS09555,1,NC_013422.1,2054336,2055799,1463,-,anthranilate synthase,0.5833,21,0.98347208,2368.200769,74,0.892060008,2148.0805,65,nonessential
1910,HNEAP_RS09560,1,NC_013422.1,2055827,2057068,1241,-,beta-ketoacyl-[acyl-carrier-protein] synthase II,0.5837,23,4.84E-16,1.16E-12,5,3.53E-20,8.50E-17,1,essential
1911,HNEAP_RS09565,1,NC_013422.1,2057186,2057425,239,-,acyl carrier protein,0.4708,4,6.26E-05,0.15071278,0,8.42E-05,0.202788178,0,ambiguous
1912,HNEAP_RS09570,1,NC_013422.1,2057602,2058354,752,-,3-oxoacyl-ACP reductase FabG,0.5923,13,5.94E-14,1.43E-10,0,1.51E-13,3.64E-10,0,essential
1913,HNEAP_RS09575,1,NC_013422.1,2058406,2059326,920,-,[acyl-carrier-protein] S-malonyltransferase,0.6156,12,5.02E-14,1.21E-10,2,2.07E-16,4.98E-13,0,essential
1914,HNEAP_RS09580,1,NC_013422.1,2059516,2060691,1175,+,glycosyltransferase family 4 protein,0.5595,23,1,2408,132,1,2408,127,nonessential
1915,HNEAP_RS09585,1,NC_013422.1,2060851,2062635,1784,+,RNA helicase,0.5927,21,0.999857196,2407.656129,102,0.997500209,2401.980504,92,nonessential
1916,HNEAP_RS09590,1,NC_013422.1,2062803,2063378,575,+,methylated-DNA--[protein]-cysteine S-methyltransferase,0.5503,15,0.885106591,2131.336671,28,0.912265358,2196.734982,28,nonessential
1917,HNEAP_RS09595,1,NC_013422.1,2063490,2064668,1178,-,formate-dependent phosphoribosylglycinamide formyltransferase,0.6022,20,1,2408,100,1,2408,97,nonessential
1918,HNEAP_RS09600,1,NC_013422.1,2064780,2065127,347,-,DUF3301 domain-containing protein,0.5172,6,0.899310829,2165.540476,18,0.919079826,2213.144222,18,nonessential
1919,HNEAP_RS09605,1,NC_013422.1,2065342,2065557,215,+,30S ribosomal protein S21,0.537,3,0.001635349,3.937919937,1,0.002075768,4.998449032,1,nonessential
1920,HNEAP_RS09610,1,NC_013422.1,2065593,2066042,449,+,hypothetical protein,0.58,9,0.668906663,1610.727244,19,0.715673246,1723.341177,19,nonessential
1921,HNEAP_RS09615,1,NC_013422.1,2066164,2067573,1409,+,glutamate synthase subunit beta,0.5652,26,1.65E-25,3.98E-22,0,9.52E-25,2.29E-21,0,essential
1922,HNEAP_RS09620,1,NC_013422.1,2067754,2068851,1097,+,uroporphyrinogen decarboxylase,0.5856,21,4.59E-12,1.11E-08,7,1.44E-11,3.47E-08,7,essential
1923,HNEAP_RS09625,1,NC_013422.1,2068885,2069487,602,-,hypothetical protein,0.5406,12,0.832867978,2005.54609,28,0.869031472,2092.627785,28,nonessential
1924,HNEAP_RS09630,1,NC_013422.1,2069506,2071878,2372,-,penicillin-binding protein 1A,0.5192,61,0.993459443,2392.250339,118,0.993764669,2392.985323,115,nonessential
1925,HNEAP_RS09635,1,NC_013422.1,2072022,2073119,1097,+,pilus assembly protein PilM,0.5046,29,0.973939585,2345.24652,56,0.969165945,2333.751596,54,nonessential
1926,HNEAP_RS09640,1,NC_013422.1,2073116,2073706,590,+,fimbrial assembly family protein,0.467,15,0.066419257,159.9375717,16,0.086847918,209.1297876,16,nonessential
1927,HNEAP_RS09645,1,NC_013422.1,2073710,2074324,614,+,pilus assembly protein PilO,0.4732,13,0.855107901,2059.099825,29,0.888158945,2138.686738,29,nonessential
1928,HNEAP_RS09650,1,NC_013422.1,2074321,2074872,551,+,pilus assembly protein PilP,0.5036,12,0.170675518,410.9866464,17,0.208647806,502.423916,17,nonessential
1929,HNEAP_RS09655,1,NC_013422.1,2074892,2077081,2189,+,type IV pilus secretin PilQ,0.5041,55,0.010540394,25.38126786,66,0.01160971,27.95618093,64,nonessential
1930,HNEAP_RS09660,1,NC_013422.1,2077153,2077656,503,+,shikimate kinase AroK,0.5179,16,3.10E-08,7.47E-05,1,5.62E-08,0.000135296,1,essential
1931,HNEAP_RS09665,1,NC_013422.1,2077867,2078904,1037,+,IS5/IS1182 family transposase,0.5645,14,5.77E-19,1.39E-15,0,2.09E-18,5.04E-15,0,essential
1932,HNEAP_RS09670,1,NC_013422.1,2079276,2080307,1031,-,RNA polymerase sigma factor RpoS,0.5048,17,0.667122948,1606.432058,43,0.682517385,1643.501863,42,nonessential
1933,HNEAP_RS09675,1,NC_013422.1,2080688,2081911,1223,+,hypothetical protein,0.5547,23,0.999997417,2407.993781,82,0.999997269,2407.993424,80,nonessential
1934,HNEAP_RS09680,1,NC_013422.1,2081916,2083031,1115,+,phosphoserine transaminase,0.5358,20,0.792035527,1907.221548,49,0.809099264,1948.311027,48,nonessential
1935,HNEAP_RS09685,1,NC_013422.1,2083085,2083558,473,+,NUDIX hydrolase,0.519,11,0.008995293,21.6606654,9,0.005530119,13.31652706,8,nonessential
1936,HNEAP_RS09690,1,NC_013422.1,2083555,2084688,1133,+,tRNA 2-thiouridine(34) synthase MnmA,0.5582,25,1.35E-17,3.26E-14,2,5.19E-17,1.25E-13,2,essential
1937,HNEAP_RS09695,1,NC_013422.1,2084724,2085353,629,+,DUF489 domain-containing protein,0.5381,13,1.91E-07,0.000461074,4,3.70E-07,0.000891521,4,essential
1938,HNEAP_RS09700,1,NC_013422.1,2085404,2085727,323,-,DUF2818 domain-containing protein,0.5093,8,2.09E-06,0.005020732,0,3.11E-06,0.007498265,0,essential
1939,HNEAP_RS09705,1,NC_013422.1,2085805,2087250,1445,-,NADH-quinone oxidoreductase subunit NuoN,0.5491,36,3.85E-26,9.27E-23,0,2.32E-25,5.58E-22,0,essential
1940,HNEAP_RS09710,1,NC_013422.1,2087259,2088782,1523,-,NADH-quinone oxidoreductase subunit M,0.5459,33,1.64E-27,3.94E-24,0,1.08E-26,2.61E-23,0,essential
1941,HNEAP_RS09715,1,NC_013422.1,2088808,2090766,1958,-,NADH-quinone oxidoreductase subunit L,0.5411,43,3.66E-35,8.80E-32,0,4.16E-34,1.00E-30,0,essential
1942,HNEAP_RS09720,1,NC_013422.1,2090770,2091075,305,-,NADH-quinone oxidoreductase subunit NuoK,0.4902,7,5.88E-05,0.141597983,1,8.34E-05,0.200805595,1,nonessential
1943,HNEAP_RS09725,1,NC_013422.1,2091068,2091727,659,-,NADH:ubiquinone oxidoreductase subunit J,0.5318,10,2.57E-12,6.18E-09,0,5.82E-12,1.40E-08,0,essential
1944,HNEAP_RS09730,1,NC_013422.1,2091793,2092281,488,-,NADH-quinone oxidoreductase subunit NuoI,0.5276,13,2.61E-09,6.29E-06,0,4.79E-09,1.15E-05,0,essential
1945,HNEAP_RS09735,1,NC_013422.1,2092353,2093411,1058,-,NADH-quinone oxidoreductase subunit NuoH,0.5326,23,2.47E-19,5.94E-16,0,9.17E-19,2.21E-15,0,essential
1946,HNEAP_RS09740,1,NC_013422.1,2093405,2095789,2384,-,NADH-quinone oxidoreductase subunit G,0.5711,40,1.18E-42,2.83E-39,0,2.27E-41,5.47E-38,0,essential
1947,HNEAP_RS09745,1,NC_013422.1,2095815,2097104,1289,-,NADH-quinone oxidoreductase subunit F,0.5636,24,1.16E-21,2.79E-18,1,1.46E-19,3.52E-16,2,essential
1948,HNEAP_RS09750,1,NC_013422.1,2097109,2097606,497,-,NAD(P)H-dependent oxidoreductase subunit E,0.5181,14,1.81E-09,4.37E-06,0,3.36E-09,8.10E-06,0,essential
1949,HNEAP_RS09755,1,NC_013422.1,2097606,2098859,1253,-,NADH-quinone oxidoreductase subunit NuoD,0.5407,39,9.17E-23,2.21E-19,0,4.35E-22,1.05E-18,0,essential
1950,HNEAP_RS09760,1,NC_013422.1,2098862,2099596,734,-,NADH-quinone oxidoreductase subunit C,0.551,14,6.05E-11,1.46E-07,2,1.41E-10,3.41E-07,2,essential
1951,HNEAP_RS09765,1,NC_013422.1,2099634,2100113,479,-,NADH dehydrogenase subunit B,0.5583,14,3.76E-09,9.06E-06,0,6.82E-09,1.64E-05,0,essential
1952,HNEAP_RS09770,1,NC_013422.1,2100104,2100460,356,-,NADH-quinone oxidoreductase subunit A,0.493,9,5.48E-07,0.00131937,0,8.53E-07,0.00205285,0,essential
1953,HNEAP_RS09775,5,NC_013422.1,2100594,2100678,84,-,tRNA-Leu,0.6,3,0.033313249,80.21830473,0,0.036975848,89.03784247,0,ambiguous
1954,HNEAP_RS09780,1,NC_013422.1,2100759,2101217,458,-,preprotein translocase subunit SecG,0.5272,9,0.00023256,0.560004953,5,0.000353901,0.852193017,5,nonessential
1955,HNEAP_RS09785,1,NC_013422.1,2101217,2101987,770,-,triose-phosphate isomerase,0.5707,14,2.87E-14,6.90E-11,0,7.46E-14,1.80E-10,0,essential
1956,HNEAP_RS09790,1,NC_013422.1,2102114,2103454,1340,-,phosphoglucosamine mutase,0.5518,25,2.71E-24,6.51E-21,0,7.81E-22,1.88E-18,1,essential
1957,HNEAP_RS09795,1,NC_013422.1,2103619,2104335,716,-,cytochrome C class I,0.5467,13,0.998829381,2405.18115,45,0.999364754,2406.470328,45,nonessential
1958,HNEAP_RS09800,1,NC_013422.1,2104505,2105362,857,-,dihydropteroate synthase,0.5688,13,6.92E-05,0.166723302,14,5.19E-05,0.124999558,13,nonessential
1959,HNEAP_RS09805,1,NC_013422.1,2105370,2107337,1967,-,ATP-dependent zinc metalloprotease FtsH,0.5711,22,2.36E-30,5.67E-27,3,2.47E-29,5.94E-26,3,essential
1960,HNEAP_RS09810,1,NC_013422.1,2107398,2108027,629,-,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,0.554,14,0.999101908,2405.837395,41,0.995123057,2396.256321,37,nonessential
1961,HNEAP_RS09815,1,NC_013422.1,2108159,2108602,443,-,copper chaperone PCu(A)C,0.5473,5,0.689998704,1661.516878,19,0.73512629,1770.184107,19,nonessential
1962,HNEAP_RS12355,1,NC_013422.1,2108599,2109318,719,-,SCO family protein,0.5389,19,0.829504205,1997.446126,33,0.869166787,2092.953622,33,nonessential
1963,HNEAP_RS09825,1,NC_013422.1,2109535,2109855,320,+,ribosome assembly RNA-binding protein YhbY,0.5545,8,1,2408,40,1,2408,39,nonessential
1964,HNEAP_RS09830,1,NC_013422.1,2109874,2110557,683,+,leucyl/phenylalanyl-tRNA--protein transferase,0.5702,14,0.999999999,2407.999997,62,1,2408,63,nonessential
