,locusId,desc,HighCO2_log2AbundanceChange_rep1,LowCO2_log2AbundanceChange_rep1,HighCO2Log_log2AbundanceChange_rep2,LowCO2_log2AbundanceChange_rep2,High CO2 Requiring
728,HNEAP_RS05210,motility protein MotB,0.201353564,-0.03489683,0.070511169,0.13146458,FALSE
729,HNEAP_RS05215,class I SAM-dependent methyltransferase,0.422176423,0.318013826,0.124312196,0.092634954,FALSE
730,HNEAP_RS05225,DUF815 domain-containing protein,0.165033257,0.143310296,-0.050091799,0.073789369,FALSE
731,HNEAP_RS05255,protein-(glutamine-N5) methyltransferase  release factor-specific,-2.195992293,-2.127184921,-2.976492158,-2.456812884,FALSE
732,HNEAP_RS05260,hypothetical protein,-0.353985204,0.348497526,-0.406306507,-0.008241374,FALSE
733,HNEAP_RS05275,GNAT family N-acetyltransferase,-0.0449331,0.153440948,0.081333894,0.149046818,FALSE
734,HNEAP_RS05280,hypothetical protein,0.274886198,0.146255993,0.069520661,0.118900827,FALSE
735,HNEAP_RS05295,methionine--tRNA ligase,-0.069375952,-0.334284737,-0.201520382,-0.046441955,FALSE
736,HNEAP_RS05300,hypothetical protein,-0.214420428,-0.150595192,-0.162804674,-0.075316942,FALSE
737,HNEAP_RS05310,peroxiredoxin,-0.045192823,-0.002438053,0.079967041,0.147260438,FALSE
738,HNEAP_RS05315,hypothetical protein,-0.253010536,-0.277791658,-0.356317237,-0.218733528,FALSE
739,HNEAP_RS05320,hypothetical protein,-0.072167262,-0.079279682,-0.113461458,-0.089209354,FALSE
740,HNEAP_RS05330,energy-dependent translational throttle protein EttA,-0.323315831,-0.264051819,-0.208870744,-0.020409013,FALSE
741,HNEAP_RS05335,HDOD domain-containing protein,-0.040384573,-0.260564494,-0.117428515,-0.128705514,FALSE
742,HNEAP_RS05340,hypothetical protein,-0.054365479,-0.310609792,-0.037444297,-0.038562924,FALSE
743,HNEAP_RS05345,ADP-ribose pyrophosphatase,0.095715978,0.095022428,0.053201639,0.147349553,FALSE
744,HNEAP_RS05355,hypothetical protein,-0.303532757,-0.171748353,-0.170457016,0.140288073,FALSE
745,HNEAP_RS05360,YebC/PmpR family DNA-binding regulatory protein,0.349004385,0.197081411,0.03780467,-0.032573308,FALSE
746,HNEAP_RS05365,hypothetical protein,-0.208634646,-0.438621791,-0.363327059,-0.23121003,FALSE
747,HNEAP_RS05370,YcgN family cysteine cluster protein,0.172220596,0.083659732,-0.052110823,-0.175998566,FALSE
748,HNEAP_RS05375,tRNA glutamyl-Q(34) synthetase GluQRS,0.104855083,0.012129941,0.094494244,0.102219547,FALSE
749,HNEAP_RS05380,lytic transglycosylase,-1.171273186,-1.495691657,-0.837984093,-1.635544404,FALSE
750,HNEAP_RS05385,exodeoxyribonuclease I,0.035738735,-0.061663857,-0.025249323,0.034861837,FALSE
751,HNEAP_RS05400,endonuclease III,-0.279540722,-0.159708904,-0.158284566,0.000202333,FALSE
752,HNEAP_RS05405,hypothetical protein,-0.589295348,-0.12562719,-0.495812536,-0.279089728,FALSE
753,HNEAP_RS05410,ATP:cob(I)alamin adenosyltransferase,0.06842715,-0.11182077,0.025867969,-0.093360666,FALSE
754,HNEAP_RS05415,pyridoxal phosphate-dependent aminotransferase,-0.402510251,-0.318718434,-0.261133613,-0.352111603,FALSE
755,HNEAP_RS05420,SAM-dependent methyltransferase,-0.098721652,-0.196886412,-0.098401706,-0.103341073,FALSE
756,HNEAP_RS05425,DUF481 domain-containing protein,0.133710983,-0.022327878,-0.025861554,-0.093651988,FALSE
757,HNEAP_RS05430,1-acyl-sn-glycerol-3-phosphate acyltransferase,-0.14917494,-0.125154356,-0.034512159,0.059068968,FALSE
758,HNEAP_RS05445,cyclophilin,-0.276782819,-0.257581484,-0.285936583,-0.245435612,FALSE
759,HNEAP_RS05465,transcription elongation factor GreB,0.057989123,-0.120074364,-0.090526822,-0.341936326,FALSE
760,HNEAP_RS05470,lysine decarboxylase,-2.924919972,-2.879741449,-2.488538616,-2.412863656,FALSE
761,HNEAP_RS05475,UDP-glucose 4-epimerase GalE,0.147111337,0.141839468,0.015135487,-0.152708655,FALSE
762,HNEAP_RS05480,sensor domain-containing diguanylate cyclase,0.0898147,0.057331233,0.035879307,0.196848571,FALSE
763,HNEAP_RS05490,LysR family transcriptional regulator,0.005848914,-5.57125742,-0.118700728,-5.729051482,TRUE
764,HNEAP_RS05495,VWA domain-containing protein,-0.042704387,-0.079437237,-0.202433914,-0.048109188,FALSE
765,HNEAP_RS05500,CbbQ/NirQ/NorQ/GpvN family protein,-0.057872376,0.098496742,-0.103847555,0.057198187,FALSE
766,HNEAP_RS05505,ribulose-bisphosphate carboxylase,-0.46768301,-0.267312023,-0.354236389,-0.026532538,FALSE
767,HNEAP_RS05510,LysR family transcriptional regulator,-0.032769327,0.017715776,-0.105022179,0.177100215,FALSE
768,HNEAP_RS05515,dicarboxylate/amino acid:cation symporter,0.037392641,-0.032819118,-0.001691768,-0.048025149,FALSE
769,HNEAP_RS05520,urea ABC transporter ATP-binding subunit UrtE,-0.061454615,-0.090940731,-0.029128112,0.093067517,FALSE
770,HNEAP_RS05525,urea ABC transporter ATP-binding protein UrtD,-0.199721758,-0.049906192,-0.201080974,-0.113140008,FALSE
771,HNEAP_RS05530,urea ABC transporter permease subunit UrtC,0.137750067,-0.032972054,-0.116441223,-0.021948694,FALSE
772,HNEAP_RS05535,urea ABC transporter permease subunit UrtB,0.145993276,0.037393828,-0.187739829,-0.113148342,FALSE
773,HNEAP_RS05540,urea ABC transporter substrate-binding protein,-0.044055724,-0.021103115,0.102834952,0.078236667,FALSE
774,HNEAP_RS05545,GntR family transcriptional regulator,0.118780273,0.154244786,0.037566714,-0.150787301,FALSE
775,HNEAP_RS05550,urea carboxylase,0.022628584,0.036339172,-0.026895734,-0.045810437,FALSE
776,HNEAP_RS05555,allophanate hydrolase,-0.045925019,-0.040354773,0.03627633,0.072292892,FALSE
777,HNEAP_RS05565,molybdenum cofactor guanylyltransferase,-0.231502923,-0.115939737,-0.041240935,0.042985093,FALSE
778,HNEAP_RS05570,uroporphyrinogen III synthase HEM4,0.082866838,-0.02507622,0.222394923,0.093756302,FALSE
779,HNEAP_RS05575,formate transporter,-0.161638288,-0.064095666,-0.035258399,-0.088416486,FALSE
780,HNEAP_RS05580,uroporphyrinogen-III C-methyltransferase,-0.031116531,-0.124180862,-0.008577352,0.024474075,FALSE
781,HNEAP_RS05585,nitrate reductase,0.054925371,-0.052476277,-0.055369313,-0.105930588,FALSE
782,HNEAP_RS05590,nitrite reductase (NAD(P)H) small subunit,0.12140586,0.242658361,0.09345488,-0.068406274,FALSE
783,HNEAP_RS05595,nitrite reductase large subunit,0.065050095,0.03042245,0.017002415,-0.045406918,FALSE
784,HNEAP_RS05600,nitrate ABC transporter substrate-binding protein,-0.093126252,-0.117868692,0.160963317,0.046963648,FALSE
785,HNEAP_RS05605,ABC transporter permease,-0.009463708,-0.093491348,0.110634807,0.134384336,FALSE
786,HNEAP_RS05610,ABC transporter ATP-binding protein,-0.172331518,0.06405157,-0.080481451,-0.120416174,FALSE
787,HNEAP_RS05615,ANTAR domain-containing protein with unknown sensor,0.078236871,0.022787089,0.054004784,0.172650028,FALSE
788,HNEAP_RS05620,cytochrome-c oxidase  cbb3-type subunit I,-0.288239848,-0.283827203,-0.182456981,-0.254945539,FALSE
789,HNEAP_RS05625,DNA helicase II,0.172060129,-0.046088078,-0.057701256,-0.179879232,FALSE
790,HNEAP_RS05640,cytochrome C prime,-0.15948057,-0.120453608,-0.079098666,-0.024624536,FALSE
791,HNEAP_RS05645,methyl-accepting chemotaxis protein,-0.044712419,-0.084880289,0.167552123,0.146672871,FALSE
792,HNEAP_RS05680,polynucleotide adenylyltransferase PcnB,-0.673477324,-0.626667506,-1.062018984,-0.730559363,FALSE
793,HNEAP_RS05710,Nif3-like dinuclear metal center hexameric protein,-0.015129442,-0.0207502,-0.002302024,0.07627297,FALSE
794,HNEAP_RS05730,PAS/PAC sensor-containing diguanylate cyclase,0.22423681,0.166840394,0.047228383,0.115487146,FALSE
795,HNEAP_RS05755,heme-binding protein,0.010195946,-0.069573632,-0.036079411,-0.051564458,FALSE
796,HNEAP_RS05760,type IV pilus assembly PilZ,0.476172696,0.214219127,0.649085854,0.518659509,FALSE
797,HNEAP_RS05780,tRNA pseudouridine(13) synthase TruD,-0.01908793,-0.073943515,0.13885378,0.248545924,FALSE
798,HNEAP_RS05790,diguanylate cyclase response regulator,0.099170255,0.222318926,0.174227155,0.063778713,FALSE
799,HNEAP_RS05810,colicin V production protein CvpA,-0.13565001,-0.561894875,-0.593202875,-0.219252834,FALSE
800,HNEAP_RS05815,sporulation domain-containing protein,-0.218184533,-0.065536096,-0.193309429,-0.608475084,FALSE
801,HNEAP_RS05845,tRNA pseudouridine(38-40) synthase,-0.537417348,-0.72956425,-0.846624997,-0.744954804,FALSE
802,HNEAP_RS05850,TolC family protein,-0.157200617,-0.188031411,-0.16422966,-0.180929555,FALSE
803,HNEAP_RS05855,efflux RND transporter periplasmic adaptor subunit,-0.41563318,-0.281903312,-0.519430492,-0.253212101,FALSE
804,HNEAP_RS05860,AcrB/AcrD/AcrF family protein,-0.327335548,-0.205707527,-0.191090636,-0.134890774,FALSE
805,HNEAP_RS05865,hypothetical protein,-0.488688081,-1.497165093,-0.749150761,-1.681635725,FALSE
806,HNEAP_RS05890,50S ribosomal protein L25,-0.639581159,-0.838987475,,,FALSE
807,HNEAP_RS05900,redox-regulated ATPase YchF,-1.01623253,-0.812214835,-1.124633778,-0.889501824,FALSE
808,HNEAP_RS05910,DUF697 domain-containing protein,0.050001816,0.158157483,0.137577053,0.173509971,FALSE
809,HNEAP_RS05915,hypothetical protein,0.225675598,0.045744913,0.098519507,0.159874466,FALSE
810,HNEAP_RS05920,EAL domain-containing protein,0.121178823,0.060669279,0.153083706,0.070566309,FALSE
811,HNEAP_RS05925,cation diffusion facilitator transporter,-0.158535107,-0.227814836,0.128780171,-0.076866304,FALSE
812,HNEAP_RS05930,hypothetical protein,0.147258575,0.267549484,0.033360464,0.268442354,FALSE
813,HNEAP_RS05935,ABC transporter ATP-binding protein,0.034205155,-0.002234071,0.062408262,0.229493731,FALSE
814,HNEAP_RS05945,ion transporter,-0.510013659,0.248043224,0.21626282,-0.187553425,FALSE
815,HNEAP_RS05955,PhoH family protein,-0.005903861,-0.009380144,-0.257740011,-0.254663796,FALSE
816,HNEAP_RS05960,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,-0.284168076,-0.233998393,0.001267835,-0.166759065,FALSE
817,HNEAP_RS05965,tRNA dihydrouridine(20/20a) synthase DusA,-0.101958388,-0.144664859,-0.126701038,-0.072767151,FALSE
818,HNEAP_RS05975,hypothetical protein,0.053659523,-0.563206202,,,FALSE
819,HNEAP_RS05980,CHAD domain-containing protein,-0.059568802,0.016938722,-0.010972387,0.018711849,FALSE
820,HNEAP_RS05995,SUF system Fe-S cluster assembly regulator,0.226060449,-0.034050886,-0.062744491,-0.237117505,FALSE
821,HNEAP_RS06015,cysteine desulfurase,-0.939716874,-1.245294867,-0.899479941,-0.406571675,FALSE
822,HNEAP_RS06025,(2Fe-2S)-binding protein,0.035902518,0.094432872,-0.007572884,-0.507767242,FALSE
823,HNEAP_RS06040,hypothetical protein,0.116968228,0.002278148,0.264486186,0.215286297,FALSE
824,HNEAP_RS06045,oxidoreductase molybdopterin-binding protein,0.312432187,0.135144675,-0.017575515,-0.084311858,FALSE
825,HNEAP_RS06050,cytochrome b561,0.28725863,0.334781818,0.052272156,0.114432449,FALSE
826,HNEAP_RS06055,ECF subfamily RNA polymerase sigma-24 subunit,-0.125513281,0.011506344,-0.310094683,0.265845133,FALSE
827,HNEAP_RS06060,Tn3 family transposase,-0.011695288,0.013993863,0.032571395,-0.043736462,FALSE
828,HNEAP_RS06065,transposase,0.059614641,0.141857207,-0.049640004,0.06093708,FALSE
829,HNEAP_RS06070,DUF3330 domain-containing protein,0.127796128,-0.028445921,0.048132604,0.004742351,FALSE
830,HNEAP_RS06075,hypothetical protein,0.548255626,0.505515742,-0.441396092,-0.360071223,FALSE
831,HNEAP_RS06085,mercury(II) reductase,0.043601324,-0.001210804,-0.050599316,-0.02020022,FALSE
832,HNEAP_RS06090,mercury transporter MerC,0.00569016,0.012781802,-0.183311698,-0.252875949,FALSE
833,HNEAP_RS06095,mercuric transport protein periplasmic component,-0.287927317,-0.275386624,-0.325433637,-0.2493917,FALSE
834,HNEAP_RS06100,mercuric ion transporter MerT,0.108246495,0.11970122,0.119682453,0.170632806,FALSE
835,HNEAP_RS06105,Hg(II)-responsive transcriptional regulator,-0.295594347,-0.560710971,0.088352639,-0.06634089,FALSE
836,HNEAP_RS06110,DUF1109 domain-containing protein,-0.065221237,-0.212189719,0.057546082,0.063320533,FALSE
837,HNEAP_RS06115,DUF4282 domain-containing protein,-0.036363589,-0.011333492,0.013222705,0.093356767,FALSE
838,HNEAP_RS06130,DNA starvation/stationary phase protection protein,0.214411734,0.150543821,0.067288069,-0.069252766,FALSE
839,HNEAP_RS06140,pyridine nucleotide-disulfide oxidoreductase,0.083258838,0.050687791,0.025397368,-0.024429021,FALSE
840,HNEAP_RS06145,sulfur oxidation protein,0.05622053,0.00566075,0.157887864,0.152478413,FALSE
841,HNEAP_RS06150,ribonuclease HII,-0.336555077,-0.10757053,-0.198215328,-0.123284977,FALSE
842,HNEAP_RS06160,acetylornithine deacetylase,-0.051260324,-0.261004821,-0.3203127,-0.061441428,FALSE
843,HNEAP_RS06165,ATPase AAA,-0.106806182,0.122884743,0.087657158,0.062012037,FALSE
844,HNEAP_RS06170,integrase,0.140159391,0.103259055,0.035849467,-0.00431654,FALSE
845,HNEAP_RS06175,hypothetical protein,0.001757728,0.086121308,0.123500587,0.069766918,FALSE
846,HNEAP_RS06195,U32 family peptidase,-1.283500673,-0.998362226,-1.235619198,-1.106089747,FALSE
847,HNEAP_RS06200,BLUF domain-containing protein,0.092709097,-0.119197678,-0.156933208,-0.323512662,FALSE
848,HNEAP_RS06205,cryptochrome/photolyase family protein,0.057561116,0.129586428,0.064087397,0.117573158,FALSE
849,HNEAP_RS06215,DUF615 domain-containing protein,-0.187162333,-0.261538183,-0.028256314,-0.096985935,FALSE
850,HNEAP_RS06235,glucokinase,-0.030158307,-0.019582137,0.057923838,-0.18144036,FALSE
851,HNEAP_RS06240,phosphorylase kinase alphabeta,-0.046693601,-0.050884704,-0.030579953,0.011202922,FALSE
852,HNEAP_RS06245,Hsp33 protein,-0.09937018,-0.113093537,0.069326644,0.053219493,FALSE
853,HNEAP_RS06275,rod shape-determining protein MreD,-0.009742276,-0.051216267,0.085320405,0.027688791,FALSE
854,HNEAP_RS06280,diacylglycerol kinase,-0.129680649,-0.376535947,0.163071715,-0.104486131,FALSE
855,HNEAP_RS06285,glycine cleavage system protein H,0.052800793,-0.019582137,-0.053454514,-0.096862328,FALSE
856,HNEAP_RS06290,sigma-54-dependent Fis family transcriptional regulator,0.181661281,0.147917552,0.11693091,0.183992937,FALSE
857,HNEAP_RS06295,alkylphosphonate utilization operon protein PhnA,-0.22429028,0.182465487,0.043715106,-0.125661024,FALSE
858,HNEAP_RS06300,peroxiredoxin,0.070052496,0.053665442,0.022403402,0.014041999,FALSE
859,HNEAP_RS06310,aldo/keto reductase,0.140787467,0.121896028,0.065486389,0.060565883,FALSE
860,HNEAP_RS06315,hypothetical protein,-0.137071548,0.114710493,0.079090573,0.061676491,FALSE
861,HNEAP_RS06325,diguanylate cyclase,0.014609574,-0.091514623,0.004814896,0.189164406,FALSE
862,HNEAP_RS06330,SulP family inorganic anion transporter,-0.179301208,0.066848288,-0.074840851,-0.061185641,FALSE
863,HNEAP_RS06335,MazG nucleotide pyrophosphohydrolase,0.320458045,0.283725735,-0.326924359,-0.177103206,FALSE
864,HNEAP_RS06355,class IV aminotransferase,0.016716359,-0.017513429,-0.067272331,0.023185437,FALSE
865,HNEAP_RS06365,septal ring lytic transglycosylase RlpA family lipoprotein,-0.070097273,0.00624512,-0.088688871,-0.206741189,FALSE
866,HNEAP_RS06370,lytic murein transglycosylase B,-0.883355926,-1.073633436,-0.528674275,-0.898237846,FALSE
867,HNEAP_RS06415,6-phosphogluconolactonase,-0.127104487,-0.210444044,-0.233943601,-0.059477488,FALSE
868,HNEAP_RS06420,Co2+/Mg2+ efflux protein ApaG,-0.112731447,-0.187762596,-0.196592607,-0.176912128,FALSE
869,HNEAP_RS06425,class I SAM-dependent methyltransferase,-0.112624568,0.184781389,0.000281669,0.031952842,FALSE
870,HNEAP_RS06430,symmetrical bis(5'-nucleosyl)-tetraphosphatase,-0.157432886,0.001905474,0.034231471,-0.006259036,FALSE
871,HNEAP_RS06435,glutathione S-transferase,0.198032476,0.12740284,-0.111957125,-0.027106293,FALSE
872,HNEAP_RS06455,response regulator receiver and Hpt phospho transfer protein,0.264343312,0.22040982,0.301108669,0.293878112,FALSE
873,HNEAP_RS06460,hypothetical protein,0.174695892,0.110484021,0.046121545,0.07159513,FALSE
874,HNEAP_RS06465,PilZ domain-containing protein,0.079037089,0.206224567,0.010671684,0.322272257,FALSE
875,HNEAP_RS06470,diguanylate cyclase,0.023358326,-0.081321235,0.011419513,0.134818553,FALSE
876,HNEAP_RS06475,PAS domain S-box protein,0.012220561,-0.229915802,-0.098588822,0.153650791,FALSE
877,HNEAP_RS06480,thiol reductant ABC exporter subunit CydD,0.151250067,0.051454353,-0.138742996,-0.046448114,FALSE
878,HNEAP_RS06485,thiol reductant ABC exporter subunit CydC,0.078090704,0.044899827,-0.01760193,0.005701531,FALSE
879,HNEAP_RS06490,cytochrome ubiquinol oxidase subunit I,0.021783973,0.039020461,-0.033006232,-0.078833036,FALSE
880,HNEAP_RS06495,cytochrome d ubiquinol oxidase subunit II,0.02207006,0.034714403,0.22590351,0.187824279,FALSE
881,HNEAP_RS06500,DUF1461 domain-containing protein,-0.086959281,0.049514453,-0.198614495,-0.058594084,FALSE
882,HNEAP_RS06505,alpha-D-glucose phosphate-specific phosphoglucomutase,0.174425206,0.090762224,0.158827696,0.003369299,FALSE
883,HNEAP_RS06510,hypothetical protein,0.01093079,0.02087041,-0.030509189,-0.117030988,FALSE
884,HNEAP_RS06515,lytic transglycosylase domain-containing protein,0.11648767,0.079121634,0.445155658,0.13359543,FALSE
885,HNEAP_RS06520,DUF1249 domain-containing protein,-0.099195418,-0.055432553,-0.020482608,0.009631791,FALSE
886,HNEAP_RS06525,Rrf2 family transcriptional regulator,0.135840249,0.23393349,-0.166603772,-0.226498127,FALSE
887,HNEAP_RS06540,DUF429 domain-containing protein,-0.043675592,0.046539769,0.290582789,0.164504987,FALSE
888,HNEAP_RS06545,short-chain dehydrogenase,0.162038183,0.190806375,0.152200227,0.061694871,FALSE
889,HNEAP_RS06550,TIGR03643 family protein,0.179229744,0.43312016,-0.008534073,-0.02020022,FALSE
890,HNEAP_RS06555,deoxyribodipyrimidine photo-lyase,0.005844939,-0.025998756,-0.008093996,0.082657536,FALSE
891,HNEAP_RS06560,MFS transporter,-0.014148371,-0.097674206,-0.056177818,0.013954424,FALSE
892,HNEAP_RS06565,hypothetical protein,0.180117722,-0.002188751,-0.074099277,0.024643604,FALSE
893,HNEAP_RS06570,IMP dehydrogenase,0.037162934,0.03179936,0.03141222,0.020507036,FALSE
894,HNEAP_RS06575,peptidase,-0.083928838,-0.149593655,-0.113758027,-0.292054719,FALSE
895,HNEAP_RS06580,alpha-E domain-containing protein,0.12964649,0.047197601,0.105587585,0.079749878,FALSE
896,HNEAP_RS06585,circularly permuted type 2 ATP-grasp protein,0.083482604,0.035908384,0.169840748,0.020981448,FALSE
897,HNEAP_RS06630,DUF484 domain-containing protein,-0.08735113,-0.076244673,-0.046130123,0.07560179,FALSE
898,HNEAP_RS06635,integrase family protein,-0.715546023,-1.200676585,-0.793270784,-0.720636686,FALSE
899,HNEAP_RS06640,ATP-dependent protease subunit HslV,-0.111211933,-0.329899383,0.017613441,-0.132241736,FALSE
900,HNEAP_RS06645,ATP-dependent protease ATPase subunit HslU,-0.120926513,-0.110000267,-0.097042465,-0.02413715,FALSE
901,HNEAP_RS06650,DUF971 domain-containing protein,-0.043320503,0.169429494,-0.382090621,-0.174994271,FALSE
902,HNEAP_RS06675,30S ribosomal protein S1,0.127772173,-0.111283252,-0.149950399,0.214978249,FALSE
903,HNEAP_RS06695,histidinol-phosphate transaminase,-1.083953081,-0.823855994,-0.941944093,-0.866012282,FALSE
904,HNEAP_RS06725,mechanosensitive ion channel protein,-0.123435393,0.070513068,-0.335318467,-0.449854534,FALSE
905,HNEAP_RS06730,hypothetical protein,0.169338089,-0.210349533,-0.194728893,-0.356312156,FALSE
906,HNEAP_RS06745,aspartate aminotransferase family protein,-1.601636281,-1.759859685,-1.807681869,-1.76137321,FALSE
907,HNEAP_RS06755,phosphoglycolate phosphatase,-0.463248447,-0.567932827,-0.50620359,-0.441457934,FALSE
908,HNEAP_RS06760,hypothetical protein,-0.071527647,0.139951873,-0.218797687,-0.140761437,FALSE
909,HNEAP_RS06770,hypothetical protein,-0.013076303,-0.074625163,0.008264189,-0.003179797,FALSE
910,HNEAP_RS06785,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase,-0.392959884,-0.046830965,0.243003573,0.427104672,FALSE
911,HNEAP_RS06795,YqgE/AlgH family protein,-0.152391563,-0.265408195,-0.535150728,-0.073806657,FALSE
912,HNEAP_RS06805,hypothetical protein,-0.040864462,-0.095808778,-0.038462424,-0.037902181,FALSE
913,HNEAP_RS06810,iron ABC transporter ATP-binding protein,-0.207288772,-0.233717468,-0.057901421,0.023028091,FALSE
914,HNEAP_RS06815,MCE family protein,0.096275795,0.105193753,0.080627174,-0.007204186,FALSE
915,HNEAP_RS06820,hypothetical protein,-0.225387738,-0.175097445,0.024927869,0.108503603,FALSE
916,HNEAP_RS06825,RNA helicase,0.074531775,0.196210976,0.126950742,0.072123395,FALSE
917,HNEAP_RS06830,phosphoenolpyruvate synthase,-0.078150834,0.022371935,0.002928813,-0.06304041,FALSE
918,HNEAP_RS06835,septum site-determining protein MinD,-0.404135315,-0.712494045,-0.708398101,-0.635355149,FALSE
919,HNEAP_RS06850,hypothetical protein,-0.350593428,-0.570521422,-0.946130038,-0.471887461,FALSE
920,HNEAP_RS06855,RNA-binding S4 domain-containing protein,-0.158262877,-0.245743023,-0.293735167,-0.179419852,FALSE
921,HNEAP_RS06875,50S ribosomal protein L11 methyltransferase,-0.033826057,0.226345991,-0.132736297,-0.240741345,FALSE
922,HNEAP_RS06880,cupin,-0.130162579,0.01526435,-0.006239257,-0.001149052,FALSE
923,HNEAP_RS06885,nitroreductase family protein,0.089528067,0.111290731,0.122945042,0.270835541,FALSE
924,HNEAP_RS06890,NAD(P)-dependent alcohol dehydrogenase,0.026229848,0.232671473,0.050499777,-0.009195189,FALSE
925,HNEAP_RS06895,hypothetical protein,0.190203901,-0.040350559,0.353473705,0.284704234,FALSE
926,HNEAP_RS06905,DNA polymerase III subunit chi,0.037093394,0.169888659,0.336050875,0.369820844,FALSE
927,HNEAP_RS06915,antibiotic biosynthesis monooxygenase,-0.187919883,-0.186367935,-0.021474506,0.061442629,FALSE
928,HNEAP_RS06920,50S ribosomal protein L9,-1.338280228,-1.462163892,-1.401116041,-1.605398705,FALSE
929,HNEAP_RS06945,DNA repair protein RecO,-0.477134229,0.050839897,-0.46179587,-0.276580507,FALSE
930,HNEAP_RS06955,ribonuclease III,-2.582283341,-2.046617164,-1.914917034,-1.085350333,FALSE
931,HNEAP_RS06960,DUF4845 domain-containing protein,-0.855609877,-0.494756726,-0.357932943,-0.350715314,FALSE
932,HNEAP_RS06970,elongation factor 4,-0.442038507,-0.409371743,-0.627773864,-0.248448162,FALSE
933,HNEAP_RS06975,protease Do,0.117301094,0.172855211,-0.08311405,0.024934411,FALSE
934,HNEAP_RS06995,5'-methylthioadenosine phosphorylase,0.144745469,0.226663924,0.305896391,0.121572744,FALSE
935,HNEAP_RS07000,hypoxanthine-guanine phosphoribosyltransferase,-0.014173823,0.04950504,0.13166777,0.056265468,FALSE
936,HNEAP_RS07005,beta-N-acetylhexosaminidase,-0.14825692,-0.007695211,-0.147775722,-0.210144144,FALSE
937,HNEAP_RS07010,dienelactone hydrolase family protein,-0.08269395,-0.100356979,0.042431809,-0.004084227,FALSE
938,HNEAP_RS07015,hypothetical protein,-0.289903237,-0.005744805,0.146741229,0.077642296,FALSE
939,HNEAP_RS07020,DUF1840 domain-containing protein,0.255780098,0.025617609,-0.059595561,-0.127448932,FALSE
940,HNEAP_RS07025,plasma-membrane proton-efflux P-type ATPase,0.085070513,0.026938336,0.090176246,0.027518441,FALSE
941,HNEAP_RS07030,hypothetical protein,-0.227405938,-0.051439765,-0.087600024,-0.191089484,FALSE
942,HNEAP_RS07040,ModE family transcriptional regulator,-1.639666677,-0.849107856,-1.84161733,-2.112511649,FALSE
943,HNEAP_RS07045,DUF455 domain-containing protein,-0.201808905,-0.01102575,0.089863185,0.067433259,FALSE
944,HNEAP_RS07050,hypothetical protein,0.052607762,0.029122575,0.078404251,0.022626922,FALSE
945,HNEAP_RS07055,tRNA-Thr,0.0996975,-0.001926825,-0.295546019,-0.203053314,FALSE
946,HNEAP_RS07065,glutathione peroxidase,0.243453631,0.118911793,-0.030853199,-0.044104644,FALSE
947,HNEAP_RS07070,DNA polymerase III subunit epsilon,-0.016436083,0.028054104,-0.010406119,0.077278473,FALSE
948,HNEAP_RS07075,DASH family cryptochrome,0.19114536,0.08608528,0.101632126,0.106318098,FALSE
949,HNEAP_RS07080,NADH:ubiquinone oxidoreductase complex I intermediate-associated protein 30,0.076786273,0.06209427,0.018464881,0.022772009,FALSE
950,HNEAP_RS07085,MipA/OmpV family protein,0.171875339,0.085555004,0.023543341,-0.010264902,FALSE
951,HNEAP_RS07090,efflux RND transporter periplasmic adaptor subunit,0.127849633,0.193642514,0.174171336,0.149268269,FALSE
952,HNEAP_RS07095,multidrug efflux RND transporter permease subunit,0.145816824,0.105643709,0.070312772,0.170917188,FALSE
953,HNEAP_RS07100,hypothetical protein,-0.040765884,0.024314201,0.067044479,0.189695176,FALSE
954,HNEAP_RS07105,DNA-3-methyladenine glycosylase I,0.103622546,-0.001441227,0.036593778,0.194961358,FALSE
955,HNEAP_RS07115,nucleotidyl transferase AbiEii/AbiGii toxin family protein,-0.046568355,-0.064850082,0.072189299,0.015754284,FALSE
956,HNEAP_RS07120,peptidase U49,0.061312808,0.051552073,0.018143425,-0.065311842,FALSE
957,HNEAP_RS07125,hypothetical protein,0.112226474,0.178444525,0.084875105,0.111638223,FALSE
958,HNEAP_RS07130,recombinase,-0.056408737,-0.070665074,0.182457166,0.167311397,FALSE
959,HNEAP_RS07135,hypothetical protein,-0.35545978,-0.322667113,0.275652678,0.14887814,FALSE
960,HNEAP_RS07140,group 1 truncated hemoglobin,0.239177618,0.015961842,-0.11277786,-0.147671947,FALSE
961,HNEAP_RS07145,DUF3034 domain-containing protein,0.048324851,0.21508097,0.22392676,-0.007319991,FALSE
962,HNEAP_RS07150,response regulator receiver protein,0.036196573,0.022291509,0.236682086,0.124747972,FALSE
963,HNEAP_RS07155,histidine kinase,0.007188642,-0.060571991,0.148353351,0.110015884,FALSE
964,HNEAP_RS07160,DNA internalization-related competence protein ComEC/Rec2,0.013646542,0.018114451,-0.017039158,0.051459752,FALSE
965,HNEAP_RS07165,chemotaxis protein CheR,0.148682266,0.141201272,0.064025022,0.071425442,FALSE
966,HNEAP_RS07170,chemotaxis protein CheV,-0.105796381,-0.064861074,-0.003250019,0.082366127,FALSE
967,HNEAP_RS07175,serine/threonine phosphatase,0.044691905,0.047912121,0.032662888,0.148037054,FALSE
