,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pval_raw_rep1,pval_corr_rep1,length_rep1,n_inserts_rep1,pval_raw_rep2,pval_corr_rep2,length_rep2,n_inserts_rep2,essentiality
1838,HNEAP_RS09200,HNEAP_RS09200,1,NC_013422.1,1986171,1987316,-,,A/G-specific adenine glycosylase,0.582,22,0.9998792484674515,2407.7092303096233,1145.0,71.0,0.9999169135226327,2407.7999277624995,1145.0,70.0,nonessential
1839,HNEAP_RS12335,HNEAP_RS12335,1,NC_013422.1,1987350,1989743,-,,AsmA family protein,0.5405,42,0.9999999999464337,2407.9999998710123,2393.0,162.0,0.9999999998881736,2407.999999730722,2393.0,157.0,nonessential
1840,HNEAP_RS09210,HNEAP_RS09210,1,NC_013422.1,1989959,1990186,+,,MoaD/ThiS family protein,0.5219,6,0.8060651822496382,1941.0049588571287,227.0,11.0,0.3511719226337994,845.621989702189,227.0,7.0,nonessential
1841,HNEAP_RS09215,HNEAP_RS09215,1,NC_013422.1,1990197,1990526,+,,hypothetical protein,0.5364,8,0.9999999998508058,2407.9999996407405,329.0,40.0,0.9999999999836053,2407.9999999605216,329.0,41.0,nonessential
1842,HNEAP_RS09220,HNEAP_RS09220,1,NC_013422.1,1990651,1990962,+,,glycoside hydrolase,0.4936,6,0.7433680435020351,1790.0302487529007,311.0,14.0,0.8507291826589731,2048.5558718428074,311.0,15.0,nonessential
1843,HNEAP_RS09225,HNEAP_RS09225,1,NC_013422.1,1991023,1991916,+,,D-hexose-6-phosphate mutarotase,0.5403,17,0.11445860289896746,275.61631578071365,893.0,28.0,0.08110894313202392,195.3103350619136,893.0,26.0,nonessential
1844,HNEAP_RS09230,HNEAP_RS09230,1,NC_013422.1,1991957,1992658,-,,type IV pilus assembly PilZ,0.5071,14,0.4870490297590422,1172.8140636597736,701.0,27.0,0.47404975642957214,1141.5118134824097,701.0,26.0,nonessential
1845,HNEAP_RS09235,HNEAP_RS09235,1,NC_013422.1,1992768,1994024,-,,6-phosphofructokinase,0.5823,27,0.9999998971746074,2407.9997523964544,1256.0,89.0,0.9999999471107911,2407.999872642785,1256.0,88.0,nonessential
1846,HNEAP_RS09240,HNEAP_RS09240,1,NC_013422.1,1994121,1995125,+,,class 1 fructose-bisphosphatase,0.5413,20,2.1966230516063104e-18,5.289468308267996e-15,1004.0,0.0,7.642089444558284e-18,1.8402151382496347e-14,1004.0,0.0,essential
1847,HNEAP_RS09245,HNEAP_RS09245,1,NC_013422.1,1995229,1995804,-,,sterol-binding protein,0.5642,7,0.8416112245363709,2026.599828683581,575.0,27.0,0.8757704229767602,2108.855178528039,575.0,27.0,nonessential
1848,HNEAP_RS09250,HNEAP_RS09250,1,NC_013422.1,1995993,1996439,-,,hypothetical protein,0.5391,6,0.9874087554550764,2377.680283135824,446.0,27.0,0.9745507092411799,2346.7181078527615,446.0,25.0,nonessential
1849,HNEAP_RS09255,HNEAP_RS09255,1,NC_013422.1,1996505,1999207,-,,GNAT family N-acetyltransferase,0.5882,43,0.9998860770276919,2407.7256734826824,2702.0,146.0,0.9995194873118735,2406.842925446991,2702.0,138.0,nonessential
1850,HNEAP_RS09260,HNEAP_RS09260,1,NC_013422.1,1999475,2000407,+,,deacetylase,0.5809,15,0.9999579041601026,2407.898633217527,932.0,62.0,0.9999678327259541,2407.9225412040973,932.0,61.0,nonessential
1851,HNEAP_RS09265,HNEAP_RS09265,1,NC_013422.1,2000540,2001340,+,,undecaprenyl-diphosphate phosphatase,0.5343,21,8.505222642936686e-15,2.048057612419154e-11,800.0,0.0,2.2968106454231062e-14,5.53072003417884e-11,800.0,0.0,essential
1852,HNEAP_RS09270,HNEAP_RS09270,1,NC_013422.1,2001408,2001911,-,,transcription antitermination factor NusB,0.5913,6,1.4232784559346747e-09,3.4272545218906965e-06,503.0,0.0,2.6580152279515992e-09,6.400500668907451e-06,503.0,0.0,essential
1853,HNEAP_RS09275,HNEAP_RS09275,1,NC_013422.1,2001995,2002486,-,,6 7-dimethyl-8-ribityllumazine synthase,0.5589,11,2.313900022043526e-09,5.57187125308081e-06,491.0,0.0,4.257362072345219e-09,1.0251727870207287e-05,491.0,0.0,essential
1854,HNEAP_RS09280,HNEAP_RS09280,1,NC_013422.1,2002511,2003644,-,,bifunctional 3 4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,0.5653,17,5.656886580299807e-19,1.3621782885361933e-15,1133.0,1.0,2.239236605649488e-18,5.392081746403968e-15,1133.0,1.0,essential
1855,HNEAP_RS09285,HNEAP_RS09285,1,NC_013422.1,2003738,2004388,-,,riboflavin synthase,0.5469,12,5.172624042715967e-07,0.0012455678694860048,650.0,5.0,9.958523225937806e-07,0.0023980123928058236,650.0,5.0,essential
1856,HNEAP_RS09290,HNEAP_RS09290,1,NC_013422.1,2004478,2005638,-,,riboflavin biosynthesis protein RibD,0.6098,17,4.744493354451838e-18,1.1424739997520025e-14,1160.0,2.0,1.8826453414290014e-17,4.5334099821610353e-14,1160.0,2.0,essential
1857,HNEAP_RS09295,HNEAP_RS09295,1,NC_013422.1,2005628,2006155,-,,transcriptional regulator NrdR,0.5549,11,0.1620792120254024,390.28674255716896,527.0,16.0,0.08988531616136713,216.44384131657205,527.0,14.0,nonessential
1858,HNEAP_RS09300,HNEAP_RS09300,1,NC_013422.1,2006177,2007430,-,,serine hydroxymethyltransferase,0.5646,26,4.840396561472701e-21,1.1655674920026265e-17,1253.0,1.0,2.2237802133059706e-20,5.354862753640777e-17,1253.0,1.0,essential
1859,HNEAP_RS09305,HNEAP_RS09305,1,NC_013422.1,2007470,2007709,+,,hypothetical protein,0.3958,9,0.5224287318214611,1258.0083862260783,239.0,9.0,0.5605209370540147,1349.7344164260676,239.0,9.0,nonessential
1860,HNEAP_RS09310,HNEAP_RS09310,1,NC_013422.1,2007744,2008232,+,,Crp/Fnr family transcriptional regulator,0.501,15,0.25948067740790876,624.8294711982443,488.0,16.0,0.2239942175762651,539.3780759236463,488.0,15.0,nonessential
1861,HNEAP_RS09315,HNEAP_RS09315,1,NC_013422.1,2008264,2010723,-,,copper-translocating P-type ATPase,0.55,47,5.789426389467837e-42,1.3940938745838553e-38,2459.0,1.0,1.1888103851247928e-40,2.862655407380501e-37,2459.0,1.0,essential
1862,HNEAP_RS09320,HNEAP_RS09320,1,NC_013422.1,2010764,2011567,-,,nitrogen fixation protein FixH,0.5211,18,0.00010480000583061237,0.2523584140401146,803.0,13.0,0.00019148876983326603,0.4611049577585046,803.0,13.0,nonessential
1863,HNEAP_RS09325,HNEAP_RS09325,1,NC_013422.1,2011816,2013237,-,,cytochrome c oxidase accessory protein CcoG,0.4873,44,0.21358077993156935,514.302518075219,1421.0,50.0,0.0763150493699381,183.76663888281095,1421.0,44.0,nonessential
1864,HNEAP_RS09330,HNEAP_RS09330,1,NC_013422.1,2013559,2014536,-,,cytochrome c oxidase subunit III,0.5,31,6.555844515620066e-18,1.578647359361312e-14,977.0,0.0,2.2055867353508184e-17,5.311052858724771e-14,977.0,0.0,essential
1865,HNEAP_RS09335,HNEAP_RS09335,1,NC_013422.1,2014514,2014723,-,,cbb3-type cytochrome c oxidase subunit 3,0.4429,12,0.00021092613058815816,0.5079101224562849,209.0,0.0,0.0002734286111470168,0.6584160956420165,209.0,0.0,ambiguous
1866,HNEAP_RS09340,HNEAP_RS09340,1,NC_013422.1,2014790,2015521,-,,cytochrome-c oxidase  cbb3-type subunit II,0.5027,21,1.3907539312387705e-13,3.3489354664229596e-10,731.0,0.0,3.447292579688003e-13,8.301080531888712e-10,731.0,0.0,essential
1867,HNEAP_RS09345,HNEAP_RS09345,1,NC_013422.1,2015536,2016996,-,,cytochrome-c oxidase  cbb3-type subunit I,0.5284,54,1.286532653609585e-24,3.0979706298918807e-21,1460.0,1.0,7.642398606422478e-24,1.840289584426533e-20,1460.0,1.0,essential
1868,HNEAP_RS09350,HNEAP_RS09350,1,NC_013422.1,2017281,2018081,-,,malonyl-[acyl-carrier protein] O-methyltransferase BioC,0.5493,19,2.897139522421282e-13,6.976311969990446e-10,800.0,1.0,7.586187278698394e-13,1.8267538967105733e-09,800.0,1.0,essential
1869,HNEAP_RS09355,HNEAP_RS09355,1,NC_013422.1,2018074,2018826,-,,hypothetical protein,0.5485,13,5.8684264790683865e-06,0.014131170961596674,752.0,9.0,1.8992376548322652e-07,0.00045733642728360945,752.0,6.0,essential
1870,HNEAP_RS09360,HNEAP_RS09360,1,NC_013422.1,2018942,2019577,+,,acyl-phosphate glycerol 3-phosphate acyltransferase,0.577,20,6.78715885118567e-12,1.6343478513655092e-08,635.0,0.0,1.4932864400666113e-11,3.5958337476804e-08,635.0,0.0,essential
1871,HNEAP_RS09365,HNEAP_RS09365,1,NC_013422.1,2019590,2020603,-,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,0.5937,15,1.4011671258614548e-15,3.374010439074383e-12,1013.0,2.0,2.230586201711816e-16,5.371251573722053e-13,1013.0,1.0,essential
1872,HNEAP_RS09370,HNEAP_RS09370,1,NC_013422.1,2020706,2022049,-,,TlpA family protein disulfide reductase,0.5491,23,0.9997104609703866,2407.302790016691,1343.0,79.0,0.9998145822667079,2407.553514098233,1343.0,78.0,nonessential
1873,HNEAP_RS09375,HNEAP_RS09375,1,NC_013422.1,2022269,2023180,+,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.5669,13,6.801042711225035e-11,1.6376910848629883e-07,911.0,5.0,2.413367137876695e-11,5.811388068007082e-08,911.0,4.0,essential
1874,HNEAP_RS09380,HNEAP_RS09380,1,NC_013422.1,2023216,2023980,+,,dethiobiotin synthase,0.5608,20,1.1444468140989125e-06,0.002755827928350181,764.0,8.0,5.863372803906382e-07,0.0014119001711806567,764.0,7.0,essential
1875,HNEAP_RS09385,HNEAP_RS09385,1,NC_013422.1,2024012,2024446,-,,nuclear transport factor 2 family protein,0.5609,11,0.853072441080126,2054.1984381209436,434.0,21.0,0.7633001966177613,1838.026873455569,434.0,19.0,nonessential
1876,HNEAP_RS09390,HNEAP_RS09390,1,NC_013422.1,2024443,2025213,-,,oxidoreductase,0.5357,12,0.7131461775624868,1717.2559955704683,770.0,33.0,0.7693688039402866,1852.6400798882103,770.0,33.0,nonessential
1877,HNEAP_RS09395,HNEAP_RS09395,1,NC_013422.1,2025418,2026719,+,,NAD/FAD-binding protein,0.5031,30,0.3345010757113015,805.478590312814,1301.0,48.0,0.4180641753492666,1006.6985342410339,1301.0,48.0,nonessential
1878,HNEAP_RS09400,HNEAP_RS09400,1,NC_013422.1,2026716,2027510,+,,DUF1365 domain-containing protein,0.5019,18,0.7131634672513354,1717.2976291412156,794.0,34.0,0.7127225420440246,1716.2358812420114,794.0,33.0,nonessential
1879,HNEAP_RS09405,HNEAP_RS09405,1,NC_013422.1,2027492,2028766,+,,class I SAM-dependent methyltransferase,0.5349,30,0.8404680847079586,2023.8471479767645,1274.0,57.0,0.860581187718978,2072.279500027299,1274.0,56.0,nonessential
1880,HNEAP_RS09410,HNEAP_RS09410,1,NC_013422.1,2028763,2030085,+,,MFS transporter,0.5616,29,0.9948565794234264,2395.6146432516107,1322.0,71.0,0.9962563736123875,2398.985347658629,1322.0,70.0,nonessential
1881,HNEAP_RS09415,HNEAP_RS09415,1,NC_013422.1,2030082,2030618,+,,DUF3833 domain-containing protein,0.4786,18,0.010037520845046609,24.170350194872235,536.0,11.0,0.014125616947537202,34.014485609669585,536.0,11.0,nonessential
1882,HNEAP_RS09420,HNEAP_RS09420,1,NC_013422.1,2030620,2031216,+,,hypothetical protein,0.5193,15,0.7935133474491269,1910.7801406574977,596.0,27.0,0.7798424331316733,1877.8605789810695,596.0,26.0,nonessential
1883,HNEAP_RS09425,HNEAP_RS09425,1,NC_013422.1,2031217,2031456,-,,DUF2789 domain-containing protein,0.5333,4,0.6484269668653111,1561.4121362116691,239.0,10.0,0.5605209370540147,1349.7344164260676,239.0,9.0,nonessential
1884,HNEAP_RS09430,HNEAP_RS09430,1,NC_013422.1,2031493,2032536,-,,protease SohB,0.5268,19,0.0011249733534437834,2.7089358350926305,1043.0,23.0,0.0002761332626075984,0.6649288963590969,1043.0,20.0,nonessential
1885,HNEAP_RS09435,HNEAP_RS09435,1,NC_013422.1,2032915,2033766,+,,Tim44 domain-containing protein,0.5845,7,0.0018893886216168236,4.549647800853311,851.0,18.0,0.0031596627454155268,7.608467890960588,851.0,18.0,nonessential
1886,HNEAP_RS09440,HNEAP_RS09440,1,NC_013422.1,2033835,2034626,-,,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.5404,17,1.2245505641921075e-14,2.9487177585745945e-11,791.0,0.0,3.27011129713467e-14,7.874428003500285e-11,791.0,0.0,essential
1887,HNEAP_RS09445,HNEAP_RS09445,1,NC_013422.1,2034806,2035822,-,,ketol-acid reductoisomerase,0.5526,21,1.3511414647896715e-18,3.253548647213529e-15,1016.0,0.0,4.771215079156881e-18,1.148908591060977e-14,1016.0,0.0,essential
1888,HNEAP_RS09450,HNEAP_RS09450,1,NC_013422.1,2035873,2036373,-,,acetolactate synthase small subunit,0.5429,9,3.772702497853648e-07,0.0009084667614831585,500.0,2.0,6.607879374256835e-07,0.0015911773533210459,500.0,2.0,essential
1889,HNEAP_RS09455,HNEAP_RS09455,1,NC_013422.1,2036377,2038077,-,,acetolactate synthase 3 large subunit,0.552,39,1.2606138789667883e-30,3.035558220552026e-27,1700.0,0.0,1.0408569198290953e-29,2.5063834629484616e-26,1700.0,0.0,essential
1890,HNEAP_RS09460,HNEAP_RS09460,1,NC_013422.1,2038388,2039323,-,,hypothetical protein,0.5128,28,0.9981396185298574,2403.5202014198967,935.0,55.0,0.9984378297774649,2404.2382941041355,935.0,54.0,nonessential
1891,HNEAP_RS12340,HNEAP_RS12340,1,NC_013422.1,2039394,2039771,-,,hypothetical protein,0.5503,6,0.9830808699445095,2367.2587348263787,377.0,23.0,0.9878365554491235,2378.7104255214895,377.0,23.0,nonessential
1892,HNEAP_RS09470,HNEAP_RS09470,1,NC_013422.1,2039762,2039992,-,,SirA family protein,0.5887,2,0.9576094089630445,2305.9234567830113,230.0,14.0,0.9660370762806884,2326.2172796838977,230.0,14.0,nonessential
1893,HNEAP_RS09475,HNEAP_RS09475,1,NC_013422.1,2039996,2040313,-,,rhodanese,0.544,4,0.9998028416142452,2407.5252426071024,317.0,26.0,0.9997112891689823,2407.3047843189092,317.0,25.0,nonessential
1894,HNEAP_RS09480,HNEAP_RS09480,1,NC_013422.1,2040833,2041075,-,,hypothetical protein,0.3333,16,0.03503972358724124,84.3756543980769,242.0,4.0,0.09340935166390504,224.92971880668335,242.0,5.0,nonessential
1895,HNEAP_RS09485,HNEAP_RS09485,1,NC_013422.1,2041107,2041493,+,,sulfur oxidation c-type cytochrome SoxX,0.4935,9,0.3290098005137991,792.2555996372282,386.0,13.0,0.27465277212194844,661.3638752696519,386.0,12.0,nonessential
1896,HNEAP_RS09490,HNEAP_RS09490,1,NC_013422.1,2041537,2042442,+,,sulfur oxidation c-type cytochrome SoxA,0.4779,32,0.8298957458166781,1998.388955926561,905.0,41.0,0.836538153079206,2014.383872614728,905.0,40.0,nonessential
1897,HNEAP_RS09495,HNEAP_RS09495,1,NC_013422.1,2042496,2043248,-,,DedA family protein,0.498,20,0.021279322355950387,51.24060823312853,752.0,19.0,0.030822160249741732,74.21976188137809,752.0,19.0,nonessential
1898,HNEAP_RS12345,HNEAP_RS12345,1,NC_013422.1,2043235,2045103,-,,family 2 glycosyl transferase,0.5436,41,0.00014304575868040638,0.3444541869024186,1868.0,45.0,0.00012665914776573944,0.30499522781990057,1868.0,43.0,nonessential
1899,HNEAP_RS09505,HNEAP_RS09505,1,NC_013422.1,2045107,2045625,-,,molybdenum cofactor biosynthesis protein B,0.5568,11,0.1817302486275232,437.6064386950759,518.0,16.0,0.10263258339359323,247.1392608117725,518.0,14.0,nonessential
1900,HNEAP_RS09510,HNEAP_RS09510,1,NC_013422.1,2045651,2045890,-,,DUF3565 domain-containing protein,0.55,4,0.38987758153260815,938.8252163305204,239.0,8.0,0.5605209370540147,1349.7344164260676,239.0,9.0,nonessential
1901,HNEAP_RS09515,HNEAP_RS09515,1,NC_013422.1,2045919,2047283,-,,30S ribosomal protein S12 methylthiotransferase RimO,0.5707,31,0.5286376125391536,1272.959370994282,1364.0,54.0,0.45205545129515146,1088.5495267187248,1364.0,51.0,nonessential
1902,HNEAP_RS09520,HNEAP_RS09520,1,NC_013422.1,2047314,2047640,-,,DUF3579 domain-containing protein,0.5015,5,1.8464898186308824e-06,0.0044463474832631645,326.0,0.0,2.76795175333919e-06,0.006665227822040769,326.0,0.0,essential
1903,HNEAP_RS09525,HNEAP_RS09525,1,NC_013422.1,2047873,2048406,+,,asparaginase,0.5131,11,0.9983659231139947,2404.0651428584993,533.0,35.0,0.9900932643461072,2384.1445805454264,533.0,31.0,nonessential
1904,HNEAP_RS09530,HNEAP_RS09530,1,NC_013422.1,2048489,2050291,-,,thiosulfohydrolase SoxB,0.523,45,2.0258953579580072e-32,4.878356021962881e-29,1802.0,0.0,1.8986044561825863e-31,4.571839530487668e-28,1802.0,0.0,essential
1905,HNEAP_RS12350,HNEAP_RS12350,1,NC_013422.1,2050602,2051768,-,,hypothetical protein,0.5913,20,7.430074375012972e-15,1.7891619095031236e-11,1166.0,5.0,2.7063557864603146e-14,6.516904733796438e-11,1166.0,5.0,essential
1906,HNEAP_RS09540,HNEAP_RS09540,1,NC_013422.1,2051680,2052333,-,,dTMP kinase,0.5963,3,9.163757090966485e-11,2.2066327075047296e-07,653.0,1.0,1.999585356022249e-10,4.815001537301575e-07,653.0,1.0,essential
1907,HNEAP_RS09545,HNEAP_RS09545,1,NC_013422.1,2052356,2053483,-,,hypothetical protein,0.5691,25,0.9999247228621022,2407.818732651942,1127.0,71.0,0.999948438697642,2407.875840383922,1127.0,70.0,nonessential
1908,HNEAP_RS09550,HNEAP_RS09550,1,NC_013422.1,2053422,2054414,-,,hypothetical protein,0.5932,17,0.9999959137537613,2407.9901603190574,992.0,69.0,0.9999667271403281,2407.91987895391,992.0,64.0,nonessential
1909,HNEAP_RS09555,HNEAP_RS09555,1,NC_013422.1,2054336,2055799,-,,anthranilate synthase,0.5833,21,0.9834720801713689,2368.200769052656,1463.0,74.0,0.8920600083238092,2148.0805000437326,1463.0,65.0,nonessential
1910,HNEAP_RS09560,HNEAP_RS09560,1,NC_013422.1,2055827,2057068,-,,beta-ketoacyl-[acyl-carrier-protein] synthase II,0.5837,23,4.837106260214092e-16,1.1647751874595534e-12,1241.0,5.0,3.5283995836236783e-20,8.496386197365817e-17,1241.0,1.0,essential
1911,HNEAP_RS09565,HNEAP_RS09565,1,NC_013422.1,2057186,2057425,-,,acyl carrier protein,0.4708,4,6.258836389135657e-05,0.15071278025038662,239.0,0.0,8.421435975138225e-05,0.20278817828132847,239.0,0.0,ambiguous
1912,HNEAP_RS09570,HNEAP_RS09570,1,NC_013422.1,2057602,2058354,-,,3-oxoacyl-ACP reductase FabG,0.5923,13,5.941615522552241e-14,1.4307410178305798e-10,752.0,0.0,1.5116723896160237e-13,3.640107114195385e-10,752.0,0.0,essential
1913,HNEAP_RS09575,HNEAP_RS09575,1,NC_013422.1,2058406,2059326,-,,[acyl-carrier-protein] S-malonyltransferase,0.6156,12,5.018527082167321e-14,1.208461321385891e-10,920.0,2.0,2.0667786721459954e-16,4.976803042527557e-13,920.0,0.0,essential
1914,HNEAP_RS09580,HNEAP_RS09580,1,NC_013422.1,2059516,2060691,+,,glycosyltransferase family 4 protein,0.5595,23,0.9999999999999999,2407.9999999999995,1175.0,132.0,0.9999999999999999,2407.9999999999995,1175.0,127.0,nonessential
1915,HNEAP_RS09585,HNEAP_RS09585,1,NC_013422.1,2060851,2062635,+,,RNA helicase,0.5927,21,0.9998571964991047,2407.656129169844,1784.0,102.0,0.9975002092134908,2401.980503786086,1784.0,92.0,nonessential
1916,HNEAP_RS09590,HNEAP_RS09590,1,NC_013422.1,2062803,2063378,+,,methylated-DNA--[protein]-cysteine S-methyltransferase,0.5503,15,0.8851065908899555,2131.336670863013,575.0,28.0,0.912265358080809,2196.734982258588,575.0,28.0,nonessential
1917,HNEAP_RS09595,HNEAP_RS09595,1,NC_013422.1,2063490,2064668,-,,formate-dependent phosphoribosylglycinamide formyltransferase,0.6022,20,0.9999999999988423,2407.999999997212,1178.0,100.0,0.9999999999974928,2407.999999993963,1178.0,97.0,nonessential
1918,HNEAP_RS09600,HNEAP_RS09600,1,NC_013422.1,2064780,2065127,-,,DUF3301 domain-containing protein,0.5172,6,0.8993108289024276,2165.5404759970456,347.0,18.0,0.9190798263433517,2213.144221834791,347.0,18.0,nonessential
1919,HNEAP_RS09605,HNEAP_RS09605,1,NC_013422.1,2065342,2065557,+,,30S ribosomal protein S21,0.537,3,0.0016353488112131602,3.93791993740129,215.0,1.0,0.0020757678703539296,4.998449031812262,215.0,1.0,nonessential
1920,HNEAP_RS09610,HNEAP_RS09610,1,NC_013422.1,2065593,2066042,+,,hypothetical protein,0.58,9,0.66890666264782,1610.7272436559504,449.0,19.0,0.7156732462068671,1723.341176866136,449.0,19.0,nonessential
1921,HNEAP_RS09615,HNEAP_RS09615,1,NC_013422.1,2066164,2067573,+,,glutamate synthase subunit beta,0.5652,26,1.6544700727006148e-25,3.9839639350630803e-22,1409.0,0.0,9.51769415914002e-25,2.2918607535209166e-21,1409.0,0.0,essential
1922,HNEAP_RS09620,HNEAP_RS09620,1,NC_013422.1,2067754,2068851,+,,uroporphyrinogen decarboxylase,0.5856,21,4.590146322908905e-12,1.1053072345564643e-08,1097.0,7.0,1.4430959622223964e-11,3.4749750770315304e-08,1097.0,7.0,essential
1923,HNEAP_RS09625,HNEAP_RS09625,1,NC_013422.1,2068885,2069487,-,,hypothetical protein,0.5406,12,0.8328679777133722,2005.5460903338003,602.0,28.0,0.8690314721451957,2092.627784925631,602.0,28.0,nonessential
1924,HNEAP_RS09630,HNEAP_RS09630,1,NC_013422.1,2069506,2071878,-,,penicillin-binding protein 1A,0.5192,61,0.9934594431675456,2392.2503391474497,2372.0,118.0,0.9937646688522271,2392.985322596163,2372.0,115.0,nonessential
1925,HNEAP_RS09635,HNEAP_RS09635,1,NC_013422.1,2072022,2073119,+,,pilus assembly protein PilM,0.5046,29,0.9739395849023649,2345.2465204448945,1097.0,56.0,0.9691659451375696,2333.7515958912677,1097.0,54.0,nonessential
1926,HNEAP_RS09640,HNEAP_RS09640,1,NC_013422.1,2073116,2073706,+,,fimbrial assembly family protein,0.467,15,0.06641925733701849,159.93757166754054,590.0,16.0,0.08684791844738639,209.12978762130643,590.0,16.0,nonessential
1927,HNEAP_RS09645,HNEAP_RS09645,1,NC_013422.1,2073710,2074324,+,,pilus assembly protein PilO,0.4732,13,0.8551079005429387,2059.0998245073965,614.0,29.0,0.8881589445578614,2138.6867384953302,614.0,29.0,nonessential
1928,HNEAP_RS09650,HNEAP_RS09650,1,NC_013422.1,2074321,2074872,+,,pilus assembly protein PilP,0.5036,12,0.17067551762216632,410.98664643417646,551.0,17.0,0.20864780563835336,502.4239159771549,551.0,17.0,nonessential
1929,HNEAP_RS09655,HNEAP_RS09655,1,NC_013422.1,2074892,2077081,+,,type IV pilus secretin PilQ,0.5041,55,0.010540393628934254,25.381267858473684,2189.0,66.0,0.011609709688499508,27.956180929906818,2189.0,64.0,nonessential
1930,HNEAP_RS09660,HNEAP_RS09660,1,NC_013422.1,2077153,2077656,+,,shikimate kinase AroK,0.5179,16,3.101096337920098e-08,7.467439981711595e-05,503.0,1.0,5.6186121186015694e-08,0.0001352961798159258,503.0,1.0,essential
1931,HNEAP_RS09665,HNEAP_RS09665,1,NC_013422.1,2077867,2078904,+,,IS5/IS1182 family transposase,0.5645,14,5.772382101561005e-19,1.3899896100558902e-15,1037.0,0.0,2.0922256911346512e-18,5.0380794642522404e-15,1037.0,0.0,essential
1932,HNEAP_RS09670,HNEAP_RS09670,1,NC_013422.1,2079276,2080307,-,,RNA polymerase sigma factor RpoS,0.5048,17,0.667122947668121,1606.4320579848352,1031.0,43.0,0.6825173847988016,1643.5018625955142,1031.0,42.0,nonessential
1933,HNEAP_RS09675,HNEAP_RS09675,1,NC_013422.1,2080688,2081911,+,,hypothetical protein,0.5547,23,0.9999974172687937,2407.9937807832553,1223.0,82.0,0.9999972689869403,2407.993423720552,1223.0,80.0,nonessential
1934,HNEAP_RS09680,HNEAP_RS09680,1,NC_013422.1,2081916,2083031,+,,phosphoserine transaminase,0.5358,20,0.79203552667894,1907.2215482428874,1115.0,49.0,0.809099263742407,1948.3110270917161,1115.0,48.0,nonessential
1935,HNEAP_RS09685,HNEAP_RS09685,1,NC_013422.1,2083085,2083558,+,,NUDIX hydrolase,0.519,11,0.008995292939434192,21.660665398157533,473.0,9.0,0.005530119212837097,13.31652706451173,473.0,8.0,nonessential
1936,HNEAP_RS09690,HNEAP_RS09690,1,NC_013422.1,2083555,2084688,+,,tRNA 2-thiouridine(34) synthase MnmA,0.5582,25,1.352165897332434e-17,3.256015480776501e-14,1133.0,2.0,5.1887349792158466e-17,1.2494473829951757e-13,1133.0,2.0,essential
1937,HNEAP_RS09695,HNEAP_RS09695,1,NC_013422.1,2084724,2085353,+,,DUF489 domain-containing protein,0.5381,13,1.9147610580710627e-07,0.0004610744627835119,629.0,4.0,3.702329850260105e-07,0.0008915210279426333,629.0,4.0,essential
1938,HNEAP_RS09700,HNEAP_RS09700,1,NC_013422.1,2085404,2085727,-,,DUF2818 domain-containing protein,0.5093,8,2.085021780312084e-06,0.0050207324469914985,323.0,0.0,3.1138973824808796e-06,0.007498264897013958,323.0,0.0,essential
1939,HNEAP_RS09705,HNEAP_RS09705,1,NC_013422.1,2085805,2087250,-,,NADH-quinone oxidoreductase subunit NuoN,0.5491,36,3.850301793565278e-26,9.27152671890519e-23,1445.0,0.0,2.316233714270568e-25,5.577490783963528e-22,1445.0,0.0,essential
1940,HNEAP_RS09710,HNEAP_RS09710,1,NC_013422.1,2087259,2088782,-,,NADH-quinone oxidoreductase subunit M,0.5459,33,1.635456985265991e-27,3.9381804205205066e-24,1523.0,0.0,1.0839071597179861e-26,2.6100484406009105e-23,1523.0,0.0,essential
1941,HNEAP_RS09715,HNEAP_RS09715,1,NC_013422.1,2088808,2090766,-,,NADH-quinone oxidoreductase subunit L,0.5411,43,3.655154325949316e-35,8.801611616885952e-32,1958.0,0.0,4.157707265242395e-34,1.0011759094703687e-30,1958.0,0.0,essential
1942,HNEAP_RS09720,HNEAP_RS09720,1,NC_013422.1,2090770,2091075,-,,NADH-quinone oxidoreductase subunit NuoK,0.4902,7,5.8803149132782545e-05,0.14159798311174038,305.0,1.0,8.339102767618022e-05,0.20080559464424197,305.0,1.0,nonessential
1943,HNEAP_RS09725,HNEAP_RS09725,1,NC_013422.1,2091068,2091727,-,,NADH:ubiquinone oxidoreductase subunit J,0.5318,10,2.567902821241334e-12,6.183509993549132e-09,659.0,0.0,5.820722261760298e-12,1.4016299206318799e-08,659.0,0.0,essential
1944,HNEAP_RS09730,HNEAP_RS09730,1,NC_013422.1,2091793,2092281,-,,NADH-quinone oxidoreductase subunit NuoI,0.5276,13,2.6128126430735537e-09,6.291652844521117e-06,488.0,0.0,4.789457980023041e-09,1.1533014815895482e-05,488.0,0.0,essential
1945,HNEAP_RS09735,HNEAP_RS09735,1,NC_013422.1,2092353,2093411,-,,NADH-quinone oxidoreductase subunit NuoH,0.5326,23,2.46609226307837e-19,5.938350169492716e-16,1058.0,0.0,9.174619609513388e-19,2.209248401970824e-15,1058.0,0.0,essential
