,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
2042,HNEAP_RS10580,WP_012824975.1,502587235.0,2282239,2283072,833.0,-,glycosyltransferase family 2 protein,0.5576,15,0.05921975890006476,142.60117943135594,24.0,0.05613307174453971,135.16843676085162,23.0,nonessential
2043,HNEAP_RS10585,WP_012824976.1,502587236.0,2283069,2283839,770.0,-,polysaccharide deacetylase,0.5707,13,0.982647671975757,2366.215594117623,42.0,0.9748473892310282,2347.432513268316,40.0,nonessential
2044,HNEAP_RS10590,WP_012824977.1,502587237.0,2283876,2284514,638.0,-,hypothetical protein,0.5759,12,0.8042377665616115,1936.6045418803606,29.0,0.5885665263106503,1417.268195356046,25.0,nonessential
2045,HNEAP_RS10595,WP_012824978.1,502587238.0,2284529,2285623,1094.0,-,glycosyltransferase family 1 protein,0.5571,25,0.9999991738876697,2407.9980107215088,77.0,0.99999949313431,2407.9987794674184,76.0,nonessential
2046,HNEAP_RS10600,WP_012824979.1,502587239.0,2285627,2286790,1163.0,-,glycosyl transferase,0.579,22,8.284711320761967e-15,1.9949584860394814e-11,5.0,2.664641313386716e-16,6.416456282635212e-13,3.0,essential
2047,HNEAP_RS10605,WP_012824980.1,502587240.0,2286881,2287552,671.0,+,hypothetical protein,0.5164,22,0.00016767167814224466,0.4037534009665251,10.0,9.420314608792288e-06,0.02268411757797183,7.0,ambiguous
2048,HNEAP_RS10610,WP_012824981.1,502587241.0,2287549,2288553,1004.0,+,hypothetical protein,0.5552,22,1.982493595123329e-15,4.7738445770569764e-12,2.0,6.482619273469875e-15,1.561014721051546e-11,2.0,essential
2049,HNEAP_RS10615,WP_012824983.1,502587243.0,2288804,2289016,212.0,-,zinc-finger domain-containing protein,0.5211,6,0.5338113940228146,1285.4178368069377,8.0,0.5696579020279979,1371.736228083419,8.0,nonessential
2050,HNEAP_RS10620,WP_012824984.1,502587244.0,2289013,2289948,935.0,-,branched-chain amino acid transaminase,0.5256,30,3.591866165911869e-17,8.649213727515781e-14,0.0,1.1470043596338668e-16,2.761986497998351e-13,0.0,essential
2051,HNEAP_RS10625,WP_041601064.1,753845447.0,2290391,2290591,200.0,-,thiamine biosynthesis protein ThiS,0.5124,2,0.00030368365774538367,0.7312702478508839,0.0,0.00038929721614338323,0.9374276964732668,0.0,ambiguous
2052,HNEAP_RS10630,WP_041601065.1,753845448.0,2290632,2290925,293.0,-,hypothetical protein,0.4626,9,0.008831019499057104,21.265094953729506,4.0,0.011329073236158687,27.28040835267012,4.0,nonessential
2053,HNEAP_RS10660,WP_012824987.1,502587247.0,2296872,2298080,1208.0,-,tyrosine--tRNA ligase,0.5343,27,5.673164634738108e-22,1.3660980440449364e-18,0.0,2.5427229360420662e-21,6.122876829989296e-18,0.0,essential
2054,HNEAP_RS10665,WP_041600438.1,753844821.0,2298152,2299639,1487.0,+,hypothetical protein,0.5403,36,3.992973895069717e-17,9.615081139327879e-14,8.0,1.9719134904978241e-16,4.748367685118761e-13,8.0,essential
2055,HNEAP_RS10670,WP_012824989.1,502587249.0,2299645,2300820,1175.0,+,anhydro-N-acetylmuramic acid kinase,0.5587,21,0.9581724498725998,2307.27925929322,58.0,0.9524652344724845,2293.536284609743,56.0,nonessential
2056,HNEAP_RS10675,WP_012824990.1,502587250.0,2300840,2302009,1169.0,-,citrate synthase,0.5726,21,3.8425829720109864e-13,9.252939796602456e-10,7.0,1.9375838533033557e-13,4.665701918754481e-10,6.0,essential
2057,HNEAP_RS10680,WP_012824991.1,502587251.0,2302019,2302381,362.0,-,iron-sulfur cluster insertion protein ErpA,0.5041,11,0.5307949928465334,1278.1543427744525,14.0,0.46936093744315965,1130.2211373631285,13.0,nonessential
2058,HNEAP_RS10685,WP_012824992.1,502587252.0,2302476,2303510,1034.0,-,N-acetyl-gamma-glutamyl-phosphate reductase,0.572,23,2.142649428291823e-10,5.15949982332671e-07,8.0,1.14245803859342e-10,2.7510389569329553e-07,7.0,essential
2059,HNEAP_RS10690,WP_012824993.1,502587253.0,2303625,2305439,1814.0,+,Cl- channel voltage-gated family protein,0.5559,39,0.9999999999999999,2407.9999999999995,156.0,0.9999999999999999,2407.9999999999995,154.0,nonessential
2060,HNEAP_RS10695,WP_012824994.1,502587254.0,2305490,2306008,518.0,+,TlpA family protein disulfide reductase,0.5645,10,0.0012453247176560018,2.9987419201156524,8.0,0.00455808457008704,10.975867644769592,9.0,nonessential
2061,HNEAP_RS10700,WP_012824995.1,502587255.0,2306116,2306898,782.0,+,type I methionyl aminopeptidase,0.5696,17,5.874374385811121e-13,1.414549352103318e-09,1.0,1.5042414835082508e-12,3.622213492287868e-09,1.0,essential
2062,HNEAP_RS10705,WP_041600439.1,753844822.0,2306895,2309501,2606.0,+,[protein-PII] uridylyltransferase,0.5811,43,0.9999999884331632,2407.9999721470567,163.0,0.9999979274838725,2407.995009381165,148.0,nonessential
2063,HNEAP_RS10710,WP_012824997.1,502587257.0,2309498,2310166,668.0,+,pseudouridine synthase,0.6069,9,0.992527813540736,2390.0069750060925,39.0,0.997273373638906,2401.434283722486,40.0,nonessential
2064,HNEAP_RS10715,WP_012824998.1,502587258.0,2310176,2310880,704.0,-,DNA-binding response regulator,0.6028,9,0.9959060739493831,2398.141826070115,42.0,0.9959827689554018,2398.326507644608,41.0,nonessential
2065,HNEAP_RS10720,WP_012824999.1,502587259.0,2310885,2311988,1103.0,-,signal transduction histidine kinase LytS,0.5743,21,0.9999999999999994,2407.9999999999986,104.0,0.9999999999999994,2407.9999999999986,102.0,nonessential
2066,HNEAP_RS10725,WP_012825000.1,502587260.0,2312120,2313547,1427.0,+,argininosuccinate lyase,0.6015,20,7.981358962181348e-26,1.9219112380932685e-22,0.0,4.695232059602185e-25,1.1306118799522062e-21,0.0,essential
2067,HNEAP_RS12375,WP_049772532.1,908628499.0,2313614,2313835,221.0,-,hypothetical protein,0.5405,3,0.9924527662493673,2389.8262611284763,16.0,0.997536194561099,2402.067156503126,17.0,nonessential
2068,HNEAP_RS12380,WP_049772533.1,908628500.0,2313857,2314264,407.0,-,hypothetical protein,0.5956,3,0.2571648849551635,619.2530429720337,13.0,0.21086702854657283,507.76780474014737,12.0,nonessential
2069,HNEAP_RS10735,WP_012825001.1,502587261.0,2314369,2315046,677.0,+,pyridoxamine 5'-phosphate oxidase,0.5959,9,5.022477864266455e-09,1.2094126697153623e-05,3.0,7.462685416453384e-08,0.0001797014648281975,4.0,essential
2070,HNEAP_RS10740,WP_012825002.1,502587262.0,2315043,2315741,698.0,+,uracil-DNA glycosylase,0.5637,14,0.99999822071484,2407.9957154813346,54.0,0.9999930954926624,2407.983373946331,51.0,nonessential
2071,HNEAP_RS10745,WP_012825003.1,502587263.0,2315749,2316420,671.0,-,JAB domain-containing protein,0.5908,14,0.9999777820915137,2407.946499276365,49.0,0.999918331499733,2407.803342251357,46.0,nonessential
2072,HNEAP_RS10750,WP_012825004.1,502587264.0,2316572,2316802,230.0,-,hypothetical protein,0.5584,3,0.7942012703599272,1912.4366590267045,11.0,0.7258239823660383,1747.7841495374203,10.0,nonessential
2073,HNEAP_RS10755,WP_012825005.1,502587265.0,2317109,2317549,440.0,+,TonB-system energizer ExbB,0.5624,10,0.6134072016042202,1477.0845414629623,18.0,0.5701292586898399,1372.8712549251345,17.0,nonessential
2074,HNEAP_RS10760,WP_012825006.1,502587266.0,2317557,2317952,395.0,+,TonB system transport protein ExbD,0.5707,5,0.8385656746603589,2019.2661445821443,19.0,0.8678341124863718,2089.744542867183,19.0,nonessential
2075,HNEAP_RS10765,WP_012825007.1,502587268.0,2317949,2318782,833.0,+,energy transducer TonB,0.5791,10,0.9886242362576361,2380.607160908388,46.0,0.9762948837639465,2350.918080103583,43.0,nonessential
2076,HNEAP_RS10770,WP_012825008.1,502587269.0,2318767,2319369,602.0,-,thioredoxin family protein,0.5224,8,0.7785691412777114,1874.794492196729,27.0,0.7646157387713957,1841.1946989615208,26.0,nonessential
2077,HNEAP_RS10775,WP_012825009.1,502587270.0,2319503,2320462,959.0,+,hydroxymethylbilane synthase,0.6125,14,1.540356267603542e-12,3.709177892389329e-09,4.0,4.478289743050054e-12,1.0783721701264529e-08,4.0,essential
2078,HNEAP_RS10780,WP_012825010.1,502587271.0,2320524,2321294,770.0,+,uroporphyrinogen-III synthase,0.6096,12,2.325305196243995e-07,0.000559933491255554,7.0,4.884344977861502e-07,0.0011761502706690496,7.0,essential
2079,HNEAP_RS10785,WP_012825011.1,502587272.0,2321298,2322530,1232.0,+,hypothetical protein,0.5904,12,0.3707596494537871,892.7892358847193,46.0,0.4543529094746219,1094.0818060148895,46.0,nonessential
2080,HNEAP_RS10790,WP_012825012.1,502587273.0,2322527,2323729,1202.0,+,heme biosynthesis protein HemY,0.5786,17,0.9670415858841727,2328.6361388090877,60.0,0.9501342866891006,2287.923362347354,57.0,nonessential
2081,HNEAP_RS12385,WP_012825013.1,502587274.0,2323808,2325190,1382.0,-,GGDEF domain-containing protein,0.5517,25,0.000844004253649584,2.032362242788198,33.0,0.0028394392931316557,6.837369817861027,34.0,nonessential
2082,HNEAP_RS10800,WP_081441154.1,1174219973.0,2325209,2326090,881.0,-,hypothetical protein,0.542,23,0.9458886167782649,2277.6997892020618,44.0,0.9297869777415277,2238.927042401599,42.0,nonessential
2083,HNEAP_RS10805,WP_012825015.1,502587276.0,2326097,2326798,701.0,-,DSBA oxidoreductase,0.5342,18,0.0011995881367158595,2.8886082332117895,13.0,0.0019389106328360573,4.668896803869226,13.0,nonessential
2084,HNEAP_RS10810,WP_012825016.1,502587277.0,2326968,2328185,1217.0,-,c-type cytochrome biogenesis protein CcsB,0.5632,32,3.9403459293096605e-22,9.488352997777662e-19,0.0,1.7859187584777802e-21,4.300492370414495e-18,0.0,essential
2085,HNEAP_RS10815,WP_012825017.1,502587278.0,2328259,2330361,2102.0,-,cytochrome c biogenesis protein ResB,0.5064,56,9.366514510371885e-27,2.25545669409755e-23,8.0,9.912927389471935e-26,2.387032915384842e-22,8.0,essential
2086,HNEAP_RS10820,WP_012825018.1,502587279.0,2330561,2331226,665.0,-,cytochrome c4,0.5495,15,0.8449439240115162,2034.624969019731,31.0,0.7877135483774262,1896.8142244928424,29.0,nonessential
2087,HNEAP_RS10825,WP_012825019.1,502587280.0,2331521,2332204,683.0,+,YihA family ribosome biogenesis GTP-binding protein,0.5614,14,4.1489720832825337e-10,9.99072477654434e-07,2.0,9.113407221144781e-10,2.1945084588516636e-06,2.0,essential
2088,HNEAP_RS10830,WP_012825020.1,502587281.0,2332383,2335010,2627.0,+,sensor domain-containing diguanylate cyclase,0.5571,46,0.999999999988741,2407.9999999728884,177.0,0.9999999999893426,2407.9999999743372,173.0,nonessential
2089,HNEAP_RS10835,WP_012825021.1,502587282.0,2335047,2335967,920.0,-,LysR family transcriptional regulator,0.5798,16,5.018527082167321e-14,1.208461321385891e-10,2.0,1.4786841949237754e-13,3.560671541376451e-10,2.0,essential
2090,HNEAP_RS10840,WP_012825022.1,502587283.0,2335990,2337363,1373.0,-,glutathione-disulfide reductase,0.6194,25,4.673078808960375e-08,0.00011252773771976584,20.0,1.2892642030943435e-10,3.104548201051179e-07,14.0,essential
2091,HNEAP_RS10845,WP_012825023.1,502587284.0,2337532,2338269,737.0,-,glutathione amide-dependent peroxidase,0.5501,9,0.603735355187548,1453.7947352916156,30.0,0.2333155619835476,561.8238732563826,24.0,nonessential
2092,HNEAP_RS10850,WP_012825024.1,502587285.0,2338430,2339722,1292.0,-,diaminopimelate decarboxylase,0.5855,24,5.242257321584344e-15,1.26233556303751e-11,7.0,2.097716880044218e-14,5.051302247146477e-11,7.0,essential
2093,HNEAP_RS12580,WP_081441155.1,1174219974.0,2339724,2339885,161.0,-,hypothetical protein,0.5309,5,0.01127806004526001,27.157568588986106,1.0,0.01339962216903979,32.266290183047815,1.0,nonessential
2094,HNEAP_RS10855,WP_012825025.1,502587286.0,2340181,2342373,2192.0,-,catalase/peroxidase HPI,0.5878,34,0.9999993501833887,2407.9984352416,134.0,0.9999996476097586,2407.9991514442986,132.0,nonessential
2095,HNEAP_RS10860,WP_081441156.1,1174219975.0,2342484,2343788,1304.0,-,hypothetical protein,0.6084,13,0.9999948207644762,2407.9875284008585,85.0,0.9999844238267792,2407.9624925748844,81.0,nonessential
2096,HNEAP_RS10865,WP_081441157.1,1174219976.0,2343792,2344787,995.0,+,hypothetical protein,0.5612,17,0.9999999999999984,2407.9999999999964,96.0,0.9999999999999688,2407.999999999925,91.0,nonessential
2097,HNEAP_RS10870,WP_041600440.1,753844823.0,2345447,2345668,221.0,+,hypothetical protein,0.5135,4,0.8961838614519541,2158.010738376305,12.0,0.9127837960506995,2197.9833808900844,12.0,nonessential
2098,HNEAP_RS10875,WP_012825029.1,502587290.0,2345713,2346816,1103.0,+,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,0.5969,16,0.98998774036726,2383.890478804362,59.0,0.9944888858800618,2394.729237199189,59.0,nonessential
2099,HNEAP_RS10880,WP_012825030.1,502587291.0,2346806,2347930,1124.0,+,tRNA guanosine(34) transglycosylase Tgt,0.5724,19,0.9999766101749742,2407.9436773013376,73.0,0.9999726799622803,2407.934213349171,71.0,nonessential
2100,HNEAP_RS10885,WP_012825031.1,502587292.0,2348073,2348414,341.0,+,preprotein translocase subunit YajC,0.5497,3,0.01720107584836497,41.42019064286285,6.0,0.00889108901648212,21.409742351688948,5.0,nonessential
2101,HNEAP_RS10890,WP_012825032.1,502587293.0,2348588,2350450,1862.0,+,protein translocase subunit SecD,0.5813,30,1.7837888125701316e-33,4.295363460668877e-30,0.0,1.8010214501476448e-32,4.336859651955529e-29,0.0,essential
2102,HNEAP_RS10895,WP_012825033.1,502587294.0,2350475,2351413,938.0,+,protein translocase subunit SecF,0.558,14,1.2649496012888844e-15,3.0459986399036335e-12,1.0,3.930897457857337e-15,9.465601078520466e-12,1.0,essential
2103,HNEAP_RS10900,WP_012825034.1,502587295.0,2351501,2352280,779.0,-,inositol monophosphatase,0.5705,18,1.0965303357381697e-11,2.6404450484575125e-08,2.0,2.7127621621453638e-11,6.532331286446036e-08,2.0,essential
2104,HNEAP_RS10905,WP_012825035.1,502587296.0,2352401,2353216,815.0,+,TrmH family RNA methyltransferase,0.598,12,0.999999999518517,2407.999998840589,71.0,0.9999999992269188,2407.999998138421,69.0,nonessential
2105,HNEAP_RS10910,WP_012825036.1,502587297.0,2353213,2354055,842.0,+,serine O-acetyltransferase,0.6228,10,7.583722216922852e-10,1.8261603098350228e-06,5.0,1.8500797835574504e-09,4.454992118806341e-06,5.0,essential
2106,HNEAP_RS10915,WP_012825037.1,502587298.0,2354338,2354841,503.0,+,transcriptional regulator,0.5893,3,0.9999999999765062,2407.999999943427,54.0,0.9999999999767379,2407.999999943985,53.0,nonessential
2107,HNEAP_RS10920,WP_012825038.1,502587299.0,2354978,2355406,428.0,+,nucleoside-diphosphate kinase,0.5594,6,0.0017888736642772257,4.307607783579559,6.0,0.0008364137176925557,2.014084232203674,5.0,nonessential
2108,HNEAP_RS10925,WP_081441158.1,1174219977.0,2355348,2356607,1259.0,+,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,0.5794,21,0.061337797916651816,147.70141738329758,39.0,0.0913990394008425,220.08888687722873,39.0,nonessential
2109,HNEAP_RS10930,WP_012825040.1,502587301.0,2356607,2357437,830.0,+,type IV pilus biogenesis/stability protein PilW,0.5656,19,0.009566152133221938,23.035294336798426,20.0,0.024355704478120493,58.648536383314145,21.0,nonessential
2110,HNEAP_RS10935,WP_081441159.1,1174219978.0,2357413,2358579,1166.0,+,DUF4115 domain-containing protein,0.5861,19,4.84975210856015e-07,0.001167820307741284,17.0,1.2222661796650995e-06,0.00294321696063356,17.0,essential
2111,HNEAP_RS10940,WP_012825042.1,502587303.0,2358576,2359679,1103.0,+,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,0.5978,15,4.323669365224912e-17,1.0411395831461588e-13,2.0,1.5985317712734775e-16,3.8492645052265337e-13,2.0,essential
2112,HNEAP_RS10945,WP_012825043.1,502587304.0,2359716,2361008,1292.0,+,histidine--tRNA ligase,0.6118,14,2.795005906993724e-20,6.730374224040887e-17,2.0,1.3064392438161062e-19,3.1459056991091837e-16,2.0,essential
2113,HNEAP_RS10950,WP_012825044.1,502587305.0,2361096,2361761,665.0,+,hypothetical protein,0.5856,10,0.010572994875025553,25.45977165906153,15.0,0.008289653694184097,19.961486095595305,14.0,nonessential
2114,HNEAP_RS10955,WP_012825045.1,502587306.0,2361764,2362921,1157.0,+,outer membrane protein assembly factor BamB,0.5872,23,2.184656112865208e-19,5.260651919779421e-16,1.0,8.909284587146872e-19,2.1453557285849667e-15,1.0,essential
2115,HNEAP_RS10960,WP_012825046.1,502587308.0,2363000,2364373,1373.0,+,hypothetical protein,0.5946,18,0.9999986773376515,2407.9968150290647,91.0,0.9999987704583663,2407.997039263746,89.0,nonessential
2116,HNEAP_RS10965,WP_012825047.1,502587309.0,2364493,2365680,1187.0,+,amidohydrolase,0.6389,16,0.9933233383118583,2391.9225986549545,64.0,0.9923975904572989,2389.693397821176,62.0,nonessential
2117,HNEAP_RS10970,WP_012825048.1,502587310.0,2365922,2367220,1298.0,+,aspartate aminotransferase family protein,0.5828,19,0.9999777693648515,2407.9464686305623,82.0,0.9999867460427603,2407.968084470967,81.0,nonessential
2118,HNEAP_RS10975,WP_012825049.1,502587311.0,2367217,2368515,1298.0,+,aminopeptidase P family protein,0.5874,17,0.9640371133629863,2321.401368978071,64.0,0.9611068671019216,2314.345335981427,62.0,nonessential
2119,HNEAP_RS10980,WP_012825050.1,502587312.0,2368512,2369882,1370.0,+,succinate-semialdehyde dehydrogenase,0.6098,17,0.9981980048959092,2403.6607957893493,76.0,0.9991924192077657,2406.0553454522997,76.0,nonessential
2120,HNEAP_RS10985,WP_012825051.1,502587313.0,2370083,2371786,1703.0,+,ribosome biogenesis GTPase Der,0.6068,19,1.205091711402058e-24,2.901860841056156e-21,4.0,8.812130340715321e-24,2.1219609860442495e-20,4.0,essential
2121,HNEAP_RS10990,WP_012825052.1,502587314.0,2371798,2372664,866.0,-,ABC transporter ATP-binding protein,0.5075,25,0.45019328978150663,1084.0654417938679,33.0,0.3821536321994722,920.225946336329,31.0,nonessential
2122,HNEAP_RS10995,WP_012825053.1,502587315.0,2372669,2373511,842.0,-,nitrate ABC transporter  permease protein,0.5302,26,0.7684735201153036,1850.484236437651,37.0,0.7718946735951898,1858.7223740172171,36.0,nonessential
2123,HNEAP_RS11000,WP_012825054.1,502587316.0,2373514,2374887,1373.0,-,nitrate ABC transporter substrate-binding protein,0.5109,47,0.9997727402189756,2407.452758447293,81.0,0.9996421986600093,2407.138414373302,78.0,nonessential
2124,HNEAP_RS11005,WP_012825055.1,502587317.0,2375195,2376814,1619.0,+,sigma-54-dependent Fis family transcriptional regulator,0.5463,43,0.99529767508042,2396.6768015936514,85.0,0.9883662682646053,2379.9859739811695,80.0,nonessential
2125,HNEAP_RS11010,WP_081441160.1,1174219979.0,2376838,2377326,488.0,-,hypothetical protein,0.5378,9,0.8321148937095144,2003.7326640525107,23.0,0.8651447219154881,2083.2684903724953,23.0,nonessential
2126,HNEAP_RS11015,WP_012825057.1,502587319.0,2377439,2378296,857.0,-,sulfurtransferase,0.542,29,0.9992632723270553,2406.225959763549,53.0,0.9928097570270651,2390.685894921173,47.0,nonessential
2127,HNEAP_RS11020,WP_081441161.1,1174219980.0,2378357,2379850,1493.0,-,hypothetical protein,0.5636,27,0.9999974229390455,2407.9937944372214,96.0,0.9999987258096338,2407.996931749598,95.0,nonessential
2128,HNEAP_RS11025,WP_012825059.1,502587321.0,2379831,2380967,1136.0,-,acyl-CoA dehydrogenase,0.5303,31,0.9999994836629874,2407.9987566604736,80.0,0.9999989000891845,2407.9973514147564,77.0,nonessential
2129,HNEAP_RS11030,WP_012825060.1,502587322.0,2381023,2381502,479.0,-,peroxiredoxin,0.5667,5,0.9999999991010754,2407.9999978353894,49.0,0.9999999990382225,2407.9999976840395,48.0,nonessential
2130,HNEAP_RS11035,WP_012825061.1,502587323.0,2381763,2383055,1292.0,+,IS110 family transposase,0.5754,22,1.5068008946288715e-09,3.6283765542663225e-06,15.0,1.3451253046121718e-09,3.23906173350611e-06,14.0,essential
2131,HNEAP_RS11040,WP_012825062.1,502587324.0,2383653,2384096,443.0,+,cyanase,0.5248,7,0.31621706063592453,761.4506820113063,15.0,0.3629832111156175,874.0635723664069,15.0,nonessential
2132,HNEAP_RS11045,WP_081441162.1,1174219981.0,2384320,2385099,779.0,-,hypothetical protein,0.6154,5,0.9999999373238296,2407.9998490757816,63.0,0.9999999523672597,2407.9998853003613,62.0,nonessential
2133,HNEAP_RS11050,WP_012825064.1,502587326.0,2385048,2387189,2141.0,-,hypothetical protein,0.627,23,0.9996936604630331,2407.2623343949836,117.0,0.9995577733365432,2406.9351181943957,113.0,nonessential
2134,HNEAP_RS11060,WP_012825065.1,502587327.0,2388124,2389149,1025.0,+,2OG-Fe(II) oxygenase,0.5906,24,0.999999984791762,2407.999963378563,79.0,0.9999999911109347,2407.999978595131,78.0,nonessential
2135,HNEAP_RS11065,WP_012825066.1,502587328.0,2389146,2390078,932.0,+,hypothetical protein,0.6152,18,0.9999999999999999,2407.9999999999995,105.0,0.9999999999999999,2407.9999999999995,101.0,nonessential
2136,HNEAP_RS11070,WP_012825067.1,502587329.0,2390123,2392504,2381.0,+,TonB-denpendent receptor,0.5793,52,0.9999999999999999,2407.9999999999995,206.0,0.9999999999999999,2407.9999999999995,197.0,nonessential
2137,HNEAP_RS11075,WP_012825068.1,502587330.0,2392769,2395312,2543.0,+,diguanylate cyclase,0.568,44,0.9999999999998732,2407.999999999695,180.0,0.9999999999999908,2407.9999999999777,180.0,nonessential
2138,HNEAP_RS11080,WP_012825069.1,502587331.0,2395582,2396145,563.0,-,DUF2058 domain-containing protein,0.5337,7,0.9556602131236136,2301.2297932016613,30.0,0.951549116777744,2291.3302732008074,29.0,nonessential
2139,HNEAP_RS11085,WP_012825070.1,502587332.0,2396208,2396753,545.0,-,DUF1415 domain-containing protein,0.5348,12,0.9958209066580574,2397.936743232602,34.0,0.9953865979620089,2396.8909278925175,33.0,nonessential
2140,HNEAP_RS11090,WP_012825071.1,502587333.0,2396921,2397997,1076.0,+,linear amide C-N hydrolase,0.5701,22,0.9122782989079437,2196.766143770328,51.0,0.9564767981326311,2303.1961299033755,52.0,nonessential
2141,HNEAP_RS11095,WP_012825072.1,502587334.0,2398129,2398527,398.0,+,hypothetical protein,0.5213,10,0.3832539424906445,922.8754935174719,14.0,0.4305399497699239,1036.7401990459766,14.0,nonessential
2142,HNEAP_RS11100,WP_012825073.1,502587335.0,2398517,2399242,725.0,-,sulfate transporter CysZ,0.551,13,0.011432027572149875,27.5283223937369,17.0,0.004998848194024834,12.037226451211799,15.0,nonessential
2143,HNEAP_RS12390,WP_012825074.1,502587336.0,2399265,2399891,626.0,-,hypothetical protein,0.5534,15,0.988235085723956,2379.670086423286,36.0,0.9333258626789209,2247.4486773308417,31.0,nonessential
2144,HNEAP_RS11110,WP_012825075.1,502587337.0,2399906,2400850,944.0,-,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0.5735,12,1.4151612670058436e-10,3.4077083309500714e-07,6.0,3.7977401961443565e-10,9.144958392315611e-07,6.0,essential
2145,HNEAP_RS11115,WP_012825076.1,502587338.0,2400847,2401344,497.0,-,FKBP-type peptidylprolyl isomerase,0.5924,5,0.862689034977286,2077.3551962253046,24.0,0.7180201593859794,1728.9925438014384,21.0,nonessential
2146,HNEAP_RS11120,WP_012825077.1,502587339.0,2401341,2401910,569.0,-,lipoprotein signal peptidase,0.5825,9,2.953807603501601e-08,7.112768709231855e-05,2.0,5.634303158949265e-08,0.0001356740200674983,2.0,essential
2147,HNEAP_RS11125,WP_041600444.1,753844827.0,2401907,2404723,2816.0,-,isoleucine--tRNA ligase,0.612,33,2.0443085536761667e-46,4.922694997252209e-43,2.0,1.1145122614289898e-46,2.6837455255210074e-43,1.0,essential
2148,HNEAP_RS11130,WP_081441163.1,1174219982.0,2404762,2405073,311.0,-,hypothetical protein,0.5577,4,0.9751823743405266,2348.239157411988,19.0,0.9662230001560818,2326.664984375845,18.0,nonessential
2149,HNEAP_RS11135,WP_012825079.1,502587341.0,2405072,2406226,1154.0,+,glycerate kinase,0.6234,12,0.9999999999999999,2407.9999999999995,136.0,0.9999999999999999,2407.9999999999995,134.0,nonessential
2150,HNEAP_RS11140,WP_012825080.1,502587342.0,2406223,2407002,779.0,-,glycosyltransferase family 2 protein,0.6064,6,0.9145214990158939,2202.1677696302722,38.0,0.9155407482616172,2204.6221218139744,37.0,nonessential
2151,HNEAP_RS11145,WP_012825081.1,502587343.0,2406999,2407787,788.0,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.597,8,0.7830995127699206,1885.7036267499689,35.0,0.664506453007291,1600.131538841557,32.0,nonessential
2152,HNEAP_RS11150,WP_012825082.1,502587344.0,2407787,2408908,1121.0,-,endoribonuclease L-PSP,0.598,20,0.9999999592806627,2407.9999019478355,83.0,0.9999999946749814,2407.9999871773553,84.0,nonessential
2153,HNEAP_RS11155,WP_012825083.1,502587345.0,2408980,2410314,1334.0,-,NAD(P)/FAD-dependent oxidoreductase,0.573,23,0.9999999998667627,2407.9999996791644,103.0,0.9999999980102832,2407.999995208762,97.0,nonessential
2154,HNEAP_RS11160,WP_012825084.1,502587346.0,2410531,2411259,728.0,+,inositol phosphorylceramide synthase,0.583,12,0.9999999998605649,2407.99999966424,67.0,0.9999999997420512,2407.9999993788592,65.0,nonessential
2155,HNEAP_RS11165,WP_041601094.1,753845477.0,2411330,2412523,1193.0,+,beta-ketoacyl-[acyl-carrier-protein] synthase II,0.6298,12,0.9999999999413024,2407.9999998586563,96.0,0.9999999999948728,2407.9999999876536,97.0,nonessential
2156,HNEAP_RS11170,WP_012825086.1,502587348.0,2412520,2413404,884.0,+,hypothetical protein,0.6316,14,0.9228711722011259,2222.273782660311,43.0,0.8313398678120458,2001.8664016914063,39.0,nonessential
2157,HNEAP_RS11175,WP_012825087.1,502587349.0,2413401,2414123,722.0,+,3-oxoacyl-ACP reductase FabG,0.6473,7,0.9900238320848915,2383.977387660419,41.0,0.9901945177056386,2384.388398635178,40.0,nonessential
2158,HNEAP_RS11180,WP_012825088.1,502587350.0,2414120,2414812,692.0,+,polysaccharide deacetylase family protein,0.6291,10,0.9999939427822127,2407.985414219568,52.0,0.9999945632698517,2407.986908353803,51.0,nonessential
2159,HNEAP_RS11185,WP_012825089.1,502587351.0,2414878,2415558,680.0,-,2OG-Fe(II) oxygenase,0.5932,12,0.8142051410684508,1960.6059796928294,31.0,0.8551838838552609,2059.282792323468,31.0,nonessential
2160,HNEAP_RS11190,WP_012825090.1,502587352.0,2415688,2416593,905.0,-,NAD-dependent epimerase/dehydratase,0.6325,11,0.9999821907629756,2407.957115357245,62.0,0.9999928432263897,2407.9827664891463,62.0,nonessential
2161,HNEAP_RS11195,WP_012825091.1,502587353.0,2416583,2418148,1565.0,-,murein biosynthesis integral membrane protein MurJ,0.5964,26,6.435916923885653e-25,1.5497687952716653e-21,2.0,4.22137654684442e-24,1.0165074724801362e-20,2.0,essential
