,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial_r1,pvalCorrected_r1,length_r1,inserts_r1,lg_r1,predictedInsertionRate_r1,pvalInitial_r2,pvalCorrected_r2,length_r2,inserts_r2,lg_r2,predictedInsertionRate_r2
273,HNEAP_RS05950,HNEAP_RS05950,1,NC_013422.1,1287874,1288359,-,,rRNA maturation RNase YbeY,0.5165,10,6.535618770776024e-07,5.821367042470959e-09,485,2,250.50249999999997,0.049887493148192706,1.123694680590866e-06,1.0820321814846658e-08,485,2,250.50249999999997,0.048565981514509075
274,HNEAP_RS05955,HNEAP_RS05955,1,NC_013422.1,1288356,1289342,-,,PhoH family protein,0.5491,18,4.4326799233659034e-05,6.720075789324443e-09,986,17,541.4126,0.05303624876606509,0.0004307761428345603,1.5578132193736164e-07,986,19,541.4126,0.051631327104776255
275,HNEAP_RS05970,HNEAP_RS05970,1,NC_013422.1,1291982,1293652,-,,ubiquinone biosynthesis regulatory protein kinase UbiB,0.5206,28,2.427886328159137e-25,4.544613621880715e-33,1670,3,869.4019999999999,0.05028350229031776,7.778596477085985e-26,1.4990967094865194e-33,1670,2,869.4019999999999,0.048951500438438385
276,HNEAP_RS05975,HNEAP_RS05975,1,NC_013422.1,1293649,1294398,-,,hypothetical protein,0.5267,15,1.8591120774156922e-08,1.0131354500889923e-11,749,5,394.4983,0.05087268662372333,6.526964967926188e-09,3.1999222735028686e-12,749,4,394.4983,0.04952507737404052
277,HNEAP_RS06000,HNEAP_RS06000,1,NC_013422.1,1299390,1300874,+,,Fe-S cluster assembly protein SufB,0.5407,39,3.1991718980270046e-22,2.543826071677385e-30,1484,3,802.3987999999999,0.05222491296268693,1.839353330554389e-21,2.0376371768169024e-29,1484,3,802.3987999999999,0.050841483455750354
278,HNEAP_RS06005,HNEAP_RS06005,1,NC_013422.1,1300915,1301673,+,,Fe-S cluster assembly ATPase SufC,0.5217,13,4.6599063434045397e-14,9.536936635042704e-18,758,0,395.44860000000006,0.05038974864552205,1.1944448981892997e-13,2.7657701099559443e-17,758,0,395.44860000000006,0.04905493234485846
279,HNEAP_RS06010,HNEAP_RS06010,1,NC_013422.1,1301670,1302950,+,,Fe-S cluster assembly protein SufD,0.5597,23,4.461509578950937e-20,3.501939258868239e-28,1280,2,716.4159999999999,0.054060077279851806,2.054573319351791e-19,2.295853033822893e-27,1280,2,716.4159999999999,0.052628034566642265
280,HNEAP_RS06015,HNEAP_RS06015,1,NC_013422.1,1302962,1304191,+,,cysteine desulfurase,0.565,27,0.032066414156175185,1.5560402865465407e-05,1229,36,694.385,0.05457199153674517,0.016457429064624357,4.9105781129271295e-06,1229,33,694.385,0.05312638829757528
281,HNEAP_RS06020,HNEAP_RS06020,1,NC_013422.1,1304200,1304745,+,,putative Fe-S cluster assembly protein SufT,0.5568,14,2.5977561046378015e-10,8.235954350576337e-14,545,0,303.45599999999996,0.053779973252495054,1.1663541523404259e-08,5.81710486436249e-12,545,1,303.45599999999996,0.052355350449716655
282,HNEAP_RS06035,HNEAP_RS06035,1,NC_013422.1,1305567,1306004,+,,Fe-S metabolism associated SufE,0.5,11,3.9285260395917084e-07,9.34959623178587e-09,437,1,218.5,0.04829379782012847,3.546211520420497e-08,7.256201769806177e-10,437,0,218.5,0.04701450291820821
283,HNEAP_RS06120,HNEAP_RS06120,1,NC_013422.1,1318259,1319029,-,,inositol-phosphate phosphatase,0.559,21,2.8663054764931637e-14,2.746871017180009e-19,770,0,430.43000000000006,0.05399246596290364,7.457323747395886e-14,8.79103453490382e-19,770,0,430.43000000000006,0.05256221426255679
284,HNEAP_RS06135,HNEAP_RS06135,1,NC_013422.1,1320349,1322070,+,,glutamine--tRNA ligase/YqeY domain fusion protein,0.5482,46,3.884487362698484e-29,2.118704402877437e-39,1721,1,943.4522000000001,0.05294931992998886,3.1905500553567744e-28,2.6304911850933907e-38,1721,1,943.4522000000001,0.051546700999523486
285,HNEAP_RS06155,HNEAP_RS06155,1,NC_013422.1,1325613,1326848,+,,lipid-A-disaccharide synthase,0.5704,19,2.572985751945447e-19,1.0730581531485575e-27,1235,2,704.4440000000001,0.055093564553202565,1.8827755843150174e-17,1.6130844217013015e-25,1235,3,704.4440000000001,0.05363414492909193
286,HNEAP_RS06180,HNEAP_RS06180,1,NC_013422.1,1330410,1332635,-,,DNA topoisomerase IV subunit A,0.5764,36,4.2438790075441587e-32,1.4865099436140287e-47,2225,5,1282.49,0.0556730901270441,1.0507852874272705e-36,1.8369196765810504e-52,2225,1,1282.49,0.054198318964110426
287,HNEAP_RS06185,HNEAP_RS06185,1,NC_013422.1,1332702,1333832,-,,LPS export ABC transporter permease LptG,0.5411,30,1.3846568080049536e-08,1.8315809282971402e-13,1130,13,611.443,0.05226354800094303,6.598718149298726e-10,4.972553505221136e-15,1130,10,611.443,0.050879095058084925
288,HNEAP_RS06190,HNEAP_RS06190,1,NC_013422.1,1333819,1334934,-,,LPS export ABC transporter permease LptF,0.5403,28,4.2597110931036507e-16,4.493324577351802e-22,1115,3,602.4345,0.05218627792443082,1.5496794431017187e-15,2.0992659205716728e-21,1115,3,602.4345,0.05080387185341579
289,HNEAP_RS06195,HNEAP_RS06195,1,NC_013422.1,1334939,1336348,-,,U32 family peptidase,0.5596,28,2.0131998843448475e-06,3.3244157011617263e-12,1409,25,788.4764,0.05405041852028778,5.3553629070263646e-06,1.39578117424888e-11,1409,25,788.4764,0.05261863166605863
290,HNEAP_RS06210,HNEAP_RS06210,1,NC_013422.1,1338734,1340080,-,,UDP-glucose/GDP-mannose dehydrogenase family protein,0.5338,22,2.121759561181058e-24,1.1382144818924064e-31,1346,0,718.4948,0.05155845855276916,1.1287379739770748e-23,7.895824799246023e-31,1346,0,718.4948,0.050192683315479096
291,HNEAP_RS06220,HNEAP_RS06220,1,NC_013422.1,1340703,1342544,-,,glutamine--fructose-6-phosphate transaminase (isomerizing),0.5532,37,4.1753144311768056e-33,1.2453171296212372e-44,1841,0,1018.4412000000001,0.053432257908190145,4.107138506730249e-32,1.9495801662275097e-43,1841,0,1018.4412000000001,0.052016846028705564
292,HNEAP_RS06225,HNEAP_RS06225,1,NC_013422.1,1342584,1343864,-,,glutamate-1-semialdehyde-2 1-aminomutase,0.5699,23,3.072536839424766e-23,3.3580232535504295e-32,1280,0,729.472,0.055045270755382424,1.5059144751169504e-22,2.4166611428765257e-31,1280,0,729.472,0.05358713042617371
293,HNEAP_RS06230,HNEAP_RS06230,1,NC_013422.1,1344050,1344700,-,,thiamine phosphate synthase,0.5315,14,1.3325808702880329e-08,1.0450846686438756e-11,650,3,345.47499999999997,0.05133630708279656,3.025870595752916e-09,2.0843320646407356e-12,650,2,345.47499999999997,0.04997641660205532
294,HNEAP_RS06250,HNEAP_RS06250,1,NC_013422.1,1349882,1351360,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B,0.57,33,1.94918050606431e-23,1.6974541989886885e-33,1478,2,842.4599999999999,0.05505492951494645,1.1476307737247499e-22,1.5679543487098497e-32,1478,2,842.4599999999999,0.05359653332675736
295,HNEAP_RS06255,HNEAP_RS06255,1,NC_013422.1,1351357,1352829,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,0.5757,33,7.977436041712146e-25,2.337467644656409e-35,1472,1,847.4304,0.05560547881009592,4.8099655247547716e-24,2.2535537724210564e-34,1472,1,847.4304,0.05413249866002494
296,HNEAP_RS06260,HNEAP_RS06260,1,NC_013422.1,1352955,1353242,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,0.5278,3,8.959313636713799e-06,3.0072525199558775e-07,287,0,151.4786,0.05097893297892762,1.2795393982395699e-05,4.522783060900454e-07,287,0,151.4786,0.049628509280460587
297,HNEAP_RS06265,HNEAP_RS06265,1,NC_013422.1,1353847,1354884,+,,rod shape-determining protein,0.5723,19,5.772382101561005e-19,2.4587602880925366e-26,1037,0,593.4751,0.05527708098491905,2.0922256911346512e-18,1.2252371204354899e-25,1037,0,593.4751,0.053812800040181116
298,HNEAP_RS06270,HNEAP_RS06270,1,NC_013422.1,1354900,1355901,+,,rod shape-determining protein MreC,0.524,18,3.140834809705305e-14,7.049960183822169e-19,1001,3,524.524,0.050611900115494636,9.92054065979893e-14,2.6641751787051848e-18,1001,3,524.524,0.04927119905828221
299,HNEAP_RS06315,HNEAP_RS06315,1,NC_013422.1,1361161,1361694,+,,hypothetical protein,0.5281,10,8.802510463892689e-05,7.118943084075387e-07,533,6,281.4773,0.051007909257619694,0.00014251913115573972,1.29158215915181e-06,533,6,281.4773,0.04965671798221151
300,HNEAP_RS06325,HNEAP_RS06325,1,NC_013422.1,1364203,1365474,+,,diguanylate cyclase,0.5102,34,0.003181633622573358,1.003793793581079e-05,1271,32,648.4642,0.049278991295659096,0.0035863627117094167,1.1864081104108245e-05,1271,31,648.4642,0.047973598777739664
301,HNEAP_RS06330,HNEAP_RS06330,1,NC_013422.1,1365504,1367051,-,,SulP family inorganic anion transporter,0.522,31,7.629921776176992e-05,8.718086646344068e-09,1547,34,807.534,0.05041872492421413,5.226099986298223e-05,5.264265879336371e-09,1547,32,807.534,0.04908314104660937
302,HNEAP_RS06340,HNEAP_RS06340,1,NC_013422.1,1367594,1368607,-,,lipoyl synthase,0.5828,15,0.0001243373825860657,2.2794929283251747e-09,1013,19,590.3764,0.05629125073914175,2.7661283478925873e-06,1.2795248485232851e-11,1013,14,590.3764,0.054800104601463485
303,HNEAP_RS06345,HNEAP_RS06345,1,NC_013422.1,1368649,1369284,-,,lipoyl(octanoyl) transferase LipB,0.5204,18,0.00015559944473933783,1.1547663359698702e-06,635,9,330.454,0.05026418477118972,1.6043343026686626e-06,5.234618069185809e-09,635,5,330.454,0.0489326946372711
304,HNEAP_RS06360,HNEAP_RS06360,1,NC_013422.1,1370526,1371803,-,,serine hydrolase,0.507,39,9.268220420340278e-12,4.0735188340674597e-16,1277,11,647.439,0.04896991098961027,1.3100557540603258e-12,4.509575244682803e-17,1277,9,647.439,0.04767270595906312
305,GFF1270,,7,NC_013422.1,1373793,1374916,-,,rod shape-determining protein RodA,0.5383,18,1.7733574456926496e-20,9.105655582475853e-27,1123,0,604.5109,0.05199310273315031,7.152032656837231e-20,4.6489900164156e-26,1123,0,604.5109,0.05061581384174296
306,HNEAP_RS06380,HNEAP_RS06380,1,NC_013422.1,1374991,1376874,-,,penicillin-binding protein 2,0.5409,45,1.223089316199434e-27,6.599130740742083e-38,1883,4,1018.5147000000001,0.05224423048181498,1.7060176835607965e-25,1.873072802971999e-35,1883,5,1018.5147000000001,0.05086028925691764
307,HNEAP_RS06385,HNEAP_RS06385,1,NC_013422.1,1376946,1377476,-,,inorganic diphosphatase,0.548,9,1.0922785951494618e-08,9.300733855934224e-12,530,1,290.44,0.05293000241086081,2.0463362618924684e-08,1.9821610493980447e-11,530,1,290.44,0.0515278951983562
308,HNEAP_RS06390,HNEAP_RS06390,1,NC_013422.1,1377654,1378307,+,,adenylate kinase,0.5474,13,9.163757090966485e-11,1.4734469351346998e-14,653,1,357.4522,0.052872049853476655,1.999585356022249e-10,3.762041133686601e-14,653,1,357.4522,0.05147147779485435
309,HNEAP_RS06395,HNEAP_RS06395,1,NC_013422.1,1378325,1380661,+,,LPS-assembly protein LptD,0.5571,58,8.216411943250173e-42,7.701242787561553e-57,2336,0,1301.3856,0.053808949531187145,1.4944643577490721e-40,2.592526517044725e-55,2336,0,1301.3856,0.05238355915146759
310,HNEAP_RS06400,HNEAP_RS06400,1,NC_013422.1,1380777,1382174,+,,SurA domain-containing protein,0.5429,26,1.579867946099362e-23,1.640813598128378e-31,1397,1,758.4313000000001,0.052437405673095495,1.5244559061661701e-24,1.6217685242263222e-32,1397,0,758.4313000000001,0.051048347268590484
311,HNEAP_RS06405,HNEAP_RS06405,1,NC_013422.1,1382186,1383214,+,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,0.6093,14,8.310862696897389e-19,8.334975601943455e-28,1028,0,626.3603999999999,0.05885082202360855,2.9788310509482397e-18,4.5689249057709645e-27,1028,0,626.3603999999999,0.05729187325612852
312,HNEAP_RS06440,HNEAP_RS06440,1,NC_013422.1,1387607,1388662,+,,phosphoribosylformylglycinamidine cyclo-ligase,0.5758,16,1.2420140965728253e-17,3.8233500269616897e-25,1055,1,607.4689999999999,0.055615137569659946,4.462773618256525e-17,1.9253449716998133e-24,1055,1,607.4689999999999,0.05414190156060857
313,HNEAP_RS06450,HNEAP_RS06450,1,NC_013422.1,1389354,1390256,-,,cysteine synthase CysM,0.5415,23,5.232108285710491e-15,4.591199936934999e-20,902,1,488.433,0.05230218303919914,1.554870159210797e-14,1.667823843593733e-19,902,1,488.433,0.050916706660419496
314,HNEAP_RS06570,HNEAP_RS06570,1,NC_013422.1,1417441,1420743,-,,IMP dehydrogenase,0.5601,61,0.015755139715773456,2.0863201793346633e-09,3302,107,1849.4502000000002,0.05409871231810792,0.028582871092025872,9.185694920848752e-09,3302,106,1849.4502000000002,0.05266564616897684
315,HNEAP_RS06590,HNEAP_RS06590,1,NC_013422.1,1424534,1425055,-,,MerR family transcriptional regulator,0.5077,17,6.866063307758269e-10,4.198765536812311e-12,521,0,264.5117,0.04903752230655846,1.3112417886641569e-09,8.550422451123438e-12,521,0,264.5117,0.047738526263148624
316,HNEAP_RS06600,HNEAP_RS06600,1,NC_013422.1,1425349,1427748,-,,phenylalanine--tRNA ligase subunit beta,0.5383,37,6.40685585388405e-43,2.348450937534927e-56,2399,0,1291.3817,0.05199310273315031,1.260155591175333e-41,7.644379175746741e-55,2399,0,1291.3817,0.050615813841742956
317,HNEAP_RS06605,HNEAP_RS06605,1,NC_013422.1,1427790,1428812,-,,phenylalanine--tRNA ligase subunit alpha,0.5591,19,1.0596768940555314e-18,2.289520379952719e-25,1022,0,571.4002,0.05400212472246766,3.769965998327436e-18,1.0725355166133399e-24,1022,0,571.4002,0.05257161716314042
318,HNEAP_RS06610,HNEAP_RS06610,1,NC_013422.1,1429035,1429394,-,,50S ribosomal protein L20,0.5194,13,6.094447056624419e-05,1.8819899474423553e-06,359,2,186.4646,0.05016759717554945,1.1649754748075947e-05,3.032499720979279e-07,359,1,186.4646,0.048838665631434686
319,HNEAP_RS06620,HNEAP_RS06620,1,NC_013422.1,1429916,1430488,-,,translation initiation factor IF-3,0.5166,11,2.1447050903073017e-09,5.980225075626041e-12,572,1,295.49519999999995,0.04989715190775673,4.232711582260974e-09,1.2888651814978637e-11,572,1,295.49519999999995,0.048575384415092716
320,HNEAP_RS06625,HNEAP_RS06625,1,NC_013422.1,1430827,1432740,-,,threonine--tRNA ligase,0.5423,39,1.810454555100782e-32,2.1382974971281956e-43,1913,1,1037.4199,0.05237945311571134,1.8873207038524191e-31,3.41570670360866e-42,1913,1,1037.4199,0.05099192986508863
321,HNEAP_RS06655,HNEAP_RS06655,1,NC_013422.1,1437225,1437968,+,,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1 4-benzoquinol methylase UbiE,0.543,16,8.554518730201913e-14,4.134154415659036e-18,743,0,403.449,0.05244706443265953,2.1522614276891275e-13,1.227888445654416e-17,743,0,403.449,0.05105775016917412
322,HNEAP_RS06660,HNEAP_RS06660,1,NC_013422.1,1438168,1439565,+,,lytic transglycosylase F,0.515,44,1.895692780636463e-13,1.0022786205237641e-18,1397,11,719.455,0.049742611754732324,4.130790936599303e-15,1.3694620238067612e-20,1397,8,719.455,0.04842493800575445
323,HNEAP_RS06665,HNEAP_RS06665,1,NC_013422.1,1439613,1440329,-,,orotidine-5'-phosphate decarboxylase,0.583,9,7.810316908849544e-12,4.1528980167431665e-17,716,1,417.428,0.0563105682582698,6.211651002460536e-13,2.9427760579811764e-18,716,0,417.428,0.05481891040263077
324,HNEAP_RS06670,HNEAP_RS06670,1,NC_013422.1,1440339,1440644,-,,integration host factor subunit beta,0.4837,10,4.32207867457261e-06,4.5954437922087596e-07,305,0,147.5285,0.04671942001119229,6.312174255325463e-06,6.826230763658248e-07,305,0,147.5285,0.04548183012307463
325,HNEAP_RS06675,HNEAP_RS06675,1,NC_013422.1,1440826,1442508,-,,30S ribosomal protein S1,0.5282,25,8.05465075405271e-17,3.870004733089255e-24,1682,12,888.4324,0.05101756801718372,7.879100149430862e-17,4.1128644023677596e-24,1682,11,888.4324,0.04966612088279515
326,HNEAP_RS06680,HNEAP_RS06680,1,NC_013422.1,1442623,1443282,-,,(d)CMP kinase,0.5773,11,2.567902821241334e-12,3.795700829585854e-17,659,0,380.44070000000005,0.055760018963120335,5.820722261760298e-12,1.0632728236880049e-16,659,0,380.44070000000005,0.05428294506936321
327,HNEAP_RS06685,HNEAP_RS06685,1,NC_013422.1,1443279,1444649,-,,3-phosphoshikimate 1-carboxyvinyltransferase,0.5784,25,4.6255539730374063e-23,5.129530618418531e-33,1370,1,792.408,0.055866265318324615,2.4572561176135255e-22,4.2635442879198154e-32,1370,1,792.408,0.05438637697578326
328,HNEAP_RS06690,HNEAP_RS06690,1,NC_013422.1,1444675,1445553,-,,prephenate dehydrogenase/arogenate dehydrogenase family protein,0.5791,15,3.322515476792615e-08,1.7118113090716154e-13,878,8,508.4498,0.05593387663527279,7.731998884802541e-08,5.431260568319178e-13,878,8,508.4498,0.05445219727986875
329,HNEAP_RS06695,HNEAP_RS06695,1,NC_013422.1,1445563,1446747,-,,histidinol-phosphate transaminase,0.5662,31,2.813960174514561e-09,1.630715933752651e-15,1184,13,670.3808,0.05468789665151348,9.080579851259025e-08,1.4907004284852082e-13,1184,15,670.3808,0.05323922310457898
330,HNEAP_RS06700,HNEAP_RS06700,1,NC_013422.1,1446744,1447985,-,,chorismate mutase,0.5757,19,4.837106260214092e-16,2.7031175520783957e-24,1241,5,714.4437,0.05560547881009592,1.6304023441800186e-14,1.945832087660498e-22,1241,6,714.4437,0.05413249866002493
331,HNEAP_RS06705,HNEAP_RS06705,1,NC_013422.1,1447996,1449159,-,,3-phosphoglycerate dehydrogenase,0.5378,23,1.7220913436269196e-19,7.388418483664311e-26,1163,1,625.4613999999999,0.051944808935330176,7.075388267357784e-19,3.8815394208719313e-25,1163,1,625.4613999999999,0.05056879933882475
332,HNEAP_RS06710,HNEAP_RS06710,1,NC_013422.1,1449219,1450310,-,,3-phosphoserine/phosphohydroxythreonine transaminase,0.5321,25,6.480505077911278e-20,1.0012706882893831e-25,1091,0,580.5211,0.05139425964018072,2.5117966745443105e-19,4.787149944413729e-25,1091,0,580.5211,0.05003283400555718
333,HNEAP_RS06715,HNEAP_RS06715,1,NC_013422.1,1450363,1452957,-,,DNA gyrase subunit A,0.5487,52,2.3823515002680463e-46,4.5152755854610325e-62,2594,0,1423.3277999999998,0.05299761372780897,5.969644049519665e-45,2.1063646584510513e-60,2594,0,1423.3277999999998,0.05159371550244168
334,HNEAP_RS06735,HNEAP_RS06735,1,NC_013422.1,1456133,1457455,-,,amino-acid N-acetyltransferase,0.5601,18,8.676049405390995e-21,3.431242040434374e-29,1322,2,740.4522000000001,0.05409871231810792,4.2091613819849547e-20,2.4006196768087205e-28,1322,2,740.4522000000001,0.05266564616897684
335,HNEAP_RS06740,HNEAP_RS06740,1,NC_013422.1,1457540,1458478,-,,ornithine carbamoyltransferase,0.5623,16,3.180947253341539e-17,1.785879809093067e-23,938,0,527.4374,0.05431120502851648,1.0195752583878705e-16,7.43222112840075e-23,938,0,527.4374,0.05287250998181696
336,HNEAP_RS06750,HNEAP_RS06750,1,NC_013422.1,1460051,1460764,+,,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,0.5238,14,2.8829185213045596e-13,8.389157357331697e-17,713,0,373.4694,0.050592582596366585,6.987998896336376e-13,2.293595010629265e-16,713,0,373.4694,0.049252393257114925
337,HNEAP_RS06775,HNEAP_RS06775,1,NC_013422.1,1462878,1464254,-,,dihydroorotase,0.5839,21,3.643354207906204e-23,1.698704786289001e-33,1376,1,803.4463999999999,0.05639749709434603,3.476444743905828e-24,1.799558498358383e-34,1376,0,803.4463999999999,0.054903536507883544
338,HNEAP_RS06780,HNEAP_RS06780,1,NC_013422.1,1464251,1465252,-,,aspartate carbamoyltransferase catalytic subunit,0.5629,17,1.0509433854408119e-16,2.9167318478170745e-23,1001,1,563.4629,0.054369157585900635,9.92054065979893e-14,7.018929815239244e-20,1001,3,563.4629,0.052928927385318805
339,HNEAP_RS06790,HNEAP_RS06790,1,NC_013422.1,1465779,1466276,-,,Holliday junction resolvase RuvX,0.5522,7,1.6324588498332688e-05,4.3375424784383776e-08,497,4,274.4434,0.053335670312549883,2.683407232351464e-05,8.162638379142303e-08,497,4,274.4434,0.05192281702286915
340,HNEAP_RS06840,HNEAP_RS06840,1,NC_013422.1,1477493,1477759,+,,cell division topological specificity factor MinE,0.5019,7,2.0971065216465772e-05,1.8175781729456991e-06,266,0,133.5054,0.04847731425184496,2.9179250102531387e-05,2.60192423778679e-06,266,0,133.5054,0.047193158029297404
341,HNEAP_RS06860,HNEAP_RS06860,1,NC_013422.1,1479517,1479996,+,,type II 3-dehydroquinate dehydratase,0.5563,13,2.9420925173106622e-05,8.510495506962998e-08,479,4,266.46770000000004,0.05373167945467494,4.73059308711422e-05,1.5680391907024407e-07,479,4,266.46770000000004,0.052308335946798463
342,HNEAP_RS06865,HNEAP_RS06865,1,NC_013422.1,1480040,1480492,+,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0.5143,6,1.1227224657462942e-08,9.95895241033606e-11,452,0,232.46359999999999,0.04967500043778414,1.9680482138335263e-08,1.8613888912682422e-10,452,0,232.46359999999999,0.048359117701668966
343,HNEAP_RS06870,HNEAP_RS06870,1,NC_013422.1,1480519,1481862,+,,acetyl-CoA carboxylase biotin carboxylase subunit,0.5476,27,2.3958512270206384e-24,2.0180170028885267e-32,1343,0,735.4268,0.052891367372604706,1.2698105082336951e-23,1.469318840438923e-31,1343,0,735.4268,0.05149028359602163
344,HNEAP_RS06900,HNEAP_RS06900,1,NC_013422.1,1485655,1488513,-,,valine--tRNA ligase,0.5614,55,5.417539865207152e-51,6.346992328885141e-70,2858,0,1604.4812,0.054224276192440246,1.8841685474921017e-49,4.855401481648585e-68,2858,0,1604.4812,0.05278788387656417
345,HNEAP_RS06910,HNEAP_RS06910,1,NC_013422.1,1489139,1490101,+,,lysylphosphatidylglycerol synthetase family protein,0.5618,31,7.623889899371793e-11,2.126583606537064e-16,962,6,540.4516,0.05426291123069635,1.0055032144560542e-07,1.3480262186057445e-12,962,10,540.4516,0.05282549547889875
346,HNEAP_RS06930,HNEAP_RS06930,1,NC_013422.1,1491297,1491725,-,,30S ribosomal protein S6,0.5524,6,2.967439288505232e-08,6.428366213789355e-11,428,0,236.4272,0.053354987831677934,5.048960556702721e-08,1.2173466576267353e-10,428,0,236.4272,0.05194162282403643
347,HNEAP_RS06940,HNEAP_RS06940,1,NC_013422.1,1492351,1493103,-,,pyridoxine 5'-phosphate synthase,0.5618,11,1.906027548754636e-12,2.6561812019070793e-17,752,1,422.4736,0.05426291123069635,4.702430404320991e-12,8.09514357152259e-17,752,1,422.4736,0.05282549547889875
348,HNEAP_RS06950,HNEAP_RS06950,1,NC_013422.1,1493936,1494862,-,,GTPase Era,0.5394,12,3.986118104140437e-14,4.086149785200746e-19,926,2,499.4844,0.05209934908835459,1.183260450805077e-13,1.4870272284910546e-18,926,2,499.4844,0.050719245748163014
349,HNEAP_RS06965,HNEAP_RS06965,1,NC_013422.1,1496002,1496802,-,,signal peptidase I,0.4906,31,8.505222642936686e-15,1.3602340200050102e-17,800,0,392.47999999999996,0.04738587442111006,2.2968106454231062e-14,3.9005199140263455e-17,800,0,392.47999999999996,0.04613063026334589
350,HNEAP_RS06970,HNEAP_RS06970,1,NC_013422.1,1496873,1498681,-,,elongation factor 4,0.5274,45,0.002435785082033312,3.5227379357562936e-07,1808,49,953.5391999999999,0.05094029794067151,0.00011414989349288745,3.552746717002176e-09,1808,41,953.5391999999999,0.04959089767812602
351,HNEAP_RS06980,HNEAP_RS06980,1,NC_013422.1,1500343,1501656,-,,homoserine dehydrogenase,0.5647,27,8.074146652204507e-24,1.041477959259536e-32,1313,0,741.4511,0.05454301525805309,4.122842288550772e-23,7.733948746562831e-32,1313,0,741.4511,0.05309817959582435
352,HNEAP_RS06985,HNEAP_RS06985,1,NC_013422.1,1501689,1502915,-,,alanine transaminase,0.5542,30,3.651723509153166e-19,1.2610834692894538e-26,1226,2,679.4492,0.0535288455038304,1.5726745625572545e-18,7.474439597559913e-26,1226,2,679.4492,0.05211087503454198
353,HNEAP_RS06990,HNEAP_RS06990,1,NC_013422.1,1503142,1504329,-,,threonine synthase,0.5614,16,1.327917632566306e-21,1.8220013731629815e-29,1187,0,666.3818,0.05422427619244024,5.798551306375858e-21,1.103772001086108e-28,1187,0,666.3818,0.05278788387656418
354,HNEAP_RS07035,HNEAP_RS07035,1,NC_013422.1,1512690,1513955,-,,hypothetical protein,0.5687,20,1.0472299013904502e-05,3.5714028709729364e-11,1265,23,719.4055,0.05492936564061412,1.9339572236877323e-06,3.799720321819689e-12,1265,20,719.4055,0.05347429561917001
355,HNEAP_RS07110,HNEAP_RS07110,1,NC_013422.1,1530755,1531375,+,,hypothetical protein,0.6216,3,3.3172460045362847e-10,8.643410141581212e-16,620,1,385.39200000000005,0.06003884944998373,6.948207930092394e-10,2.3977820320789275e-15,620,1,385.39200000000005,0.05844843002791645
356,GFF1439,,7,NC_013422.1,1552270,1555381,+,,multidrug efflux protein,0.5437,67,0.0001802696383467093,7.462292311552703e-12,3111,86,1691.4506999999999,0.05251467574960769,0.0005954362876631755,6.460426396855231e-11,3111,86,1691.4506999999999,0.051123570473259605
357,HNEAP_RS07215,HNEAP_RS07215,1,NC_013422.1,1555719,1557104,-,,class II fumarate hydratase,0.5325,30,4.3728879087891505e-25,1.7348546171040852e-32,1385,0,737.5124999999999,0.051432894678436814,2.4417319688857315e-24,1.2664517176038379e-31,1385,0,737.5124999999999,0.05007044560789174
358,HNEAP_RS07220,HNEAP_RS07220,1,NC_013422.1,1557127,1557894,-,,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,0.5378,17,3.236578554192792e-14,1.7036758042552734e-18,767,0,412.4926,0.05194480893533018,8.38935897972748e-14,5.1820810395038665e-18,767,0,412.4926,0.05056879933882475
359,HNEAP_RS07225,HNEAP_RS07225,1,NC_013422.1,1557891,1558331,-,,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,0.4853,9,1.8252700498674225e-08,6.701118929049954e-10,440,0,213.532,0.046873960164216695,3.152236952599648e-08,1.1883024381296907e-09,440,0,213.532,0.045632276532412884
360,HNEAP_RS07230,HNEAP_RS07230,1,NC_013422.1,1558349,1559416,-,,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,0.5599,19,1.7128458692388162e-19,1.7256386546442557e-26,1067,0,597.4132999999999,0.05407939479897986,6.4439286838041e-19,8.673727119369298e-26,1067,0,597.4132999999999,0.05264684036780955
361,HNEAP_RS07235,HNEAP_RS07235,1,NC_013422.1,1559455,1559973,-,,molecular chaperone Skp,0.501,13,7.753030315808853e-10,6.944954792528242e-12,518,0,259.518,0.048390385415768726,1.4751241124760017e-09,1.3947651852010686e-11,518,0,259.518,0.04710853192404462
362,HNEAP_RS07240,HNEAP_RS07240,1,NC_013422.1,1560072,1562474,-,,outer membrane protein assembly factor BamA,0.506,71,5.673894735939801e-43,5.352382253121791e-53,2402,0,1215.412,0.04887332339397001,1.1201556922518029e-41,1.4045010371906523e-51,2402,0,1215.412,0.04757867695322671
