locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio
HNEAP_RS07660,HNEAP_RS07660,1,NC_013422.1,1661855,1662313,-,,ubiquinone-binding protein,0.5338,9,458,1661900.8,1662267.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07665,HNEAP_RS07665,1,NC_013422.1,1662717,1663193,+,,SsrA-binding protein SmpB,0.5325,8,476,1662764.6,1663145.4,1,0.002626050420168067,0.07034916597480996,0.07034916597480996,9.546600986062776
HNEAP_RS07710,HNEAP_RS07710,1,NC_013422.1,1672059,1675982,-,,phosphoribosylformylglycinamidine synthase,0.5961,49,3923,1672451.3,1675589.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07735,HNEAP_RS07735,1,NC_013422.1,1678970,1680145,+,,signal recognition particle-docking protein FtsY,0.5765,13,1175,1679087.5,1680027.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07740,HNEAP_RS07740,1,NC_013422.1,1680142,1680810,+,,cell division ATP-binding protein FtsE,0.5859,8,668,1680208.8,1680743.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07745,HNEAP_RS07745,1,NC_013422.1,1680812,1681795,+,,ABC transporter permease,0.5833,17,983,1680910.3,1681696.7,1,0.0012716174974567649,0.03135837121549572,0.03135837121549572,13.105881243258064
HNEAP_RS07775,HNEAP_RS07775,1,NC_013422.1,1686876,1689545,+,,pyruvate dehydrogenase (acetyl-transferring)  homodimeric type,0.5772,43,2669,1687142.9,1689278.1,15,0.0070251030348445105,0.1749095696407477,0.1749095696407477,4.58628521936925
HNEAP_RS07780,HNEAP_RS07780,1,NC_013422.1,1689625,1690953,+,,dihydrolipoyllysine-residue acetyltransferase,0.5854,15,1328,1689757.8,1690820.2,7,0.0065888554216867465,0.1619506531165769,0.1619506531165769,5.037439297785614
HNEAP_RS07785,HNEAP_RS07785,1,NC_013422.1,1690979,1692748,+,,dihydrolipoyl dehydrogenase,0.5944,19,1769,1691155.9,1692571.1,6,0.004239683436970039,0.10276718839133343,0.10276718839133343,7.588110130829684
HNEAP_RS07795,HNEAP_RS07795,1,NC_013422.1,1693670,1694461,+,,sulfite exporter TauE/SafE family protein,0.5177,16,791,1693749.1,1694381.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07800,HNEAP_RS07800,1,NC_013422.1,1694481,1695005,+,,pantetheine-phosphate adenylyltransferase,0.5371,8,524,1694533.4,1694952.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07805,HNEAP_RS07805,1,NC_013422.1,1695037,1695282,+,,ferredoxin,0.5244,5,245,1695061.5,1695257.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07815,HNEAP_RS07815,1,NC_013422.1,1695647,1696942,-,,serine--tRNA ligase,0.5849,19,1295,1695776.5,1696812.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07820,HNEAP_RS07820,1,NC_013422.1,1696974,1697450,-,,transcription elongation factor GreA,0.5346,9,476,1697021.6,1697402.4,2,0.005252100840336134,0.14019804059447988,0.14019804059447988,5.868094838504191
HNEAP_RS07825,HNEAP_RS07825,1,NC_013422.1,1697450,1700683,-,,carbamoyl-phosphate synthase large subunit,0.5702,50,3233,1697773.3,1700359.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07830,HNEAP_RS07830,1,NC_013422.1,1700774,1701907,-,,carbamoyl-phosphate synthase small subunit,0.5653,21,1133,1700887.3,1701793.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07835,HNEAP_RS07835,1,NC_013422.1,1702099,1702905,-,,4-hydroxy-tetrahydrodipicolinate reductase,0.5812,15,806,1702179.6,1702824.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07895,HNEAP_RS07895,1,NC_013422.1,1712672,1714255,-,,2-isopropylmalate synthase,0.5612,24,1583,1712830.3,1714096.7,6,0.004737839545167403,0.12101979376285422,0.12101979376285422,6.694802396666918
HNEAP_RS12275,HNEAP_RS12275,1,NC_013422.1,1714521,1715702,+,,MerR family transcriptional regulator,0.544,31,1181,1714639.1,1715583.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07925,HNEAP_RS07925,1,NC_013422.1,1720182,1720811,+,,dephospho-CoA kinase,0.5317,15,629,1720244.9,1720748.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08125,HNEAP_RS08125,1,NC_013422.1,1763365,1763589,-,,TraY domain-containing protein,0.5511,4,224,1763387.4,1763566.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08130,HNEAP_RS08130,1,NC_013422.1,1763644,1764135,-,,helix-turn-helix domain-containing protein,0.4898,20,491,1763693.1,1764085.9,1,0.0025458248472505093,0.07353565973329475,0.07353565973329475,9.326301448116826
HNEAP_RS08150,HNEAP_RS08150,1,NC_013422.1,1768331,1769200,+,,DNA methyltransferase,0.4345,47,869,1768417.9,1769113.1,0,0.0,0.0,0.0,13.36677499962062
GFF1646,,7,NC_013422.1,1782979,1783134,-,,integrase,0.4615,4,155,1782994.5,1783118.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08255,HNEAP_RS08255,1,NC_013422.1,1785105,1785476,+,,VOC family protein,0.4194,16,371,1785142.1,1785438.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08260,HNEAP_RS08260,1,NC_013422.1,1785473,1785763,+,,DUF1330 domain-containing protein,0.3711,14,290,1785502.0,1785734.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08270,HNEAP_RS08270,1,NC_013422.1,1786885,1787223,+,,hypothetical protein,0.3835,11,338,1786918.8,1787189.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08295,HNEAP_RS08295,1,NC_013422.1,1790917,1791396,+,,N-acetyltransferase,0.5312,16,479,1790964.9,1791348.1,2,0.00521920668058455,0.14012667806975135,0.14012667806975135,5.870992356998513
HNEAP_RS08300,HNEAP_RS08300,1,NC_013422.1,1791488,1791826,+,,hypothetical protein,0.3864,11,338,1791521.8,1791792.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08365,HNEAP_RS08365,1,NC_013422.1,1801519,1802616,+,,polyprenyl synthetase family protein,0.5883,13,1097,1801628.7,1802506.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08370,HNEAP_RS08370,1,NC_013422.1,1802616,1804547,+,,1-deoxy-D-xylulose-5-phosphate synthase,0.6056,20,1931,1802809.1,1804353.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08380,HNEAP_RS08380,1,NC_013422.1,1805079,1805870,+,,GTP cyclohydrolase I FolE2,0.5619,14,791,1805158.1,1805790.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08425,HNEAP_RS08425,1,NC_013422.1,1819169,1820134,+,,homoserine kinase,0.5921,17,965,1819265.5,1820037.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08435,HNEAP_RS08435,1,NC_013422.1,1821163,1821483,+,,hypothetical protein,0.5732,3,320,1821195.0,1821451.0,1,0.00390625,0.09787530952060981,0.09787530952060981,7.849177762420251
HNEAP_RS08450,HNEAP_RS08450,1,NC_013422.1,1825993,1827231,+,,multifunctional CCA addition/repair protein,0.5956,14,1238,1826116.8,1827107.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08545,HNEAP_RS08545,1,NC_013422.1,1843661,1844683,-,,aspartate-semialdehyde dehydrogenase,0.5621,23,1022,1843763.2,1844580.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08550,HNEAP_RS08550,1,NC_013422.1,1844757,1845830,-,,3-isopropylmalate dehydrogenase,0.5689,21,1073,1844864.3,1845722.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08560,HNEAP_RS08560,1,NC_013422.1,1846791,1847441,-,,3-isopropylmalate dehydratase small subunit,0.5438,8,650,1846856.0,1847376.0,2,0.0038461538461538464,0.10109330512641625,0.10109330512641625,7.676300209277554
HNEAP_RS08565,HNEAP_RS08565,1,NC_013422.1,1847476,1848882,-,,3-isopropylmalate dehydratase large subunit,0.6041,15,1406,1847616.6,1848741.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08585,HNEAP_RS08585,1,NC_013422.1,1851605,1852003,+,,cupin,0.5464,7,398,1851644.8,1851963.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08595,HNEAP_RS08595,1,NC_013422.1,1852443,1853213,-,,3-deoxy-manno-octulosonate cytidylyltransferase,0.5953,10,770,1852520.0,1853136.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08600,HNEAP_RS08600,1,NC_013422.1,1853210,1853428,-,,hypothetical protein,0.5251,5,218,1853231.8,1853406.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08605,HNEAP_RS08605,1,NC_013422.1,1853499,1854521,-,,tetraacyldisaccharide 4'-kinase,0.5953,15,1022,1853601.2,1854418.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08610,HNEAP_RS08610,1,NC_013422.1,1854522,1856327,-,,lipid A export permease/ATP-binding protein MsbA,0.5853,31,1805,1854702.5,1856146.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08630,HNEAP_RS08630,1,NC_013422.1,1859484,1860587,-,,3-deoxy-7-phosphoheptulonate synthase,0.5634,15,1103,1859594.3,1860476.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08665,HNEAP_RS08665,1,NC_013422.1,1869085,1869771,-,,nicotinate-nucleotide adenylyltransferase,0.6055,9,686,1869153.6,1869702.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08670,HNEAP_RS08670,1,NC_013422.1,1869752,1871029,-,,glutamate-5-semialdehyde dehydrogenase,0.5947,23,1277,1869879.7,1870901.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08675,HNEAP_RS08675,1,NC_013422.1,1871155,1872162,-,,DNA polymerase III subunit delta,0.6141,11,1007,1871255.7,1872061.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08685,HNEAP_RS08685,1,NC_013422.1,1872733,1875186,-,,leucine--tRNA ligase,0.5823,54,2453,1872978.3,1874940.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08695,HNEAP_RS08695,1,NC_013422.1,1876184,1876792,-,,superoxide dismutase,0.5583,8,608,1876244.8,1876731.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08720,HNEAP_RS08720,1,NC_013422.1,1883524,1885440,-,,DNA topoisomerase IV subunit B,0.5968,26,1916,1883715.6,1885248.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08770,HNEAP_RS08770,1,NC_013422.1,1896888,1897106,-,,translation initiation factor IF-1,0.4795,11,218,1896909.8,1897084.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08865,HNEAP_RS08865,1,NC_013422.1,1915574,1916269,-,,electron transport complex subunit RsxE,0.5575,11,695,1915643.5,1916199.5,3,0.00539568345323741,0.13865448456846136,0.13865448456846136,5.931043241862973
HNEAP_RS08870,HNEAP_RS08870,1,NC_013422.1,1916262,1917032,-,,RnfABCDGE type electron transport complex subunit G,0.5422,14,770,1916339.0,1916955.0,2,0.003246753246753247,0.08556676268849353,0.08556676268849353,8.555117497959193
HNEAP_RS08875,HNEAP_RS08875,1,NC_013422.1,1917043,1918092,-,,electron transport complex subunit RsxD,0.5905,13,1049,1917147.9,1917987.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08880,HNEAP_RS08880,1,NC_013422.1,1918089,1919792,-,,electron transport complex subunit RsxC,0.6033,31,1703,1918259.3,1919621.7,10,0.00733998825601879,0.17551480897933333,0.17551480897933333,4.565914419458875
HNEAP_RS08885,HNEAP_RS08885,1,NC_013422.1,1919785,1920363,-,,electron transport complex subunit RsxB,0.5769,7,578,1919842.8,1920305.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08890,HNEAP_RS08890,1,NC_013422.1,1920363,1920944,-,,electron transport complex subunit RsxA,0.5172,14,581,1920421.1,1920885.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08925,HNEAP_RS08925,1,NC_013422.1,1928871,1929698,-,,phosphate ABC transporter ATP-binding protein PstB,0.5085,23,827,1928953.7,1929615.3,1,0.0015114873035066505,0.04221271317866436,0.04221271317866436,11.903257370013797
HNEAP_RS08930,HNEAP_RS08930,1,NC_013422.1,1929791,1930633,-,,phosphate ABC transporter  permease protein PstA,0.5243,22,842,1929875.2,1930548.8,3,0.004453681710213777,0.12099546190367187,0.12099546190367187,6.695917857903199
HNEAP_RS08935,HNEAP_RS08935,1,NC_013422.1,1930649,1931626,-,,phosphate ABC transporter permease subunit PstC,0.5225,25,977,1930746.7,1931528.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08940,HNEAP_RS08940,1,NC_013422.1,1931749,1932789,-,,phosphate ABC transporter substrate-binding protein PstS,0.5053,20,1040,1931853.0,1932685.0,1,0.001201923076923077,0.03375859707230735,0.03375859707230735,12.819751542371922
HNEAP_RS08990,HNEAP_RS08990,1,NC_013422.1,1942721,1943743,-,,phosphate acetyltransferase PlsX,0.5787,22,1022,1942823.2,1943640.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS08995,HNEAP_RS08995,1,NC_013422.1,1943926,1944114,-,,50S ribosomal protein L32,0.5344,2,188,1943944.8,1944095.2,1,0.006648936170212766,0.17754487821531578,0.17754487821531578,4.498019717970954
HNEAP_RS09005,HNEAP_RS09005,1,NC_013422.1,1944997,1945584,+,,septum formation protein Maf,0.5867,10,587,1945055.7,1945525.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09075,HNEAP_RS09075,1,NC_013422.1,1960622,1961413,+,,thiazole synthase,0.5682,15,791,1960701.1,1961333.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09090,HNEAP_RS09090,1,NC_013422.1,1962602,1963315,-,,DNA polymerase III subunit epsilon,0.5784,11,713,1962673.3,1963243.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09095,HNEAP_RS09095,1,NC_013422.1,1963667,1964158,-,,ribonuclease HI,0.5935,7,491,1963716.1,1964108.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09115,HNEAP_RS09115,1,NC_013422.1,1966984,1968081,-,,chorismate synthase,0.602,16,1097,1967093.7,1967971.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09130,HNEAP_RS09130,1,NC_013422.1,1971141,1971743,-,,methionine biosynthesis protein MetW,0.5755,7,602,1971201.2,1971682.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09135,HNEAP_RS09135,1,NC_013422.1,1971740,1972951,-,,homoserine O-acetyltransferase,0.5743,29,1211,1971861.1,1972829.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09145,HNEAP_RS09145,1,NC_013422.1,1973552,1974400,-,,pyrroline-5-carboxylate reductase,0.5889,17,848,1973636.8,1974315.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09240,HNEAP_RS09240,1,NC_013422.1,1994121,1995125,+,,class 1 fructose-bisphosphatase,0.5413,20,1004,1994221.4,1995024.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09265,HNEAP_RS09265,1,NC_013422.1,2000540,2001340,+,,undecaprenyl-diphosphate phosphatase,0.5343,21,800,2000620.0,2001260.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09270,HNEAP_RS09270,1,NC_013422.1,2001408,2001911,-,,transcription antitermination factor NusB,0.5913,6,503,2001458.3,2001860.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09275,HNEAP_RS09275,1,NC_013422.1,2001995,2002486,-,,6 7-dimethyl-8-ribityllumazine synthase,0.5589,11,491,2002044.1,2002436.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09280,HNEAP_RS09280,1,NC_013422.1,2002511,2003644,-,,bifunctional 3 4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,0.5653,17,1133,2002624.3,2003530.7,1,0.0011032656663724624,0.027995013103976736,0.027995013103976736,13.529867845068164
HNEAP_RS09285,HNEAP_RS09285,1,NC_013422.1,2003738,2004388,-,,riboflavin synthase,0.5469,12,650,2003803.0,2004323.0,1,0.0019230769230769232,0.050286746243116215,0.050286746243116215,11.135273316873834
HNEAP_RS09290,HNEAP_RS09290,1,NC_013422.1,2004478,2005638,-,,riboflavin biosynthesis protein RibD,0.6098,17,1160,2004594.0,2005522.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09300,HNEAP_RS09300,1,NC_013422.1,2006177,2007430,-,,serine hydroxymethyltransferase,0.5646,26,1253,2006302.3,2007304.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09315,HNEAP_RS09315,1,NC_013422.1,2008264,2010723,-,,copper-translocating P-type ATPase,0.55,47,2459,2008509.9,2010477.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09330,HNEAP_RS09330,1,NC_013422.1,2013559,2014536,-,,cytochrome c oxidase subunit III,0.5,31,977,2013656.7,2014438.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09335,HNEAP_RS09335,1,NC_013422.1,2014514,2014723,-,,cbb3-type cytochrome c oxidase subunit 3,0.4429,12,209,2014534.9,2014702.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09340,HNEAP_RS09340,1,NC_013422.1,2014790,2015521,-,,cytochrome-c oxidase  cbb3-type subunit II,0.5027,21,731,2014863.1,2015447.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09345,HNEAP_RS09345,1,NC_013422.1,2015536,2016996,-,,cytochrome-c oxidase  cbb3-type subunit I,0.5284,54,1460,2015682.0,2016850.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09350,HNEAP_RS09350,1,NC_013422.1,2017281,2018081,-,,malonyl-[acyl-carrier protein] O-methyltransferase BioC,0.5493,19,800,2017361.0,2018001.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09355,HNEAP_RS09355,1,NC_013422.1,2018074,2018826,-,,hypothetical protein,0.5485,13,752,2018149.2,2018750.8,4,0.006648936170212766,0.17340355654398626,0.17340355654398626,4.637234246888444
HNEAP_RS09360,HNEAP_RS09360,1,NC_013422.1,2018942,2019577,+,,acyl-phosphate glycerol 3-phosphate acyltransferase,0.577,20,635,2019005.5,2019513.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09365,HNEAP_RS09365,1,NC_013422.1,2019590,2020603,-,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,0.5937,15,1013,2019691.3,2020501.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09375,HNEAP_RS09375,1,NC_013422.1,2022269,2023180,+,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.5669,13,911,2022360.1,2023088.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09380,HNEAP_RS09380,1,NC_013422.1,2023216,2023980,+,,dethiobiotin synthase,0.5608,20,764,2023292.4,2023903.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09440,HNEAP_RS09440,1,NC_013422.1,2033835,2034626,-,,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.5404,17,791,2033914.1,2034546.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09445,HNEAP_RS09445,1,NC_013422.1,2034806,2035822,-,,ketol-acid reductoisomerase,0.5526,21,1016,2034907.6,2035720.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09450,HNEAP_RS09450,1,NC_013422.1,2035873,2036373,-,,acetolactate synthase small subunit,0.5429,9,500,2035923.0,2036323.0,1,0.0025,0.065809397178976,0.065809397178976,9.873789704063583
HNEAP_RS09455,HNEAP_RS09455,1,NC_013422.1,2036377,2038077,-,,acetolactate synthase 3 large subunit,0.552,39,1700,2036547.0,2037907.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09520,HNEAP_RS09520,1,NC_013422.1,2047314,2047640,-,,DUF3579 domain-containing protein,0.5015,5,326,2047346.6,2047607.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09530,HNEAP_RS09530,1,NC_013422.1,2048489,2050291,-,,thiosulfohydrolase SoxB,0.523,45,1802,2048669.2,2050110.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12350,HNEAP_RS12350,1,NC_013422.1,2050602,2051768,-,,hypothetical protein,0.5913,20,1166,2050718.6,2051651.4,2,0.0021440823327615777,0.05222007170231035,0.05222007170231035,10.964164359353628
HNEAP_RS09540,HNEAP_RS09540,1,NC_013422.1,2051680,2052333,-,,dTMP kinase,0.5963,3,653,2051745.3,2052267.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09560,HNEAP_RS09560,1,NC_013422.1,2055827,2057068,-,,beta-ketoacyl-[acyl-carrier-protein] synthase II,0.5837,23,1241,2055951.1,2056943.9,3,0.0030217566478646252,0.0744705972631695,0.0744705972631695,9.263038293319916
HNEAP_RS09565,HNEAP_RS09565,1,NC_013422.1,2057186,2057425,-,,acyl carrier protein,0.4708,4,239,2057209.9,2057401.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09570,HNEAP_RS09570,1,NC_013422.1,2057602,2058354,-,,3-oxoacyl-ACP reductase FabG,0.5923,13,752,2057677.2,2058278.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09575,HNEAP_RS09575,1,NC_013422.1,2058406,2059326,-,,[acyl-carrier-protein] S-malonyltransferase,0.6156,12,920,2058498.0,2059234.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09605,HNEAP_RS09605,1,NC_013422.1,2065342,2065557,+,,30S ribosomal protein S21,0.537,3,215,2065363.5,2065535.5,1,0.005813953488372093,0.15456784685653135,0.15456784685653135,5.308266080196903
HNEAP_RS09615,HNEAP_RS09615,1,NC_013422.1,2066164,2067573,+,,glutamate synthase subunit beta,0.5652,26,1409,2066304.9,2067432.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09620,HNEAP_RS09620,1,NC_013422.1,2067754,2068851,+,,uroporphyrinogen decarboxylase,0.5856,21,1097,2067863.7,2068741.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09660,HNEAP_RS09660,1,NC_013422.1,2077153,2077656,+,,shikimate kinase AroK,0.5179,16,503,2077203.3,2077605.7,1,0.0024850894632206756,0.06826661555288661,0.06826661555288661,9.694672364087696
HNEAP_RS09665,HNEAP_RS09665,1,NC_013422.1,2077867,2078904,+,,IS5/IS1182 family transposase,0.5645,14,1037,2077970.7,2078800.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09690,HNEAP_RS09690,1,NC_013422.1,2083555,2084688,+,,tRNA 2-thiouridine(34) synthase MnmA,0.5582,25,1133,2083668.3,2084574.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09695,HNEAP_RS09695,1,NC_013422.1,2084724,2085353,+,,DUF489 domain-containing protein,0.5381,13,629,2084786.9,2085290.1,4,0.00794912559618442,0.21094152862466792,0.21094152862466792,3.4664021256315047
HNEAP_RS09700,HNEAP_RS09700,1,NC_013422.1,2085404,2085727,-,,DUF2818 domain-containing protein,0.5093,8,323,2085436.3,2085694.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09705,HNEAP_RS09705,1,NC_013422.1,2085805,2087250,-,,NADH-quinone oxidoreductase subunit NuoN,0.5491,36,1445,2085949.5,2087105.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09710,HNEAP_RS09710,1,NC_013422.1,2087259,2088782,-,,NADH-quinone oxidoreductase subunit M,0.5459,33,1523,2087411.3,2088629.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09715,HNEAP_RS09715,1,NC_013422.1,2088808,2090766,-,,NADH-quinone oxidoreductase subunit L,0.5411,43,1958,2089003.8,2090570.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09720,HNEAP_RS09720,1,NC_013422.1,2090770,2091075,-,,NADH-quinone oxidoreductase subunit NuoK,0.4902,7,305,2090800.5,2091044.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09725,HNEAP_RS09725,1,NC_013422.1,2091068,2091727,-,,NADH:ubiquinone oxidoreductase subunit J,0.5318,10,659,2091133.9,2091661.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09730,HNEAP_RS09730,1,NC_013422.1,2091793,2092281,-,,NADH-quinone oxidoreductase subunit NuoI,0.5276,13,488,2091841.8,2092232.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09735,HNEAP_RS09735,1,NC_013422.1,2092353,2093411,-,,NADH-quinone oxidoreductase subunit NuoH,0.5326,23,1058,2092458.8,2093305.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09740,HNEAP_RS09740,1,NC_013422.1,2093405,2095789,-,,NADH-quinone oxidoreductase subunit G,0.5711,40,2384,2093643.4,2095550.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09745,HNEAP_RS09745,1,NC_013422.1,2095815,2097104,-,,NADH-quinone oxidoreductase subunit F,0.5636,24,1289,2095943.9,2096975.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09750,HNEAP_RS09750,1,NC_013422.1,2097109,2097606,-,,NAD(P)H-dependent oxidoreductase subunit E,0.5181,14,497,2097158.7,2097556.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09755,HNEAP_RS09755,1,NC_013422.1,2097606,2098859,-,,NADH-quinone oxidoreductase subunit NuoD,0.5407,39,1253,2097731.3,2098733.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09760,HNEAP_RS09760,1,NC_013422.1,2098862,2099596,-,,NADH-quinone oxidoreductase subunit C,0.551,14,734,2098935.4,2099522.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09765,HNEAP_RS09765,1,NC_013422.1,2099634,2100113,-,,NADH dehydrogenase subunit B,0.5583,14,479,2099681.9,2100065.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09770,HNEAP_RS09770,1,NC_013422.1,2100104,2100460,-,,NADH-quinone oxidoreductase subunit A,0.493,9,356,2100139.6,2100424.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09775,HNEAP_RS09775,5,NC_013422.1,2100594,2100678,-,,tRNA-Leu,0.6,3,84,2100602.4,2100669.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09785,HNEAP_RS09785,1,NC_013422.1,2101217,2101987,-,,triose-phosphate isomerase,0.5707,14,770,2101294.0,2101910.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09790,HNEAP_RS09790,1,NC_013422.1,2102114,2103454,-,,phosphoglucosamine mutase,0.5518,25,1340,2102248.0,2103320.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09800,HNEAP_RS09800,1,NC_013422.1,2104505,2105362,-,,dihydropteroate synthase,0.5688,13,857,2104590.7,2105276.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09805,HNEAP_RS09805,1,NC_013422.1,2105370,2107337,-,,ATP-dependent zinc metalloprotease FtsH,0.5711,22,1967,2105566.7,2107140.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09835,HNEAP_RS09835,1,NC_013422.1,2110623,2112623,+,,sodium/hydrogen exchanger,0.5887,23,2000,2110823.0,2112423.0,7,0.004375,0.10698478786906172,0.10698478786906172,7.370912192379255
