,locusId,old_locus_tag,gene,product,protein_id,giNum
1882,HNEAP_RS09635,['Hneap_1937'],,['pilus assembly protein PilM'],WP_012824792.1,502587049
1883,HNEAP_RS09640,,,['fimbrial assembly family protein'],WP_012824793.1,502587050
1884,HNEAP_RS09645,['Hneap_1939'],,['pilus assembly protein PilO'],WP_012824794.1,502587051
1885,HNEAP_RS09650,['Hneap_1940'],,['pilus assembly protein PilP'],WP_012824795.1,502587052
1886,HNEAP_RS09655,['Hneap_1941'],,['type IV pilus secretin PilQ'],WP_012824796.1,502587054
1887,HNEAP_RS09660,['Hneap_1942'],,['shikimate kinase AroK'],WP_012824797.1,502587055
1888,HNEAP_RS09665,['Hneap_1943'],,['IS5/IS1182 family transposase'],WP_012823370.1,502585589
1889,HNEAP_RS09670,['Hneap_1944'],,['RNA polymerase sigma factor RpoS'],WP_012824798.1,502587056
1890,HNEAP_RS09675,['Hneap_1945'],,['hypothetical protein'],WP_012824799.1,502587057
1891,HNEAP_RS09680,['Hneap_1946'],,['phosphoserine transaminase'],WP_012824800.1,502587058
1892,HNEAP_RS09685,['Hneap_1947'],,['NUDIX hydrolase'],WP_012824801.1,502587059
1893,HNEAP_RS09690,['Hneap_1948'],,['tRNA 2-thiouridine(34) synthase MnmA'],WP_012824802.1,502587060
1894,HNEAP_RS09695,['Hneap_1949'],,['lysogenization regulator HflD'],WP_012824803.1,502587061
1895,HNEAP_RS09700,['Hneap_1950'],,['DUF2818 domain-containing protein'],WP_012824804.1,502587062
1896,HNEAP_RS09705,['Hneap_1951'],,['NADH-quinone oxidoreductase subunit NuoN'],WP_012824805.1,502587063
1897,HNEAP_RS09710,['Hneap_1952'],,['NADH-quinone oxidoreductase subunit M'],WP_012824806.1,502587064
1898,HNEAP_RS09715,['Hneap_1953'],,['NADH-quinone oxidoreductase subunit L'],WP_012824807.1,502587065
1899,HNEAP_RS09720,['Hneap_1954'],,['NADH-quinone oxidoreductase subunit NuoK'],WP_012824808.1,502587066
1900,HNEAP_RS09725,['Hneap_1955'],,['NADH-quinone oxidoreductase subunit J'],WP_012824809.1,502587067
1901,HNEAP_RS09730,['Hneap_1956'],,['NADH-quinone oxidoreductase subunit NuoI'],WP_012824810.1,502587068
1902,HNEAP_RS09735,['Hneap_1957'],,['NADH-quinone oxidoreductase subunit NuoH'],WP_012824811.1,502587069
1903,HNEAP_RS09740,['Hneap_1958'],,['NADH-quinone oxidoreductase subunit G'],WP_081441192.1,1174220011
1904,HNEAP_RS09745,['Hneap_1959'],,['NADH-quinone oxidoreductase subunit F'],WP_012824813.1,502587071
1905,HNEAP_RS09750,['Hneap_1960'],,['NAD(P)H-dependent oxidoreductase subunit E'],WP_012824814.1,502587072
1906,HNEAP_RS09755,['Hneap_1961'],,['NADH-quinone oxidoreductase subunit D'],WP_012824815.1,502587073
1907,HNEAP_RS09760,['Hneap_1962'],,['NADH-quinone oxidoreductase subunit C'],WP_012824816.1,502587074
1908,HNEAP_RS09765,['Hneap_1963'],,['NADH-quinone oxidoreductase subunit B'],WP_012824817.1,502587075
1909,HNEAP_RS09770,['Hneap_1964'],,['NADH-quinone oxidoreductase subunit A'],WP_012824818.1,502587076
1910,HNEAP_RS09780,['Hneap_1965'],,['preprotein translocase subunit SecG'],WP_012824819.1,502587077
1911,HNEAP_RS09785,['Hneap_1966'],,['triose-phosphate isomerase'],WP_012824820.1,502587078
1912,HNEAP_RS09790,['Hneap_1967'],,['phosphoglucosamine mutase'],WP_012824821.1,502587079
1913,HNEAP_RS09795,['Hneap_1968'],,['cytochrome C class I'],WP_012824822.1,502587080
1914,HNEAP_RS09800,['Hneap_1969'],,['dihydropteroate synthase'],WP_012824823.1,502587081
1915,HNEAP_RS09805,['Hneap_1970'],['hflB'],['ATP-dependent zinc metalloprotease FtsH'],WP_081441193.1,1174220012
1916,HNEAP_RS09810,['Hneap_1971'],,"[""23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE""]",WP_012824825.1,502587083
1917,HNEAP_RS09815,['Hneap_1972'],,['copper chaperone PCu(A)C'],WP_012824826.1,502587084
1918,HNEAP_RS12355,['Hneap_1973'],,['SCO family protein'],WP_012824827.1,502587085
1919,HNEAP_RS09825,['Hneap_1974'],,['ribosome assembly RNA-binding protein YhbY'],WP_012824828.1,502587086
1920,HNEAP_RS09830,['Hneap_1975'],,['leucyl/phenylalanyl-tRNA--protein transferase'],WP_012824829.1,502587087
1921,HNEAP_RS09835,['Hneap_1976'],,['sodium/hydrogen exchanger'],WP_012824830.1,502587088
1922,HNEAP_RS09840,['Hneap_1977'],,['hypothetical protein'],WP_012824831.1,502587089
1923,HNEAP_RS09845,['Hneap_1978'],,['transcription-repair coupling factor'],WP_012824832.1,502587090
1924,HNEAP_RS09850,['Hneap_1979'],,['RDD family protein'],WP_012824833.1,502587091
1925,HNEAP_RS09855,['Hneap_1980'],,['exodeoxyribonuclease V subunit alpha'],WP_081441143.1,1174219962
1926,HNEAP_RS09860,['Hneap_1981'],,['exodeoxyribonuclease V subunit beta'],WP_049772525.1,908628492
1927,HNEAP_RS09865,['Hneap_1982'],,['type II toxin-antitoxin system death-on-curing family toxin'],WP_012824836.1,502587094
1928,HNEAP_RS09870,['Hneap_1983'],,['AbrB/MazE/SpoVT family DNA-binding domain-containing protein'],WP_012824837.1,502587095
1929,HNEAP_RS09875,['Hneap_1984'],,['porin'],WP_012824838.1,502587096
1930,HNEAP_RS09880,['Hneap_1986'],,['hypothetical protein'],WP_012824840.1,502587098
1931,HNEAP_RS09885,,,['DUF2339 domain-containing protein'],WP_012824841.1,502587099
1932,HNEAP_RS09890,,,['hypothetical protein'],WP_041600425.1,753844808
1933,HNEAP_RS09895,['Hneap_1988'],,['ADP-forming succinate--CoA ligase subunit beta'],WP_012824842.1,502587100
1934,HNEAP_RS09900,['Hneap_1989'],,['succinate--CoA ligase subunit alpha'],WP_012824843.1,502587101
1935,HNEAP_RS09905,['Hneap_1990'],,['NAD+ synthase'],WP_012824844.1,502587102
1936,HNEAP_RS09910,['Hneap_1991'],,['4-oxalocrotonate tautomerase'],WP_012824845.1,502587103
1937,HNEAP_RS09915,['Hneap_1992'],,['two-component system response regulator CreB'],WP_012824846.1,502587104
1938,HNEAP_RS09920,['Hneap_1993'],,['two-component system sensor histidine kinase CreC'],WP_012824847.1,502587105
1939,HNEAP_RS09925,['Hneap_1994'],,['VWA domain-containing protein'],WP_012824848.1,502587106
1940,HNEAP_RS09930,['Hneap_1995'],,['exosortase K'],WP_012824849.1,502587107
1941,HNEAP_RS09935,['Hneap_1996'],,['NUDIX domain-containing protein'],WP_012824850.1,502587108
1942,HNEAP_RS09940,['Hneap_1997'],,['bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ'],WP_012824851.1,502587109
1943,HNEAP_RS09945,['Hneap_1998'],,['DUF945 domain-containing protein'],WP_081441144.1,1174219963
1944,HNEAP_RS09950,['Hneap_1999'],,['preprotein translocase subunit SecA'],WP_012824853.1,502587111
1945,HNEAP_RS09955,['Hneap_2000'],,['DUF721 domain-containing protein'],WP_012824854.1,502587112
1946,HNEAP_RS09960,['Hneap_2001'],,['UDP-3-O-acyl-N-acetylglucosamine deacetylase'],WP_012824855.1,502587113
1947,HNEAP_RS09965,['Hneap_2002'],,['molecular chaperone HtpG'],WP_012824856.1,502587114
1948,HNEAP_RS09970,['Hneap_2003'],,['50S ribosomal protein L19'],WP_012824857.1,502587115
1949,HNEAP_RS09975,['Hneap_2004'],,['tRNA (guanosine(37)-N1)-methyltransferase TrmD'],WP_012824858.1,502587116
1950,HNEAP_RS09980,['Hneap_2005'],,['ribosome maturation factor RimM'],WP_012824859.1,502587117
1951,HNEAP_RS09985,['Hneap_2006'],,['30S ribosomal protein S16'],WP_012824860.1,502587118
1952,HNEAP_RS09990,['Hneap_2007'],,['adenylosuccinate synthase'],WP_012824861.1,502587119
1953,HNEAP_RS09995,['Hneap_2008'],,['ATP phosphoribosyltransferase regulatory subunit'],WP_012824862.1,502587120
1954,HNEAP_RS10000,['Hneap_2009'],,['DUF2065 domain-containing protein'],WP_081441145.1,1174219964
1955,HNEAP_RS10005,['Hneap_2010'],,['protease modulator HflC'],WP_012824864.1,502587122
1956,HNEAP_RS10010,['Hneap_2011'],,['FtsH protease activity modulator HflK'],WP_012824865.1,502587123
1957,HNEAP_RS10015,['Hneap_2012'],,['GTPase HflX'],WP_012824866.1,502587124
1958,HNEAP_RS10020,['Hneap_2013'],,['RNA chaperone Hfq'],WP_012824867.1,502587125
1959,HNEAP_RS10025,['Hneap_2014'],,['tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA'],WP_012824868.1,502587126
1960,HNEAP_RS10030,['Hneap_2015'],,['DNA mismatch repair endonuclease MutL'],WP_012824869.1,502587127
1961,HNEAP_RS10035,['Hneap_2016'],,['N-acetylmuramoyl-L-alanine amidase'],WP_012824870.1,502587128
1962,HNEAP_RS10040,['Hneap_2017'],,['hypothetical protein'],WP_012824871.1,502587129
1963,HNEAP_RS10045,['Hneap_2018'],,['tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE'],WP_012824872.1,502587130
1964,HNEAP_RS10050,['Hneap_2019'],,['bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase'],WP_012824873.1,502587132
1965,HNEAP_RS10055,['Hneap_2020'],,['tryptophan--tRNA ligase'],WP_012824874.1,502587133
1966,HNEAP_RS10060,['Hneap_2021'],,['50S ribosomal protein L28'],WP_012824875.1,502587134
1967,HNEAP_RS10065,['Hneap_2022'],,['50S ribosomal protein L33'],WP_012824876.1,502587135
1968,HNEAP_RS10070,['Hneap_2023'],,['bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase'],WP_012824877.1,502587136
1969,HNEAP_RS10075,['Hneap_2024'],,['30S ribosomal protein S20'],WP_012824878.1,502587137
1970,HNEAP_RS10080,['Hneap_2025'],,['dioxygenase'],WP_012824879.1,502587138
1971,HNEAP_RS10085,['Hneap_2026'],,['orotate phosphoribosyltransferase'],WP_012824880.1,502587139
1972,HNEAP_RS10090,['Hneap_2027'],,['ATP-dependent chaperone ClpB'],WP_012824881.1,502587140
1973,HNEAP_RS10095,,,['hypothetical protein'],WP_041600427.1,753844810
1974,HNEAP_RS10100,['Hneap_2028'],,['hypothetical protein'],WP_012824882.1,502587141
1975,HNEAP_RS10105,['Hneap_2029'],,"['UDP-2,3-diacylglucosamine diphosphatase']",WP_012824883.1,502587142
1976,HNEAP_RS10110,,,['hypothetical protein'],WP_081441146.1,1174219965
1977,HNEAP_RS10115,['Hneap_2031'],,['peptide deformylase'],WP_012824884.1,502587143
1978,HNEAP_RS10120,['Hneap_2032'],,['ACT domain-containing protein'],WP_012824885.1,502587144
1979,HNEAP_RS10125,['Hneap_2033'],,['multi-copper polyphenol oxidoreductase'],WP_012824886.1,502587145
1980,HNEAP_RS10130,['Hneap_2034'],,['23S rRNA pseudouridine(1911/1915/1917) synthase RluD'],WP_012824887.1,502587146
1981,HNEAP_RS10135,['Hneap_2035'],,['outer membrane protein assembly factor BamD'],WP_012824888.1,502587147
1982,HNEAP_RS10140,['Hneap_2036'],,['MFS transporter'],WP_012824889.1,502587148
1983,HNEAP_RS10145,['Hneap_2037'],,['DsbC family protein'],WP_012824890.1,502587149
1984,HNEAP_RS10150,['Hneap_2038'],,['site-specific tyrosine recombinase XerD'],WP_012824891.1,502587150
1985,HNEAP_RS12360,['Hneap_2039'],,['hypothetical protein'],WP_012824892.1,502587151
1986,HNEAP_RS10160,['Hneap_2040'],,['ATPase AAA'],WP_012824893.1,502587152
1987,HNEAP_RS10165,['Hneap_2041'],,['acetate--CoA ligase'],WP_012824894.1,502587153
1988,HNEAP_RS10170,['Hneap_2042'],,['hypothetical protein'],WP_081441147.1,1174219966
1989,HNEAP_RS10175,['Hneap_2043'],,['30S ribosomal protein S9'],WP_012824896.1,502587155
1990,HNEAP_RS10180,['Hneap_2044'],,['50S ribosomal protein L13'],WP_012824897.1,502587156
1991,HNEAP_RS10185,['Hneap_2045'],,['(Fe-S)-binding protein'],WP_012824898.1,502587157
1992,HNEAP_RS10190,['Hneap_2046'],,['hypothetical protein'],WP_012824899.1,502587158
1993,HNEAP_RS10195,['Hneap_2047'],,['OsmC family protein'],WP_012824900.1,502587159
1994,HNEAP_RS10200,['Hneap_2048'],['trpC'],['indole-3-glycerol phosphate synthase TrpC'],WP_012824901.1,502587160
1995,HNEAP_RS10205,['Hneap_2049'],,['anthranilate phosphoribosyltransferase'],WP_012824902.1,502587161
1996,HNEAP_RS10210,['Hneap_2050'],,['glycine--tRNA ligase subunit alpha'],WP_012824903.1,502587162
1997,HNEAP_RS10215,['Hneap_2051'],,['glycine--tRNA ligase subunit beta'],WP_012824904.1,502587163
1998,HNEAP_RS10220,['Hneap_2052'],,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],WP_012824905.1,502587164
1999,HNEAP_RS10225,['Hneap_2053'],,['hypothetical protein'],WP_012824906.1,502587165
2000,HNEAP_RS10230,['Hneap_2054'],,['hypothetical protein'],WP_012824907.1,502587166
2001,HNEAP_RS10235,,,['hypothetical protein'],,
2002,HNEAP_RS10240,['Hneap_2056'],,['rRNA large subunit pseudouridine synthase E'],WP_012824908.1,502587167
2003,HNEAP_RS10245,['Hneap_2057'],,"[""5'-3' exonuclease""]",WP_012824909.1,502587168
2004,HNEAP_RS10250,['Hneap_2058'],,['malate dehydrogenase'],WP_041600431.1,753844814
2005,HNEAP_RS10255,['Hneap_2059'],,['chorismate mutase'],WP_012824911.1,502587170
2006,HNEAP_RS10260,['Hneap_2060'],,['phosphate porin'],WP_012824912.1,502587171
2007,HNEAP_RS10265,['Hneap_2061'],,['hypothetical protein'],WP_012824913.1,502587172
2008,HNEAP_RS10270,['Hneap_2062'],,['zinc ribbon domain-containing protein'],WP_012824914.1,502587173
2009,HNEAP_RS10275,['Hneap_2065'],,['GGDEF domain-containing response regulator'],WP_012824915.1,502587174
2010,HNEAP_RS10280,['Hneap_2066'],,['PAS domain S-box protein'],WP_012824916.1,502587175
2011,HNEAP_RS10285,['Hneap_2067'],,['OmpA family protein'],WP_012824917.1,502587176
2012,HNEAP_RS10290,['Hneap_2068'],,['8-amino-7-oxononanoate synthase'],WP_012824918.1,502587177
2013,HNEAP_RS10295,['Hneap_2069'],,['sensor histidine kinase'],WP_012824919.1,502587178
2014,HNEAP_RS10300,['Hneap_2070'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012824920.1,502587179
2015,HNEAP_RS10305,['Hneap_2071'],,['hypothetical protein'],WP_012824921.1,502587180
2016,HNEAP_RS10310,['Hneap_2072'],,['thiosulfate oxidation carrier protein SoxY'],WP_012824922.1,502587181
2017,HNEAP_RS10315,['Hneap_2073'],,['thiosulfate oxidation carrier complex protein SoxZ'],WP_012824923.1,502587182
2018,HNEAP_RS10320,['Hneap_2074'],,['prolyl aminopeptidase'],WP_012824924.1,502587183
2019,HNEAP_RS10325,['Hneap_2075'],,['tRNA 2-thiocytidine(32) synthetase TtcA'],WP_012824925.1,502587184
2020,HNEAP_RS10330,['Hneap_2076'],,['lipid A biosynthesis acyltransferase'],WP_012824926.1,502587185
2021,HNEAP_RS10335,['Hneap_2077'],,['lipid A biosynthesis acyltransferase'],WP_012824927.1,502587186
2022,HNEAP_RS10340,['Hneap_2078'],,['potassium transporter'],WP_012824928.1,502587187
2023,HNEAP_RS10345,['Hneap_2079'],,['Trk system potassium transporter TrkA'],WP_012824929.1,502587188
2024,HNEAP_RS10350,['Hneap_2080'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012824930.1,502587189
2025,HNEAP_RS10355,['Hneap_2081'],,['HAMP domain-containing protein'],WP_081441148.1,1174219967
2026,HNEAP_RS10360,['Hneap_2082'],,['DUF4390 domain-containing protein'],WP_081441149.1,1174219968
2027,HNEAP_RS10365,['Hneap_2083'],,['16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB'],WP_081441150.1,1174219969
2028,HNEAP_RS10370,['Hneap_2084'],,['methionyl-tRNA formyltransferase'],WP_012824934.1,502587193
2029,HNEAP_RS10375,['Hneap_2085'],,['peptide deformylase'],WP_012824935.1,502587194
2030,HNEAP_RS10380,['Hneap_2087'],,['LysM peptidoglycan-binding domain-containing protein'],WP_081441151.1,1174219970
2031,HNEAP_RS10385,['Hneap_2088'],,['DNA-protecting protein DprA'],WP_081441194.1,1174220013
2032,HNEAP_RS10390,['Hneap_2089'],,['DUF494 domain-containing protein'],WP_012824939.1,502587198
2033,HNEAP_RS10395,['Hneap_2090'],,['DNA topoisomerase I'],WP_012824940.1,502587199
2034,HNEAP_RS10400,['Hneap_2091'],,['tRNA threonylcarbamoyladenosine biosynthesis protein RimN'],WP_012824941.1,502587200
2035,HNEAP_RS10405,['Hneap_2092'],,['oxygen-dependent coproporphyrinogen oxidase'],WP_012824942.1,502587201
2036,HNEAP_RS10410,['Hneap_2093'],,['nuclease'],WP_012824943.1,502587202
2037,HNEAP_RS10415,['Hneap_2094'],,['type B 50S ribosomal protein L31'],WP_012824944.1,502587203
2038,HNEAP_RS10420,['Hneap_2095'],,['ComF family protein'],WP_012824945.1,502587204
2039,HNEAP_RS10425,['Hneap_2096'],,['hypothetical protein'],WP_012824946.1,502587205
2040,HNEAP_RS10430,['Hneap_2097'],,['biotin synthase BioB'],WP_012824947.1,502587206
2041,HNEAP_RS10435,['Hneap_2098'],,['hypothetical protein'],WP_012824948.1,502587207
2042,HNEAP_RS10440,,,['DUF4168 domain-containing protein'],WP_012824949.1,502587208
2043,HNEAP_RS10445,['Hneap_2100'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012824950.1,502587209
2044,HNEAP_RS10450,['Hneap_2101'],,['signal transduction histidine kinase'],WP_012824951.1,502587210
2045,HNEAP_RS10455,['Hneap_2102'],,['XRE family transcriptional regulator'],WP_012824952.1,502587211
2046,HNEAP_RS10460,['Hneap_2103'],,['type II toxin-antitoxin system RelE/ParE family toxin'],WP_012824953.1,502587212
2047,HNEAP_RS10465,,,['RHS repeat-associated core domain-containing protein'],WP_081441152.1,1174219971
2048,HNEAP_RS10470,,,['hypothetical protein'],WP_041600434.1,753844817
2049,HNEAP_RS10475,['Hneap_2105'],,['hypothetical protein'],WP_012824954.1,502587213
2050,HNEAP_RS10480,['Hneap_2106'],,['RHS repeat-associated core domain-containing protein'],WP_012824955.1,502587214
2051,HNEAP_RS10485,['Hneap_2107'],,['hypothetical protein'],WP_012824956.1,502587215
2052,HNEAP_RS10490,['Hneap_2108'],,['hypothetical protein'],WP_041600435.1,753844818
2053,HNEAP_RS10495,['Hneap_2109'],,['anthranilate synthase component I'],WP_012824958.1,502587217
2054,HNEAP_RS10500,['Hneap_2110'],,['phosphoglycolate phosphatase'],WP_041601053.1,753845436
2055,HNEAP_RS10505,['Hneap_2111'],,['phosphoglycolate phosphatase'],WP_012824960.1,502587219
2056,HNEAP_RS10510,['Hneap_2112'],,['ribulose-phosphate 3-epimerase'],WP_012824961.1,502587220
2057,HNEAP_RS12365,['Hneap_2113'],,['SPOR domain-containing protein'],WP_012824962.1,502587221
2058,HNEAP_RS10520,['Hneap_2114'],,['arginine--tRNA ligase'],WP_012824963.1,502587222
2059,HNEAP_RS12370,['Hneap_2115'],,['outer membrane autotransporter barrel domain-containing protein'],WP_012824964.1,502587223
2060,HNEAP_RS10530,['Hneap_2116'],,['AraC family transcriptional regulator'],WP_012824965.1,502587224
2061,HNEAP_RS10535,['Hneap_2117'],,['GTP cyclohydrolase I FolE'],WP_012824966.1,502587225
2062,HNEAP_RS10540,['Hneap_2118'],,['KR domain-containing protein'],WP_012824967.1,502587226
2063,HNEAP_RS10545,['Hneap_2119'],,['hypothetical protein'],WP_041600436.1,753844819
2064,HNEAP_RS10550,['Hneap_2120'],,['nodulation protein NodJ'],WP_041600437.1,753844820
2065,HNEAP_RS10555,['Hneap_2121'],,['ABC transporter'],WP_041601057.1,753845440
2066,HNEAP_RS10560,['Hneap_2122'],,['3-deoxy-D-manno-octulosonic acid transferase'],WP_012824971.1,502587231
2067,HNEAP_RS10565,,,['lipid A biosynthesis acyltransferase'],WP_012824972.1,502587232
2068,HNEAP_RS10570,['Hneap_2124'],,['glycosyltransferase family 1 protein'],WP_081441153.1,1174219972
2069,HNEAP_RS10575,['Hneap_2125'],,['O-antigen ligase family protein'],WP_012824974.1,502587234
2070,HNEAP_RS10580,['Hneap_2126'],,['glycosyltransferase family 2 protein'],WP_012824975.1,502587235
2071,HNEAP_RS10585,['Hneap_2127'],,['polysaccharide deacetylase family protein'],WP_012824976.1,502587236
2072,HNEAP_RS10590,['Hneap_2128'],,['hypothetical protein'],WP_012824977.1,502587237
2073,HNEAP_RS10595,['Hneap_2129'],,['glycosyltransferase family 1 protein'],WP_012824978.1,502587238
2074,HNEAP_RS10600,['Hneap_2130'],,['glycosyl transferase'],WP_012824979.1,502587239
2075,HNEAP_RS10605,['Hneap_2131'],,['hypothetical protein'],WP_012824980.1,502587240
2076,HNEAP_RS10610,['Hneap_2132'],,['hypothetical protein'],WP_012824981.1,502587241
2077,HNEAP_RS10615,['Hneap_2134'],,['zinc-finger domain-containing protein'],WP_012824983.1,502587243
2078,HNEAP_RS10620,['Hneap_2135'],,['branched-chain amino acid transaminase'],WP_012824984.1,502587244
2079,HNEAP_RS10625,['Hneap_2136'],,['thiamine biosynthesis protein ThiS'],WP_041601064.1,753845447
2080,HNEAP_RS10630,['Hneap_2137'],,['helix-hairpin-helix domain-containing protein'],WP_041601065.1,753845448
2081,HNEAP_RS10660,['Hneap_2138'],,['tyrosine--tRNA ligase'],WP_012824987.1,502587247
2082,HNEAP_RS10665,['Hneap_2139'],,['hypothetical protein'],WP_041600438.1,753844821
2083,HNEAP_RS10670,['Hneap_2140'],,['anhydro-N-acetylmuramic acid kinase'],WP_012824989.1,502587249
2084,HNEAP_RS10675,['Hneap_2141'],,['citrate synthase'],WP_012824990.1,502587250
2085,HNEAP_RS10680,['Hneap_2142'],,['iron-sulfur cluster insertion protein ErpA'],WP_012824991.1,502587251
2086,HNEAP_RS10685,['Hneap_2143'],,['N-acetyl-gamma-glutamyl-phosphate reductase'],WP_012824992.1,502587252
2087,HNEAP_RS10690,,,['chloride channel protein'],WP_012824993.1,502587253
2088,HNEAP_RS10695,,,['TlpA family protein disulfide reductase'],WP_012824994.1,502587254
2089,HNEAP_RS10700,['Hneap_2146'],,['type I methionyl aminopeptidase'],WP_012824995.1,502587255
2090,HNEAP_RS10705,['Hneap_2147'],,['[protein-PII] uridylyltransferase'],WP_041600439.1,753844822
2091,HNEAP_RS10710,['Hneap_2148'],,['RluA family pseudouridine synthase'],WP_012824997.1,502587257
2092,HNEAP_RS10715,['Hneap_2149'],,['DNA-binding response regulator'],WP_012824998.1,502587258
2093,HNEAP_RS10720,['Hneap_2150'],,['signal transduction histidine kinase LytS'],WP_012824999.1,502587259
2094,HNEAP_RS10725,['Hneap_2151'],,['argininosuccinate lyase'],WP_012825000.1,502587260
2095,HNEAP_RS12375,,,['hypothetical protein'],WP_049772532.1,908628499
2096,HNEAP_RS12380,,,['hypothetical protein'],WP_049772533.1,908628500
2097,HNEAP_RS10735,['Hneap_2153'],,"[""pyridoxamine 5'-phosphate oxidase""]",WP_012825001.1,502587261
2098,HNEAP_RS10740,['Hneap_2154'],,['uracil-DNA glycosylase'],WP_012825002.1,502587262
2099,HNEAP_RS10745,['Hneap_2155'],,['JAB domain-containing protein'],WP_012825003.1,502587263
2100,HNEAP_RS10750,['Hneap_2156'],,['hypothetical protein'],WP_012825004.1,502587264
2101,HNEAP_RS10755,['Hneap_2157'],,['TonB-system energizer ExbB'],WP_012825005.1,502587265
2102,HNEAP_RS10760,['Hneap_2158'],,['TonB system transport protein ExbD'],WP_012825006.1,502587266
2103,HNEAP_RS10765,['Hneap_2159'],,['energy transducer TonB'],WP_012825007.1,502587268
2104,HNEAP_RS10770,['Hneap_2160'],,['thioredoxin family protein'],WP_012825008.1,502587269
2105,HNEAP_RS10775,['Hneap_2161'],,['hydroxymethylbilane synthase'],WP_012825009.1,502587270
2106,HNEAP_RS10780,,,['uroporphyrinogen-III synthase'],WP_012825010.1,502587271
2107,HNEAP_RS10785,['Hneap_2163'],,['hypothetical protein'],WP_012825011.1,502587272
2108,HNEAP_RS10790,['Hneap_2164'],,['heme biosynthesis protein HemY'],WP_012825012.1,502587273
2109,HNEAP_RS12385,['Hneap_2165'],,['GGDEF domain-containing protein'],WP_012825013.1,502587274
2110,HNEAP_RS10800,['Hneap_2166'],,['hypothetical protein'],WP_081441154.1,1174219973
2111,HNEAP_RS10805,['Hneap_2167'],,['thiol:disulfide interchange protein DsbA/DsbL'],WP_012825015.1,502587276
2112,HNEAP_RS10810,['Hneap_2168'],,['c-type cytochrome biogenesis protein CcsB'],WP_012825016.1,502587277
2113,HNEAP_RS10815,['Hneap_2169'],,['cytochrome c biogenesis protein ResB'],WP_012825017.1,502587278
2114,HNEAP_RS10820,['Hneap_2170'],,['cytochrome c4'],WP_012825018.1,502587279
2115,HNEAP_RS10825,['Hneap_2171'],,['YihA family ribosome biogenesis GTP-binding protein'],WP_012825019.1,502587280
2116,HNEAP_RS10830,['Hneap_2172'],,['sensor domain-containing diguanylate cyclase'],WP_012825020.1,502587281
2117,HNEAP_RS10835,['Hneap_2173'],,['LysR family transcriptional regulator'],WP_012825021.1,502587282
2118,HNEAP_RS10840,['Hneap_2174'],,['glutathione-disulfide reductase'],WP_012825022.1,502587283
2119,HNEAP_RS10845,['Hneap_2175'],,['glutathione amide-dependent peroxidase'],WP_012825023.1,502587284
2120,HNEAP_RS10850,['Hneap_2176'],,['diaminopimelate decarboxylase'],WP_012825024.1,502587285
2121,HNEAP_RS12580,,,['hypothetical protein'],WP_081441155.1,1174219974
2122,HNEAP_RS10855,['Hneap_2177'],,['catalase/peroxidase HPI'],WP_012825025.1,502587286
2123,HNEAP_RS10860,['Hneap_2178'],,['RsmB/NOP family class I SAM-dependent RNA methyltransferase'],WP_081441156.1,1174219975
2124,HNEAP_RS10865,['Hneap_2179'],,['hypothetical protein'],WP_081441157.1,1174219976
2125,HNEAP_RS10870,,,['hypothetical protein'],WP_041600440.1,753844823
2126,HNEAP_RS10875,['Hneap_2181'],,['tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA'],WP_012825029.1,502587290
2127,HNEAP_RS10880,['Hneap_2182'],,['tRNA guanosine(34) transglycosylase Tgt'],WP_012825030.1,502587291
2128,HNEAP_RS10885,['Hneap_2183'],,['preprotein translocase subunit YajC'],WP_012825031.1,502587292
2129,HNEAP_RS10890,['Hneap_2184'],,['protein translocase subunit SecD'],WP_012825032.1,502587293
2130,HNEAP_RS10895,['Hneap_2185'],,['protein translocase subunit SecF'],WP_012825033.1,502587294
2131,HNEAP_RS10900,['Hneap_2186'],,['inositol monophosphatase'],WP_012825034.1,502587295
2132,HNEAP_RS10905,['Hneap_2187'],,['RNA methyltransferase'],WP_012825035.1,502587296
2133,HNEAP_RS10910,,,['serine O-acetyltransferase'],WP_012825036.1,502587297
2134,HNEAP_RS10915,['Hneap_2189'],,['transcriptional regulator'],WP_012825037.1,502587298
2135,HNEAP_RS10920,['Hneap_2190'],,['nucleoside-diphosphate kinase'],WP_012825038.1,502587299
2136,HNEAP_RS10925,['Hneap_2191'],,['23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN'],WP_081441158.1,1174219977
2137,HNEAP_RS10930,['Hneap_2192'],,['type IV pilus biogenesis/stability protein PilW'],WP_012825040.1,502587301
2138,HNEAP_RS10935,['Hneap_2193'],,['DUF4115 domain-containing protein'],WP_081441159.1,1174219978
